Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.tribe,Taxonomy.NCBI.species group,Taxonomy.NCBI.species subgroup,Taxonomy.NCBI.subgenus,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.no rank 5,Taxonomy.NCBI.unknown 3,Taxonomy.NCBI.subclass,Taxonomy.NCBI.suborder
Bartonella henselae,AJ441256,75,33,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1437,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella henselae,,,,,,,,,,,,,,
Bartonella henselae,AJ441257,75,33,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1438,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella henselae,,,,,,,,,,,,,,
Limnothrix redekei CCAP 1443/1,AJ580007,74,32,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1462,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Pseudanabaenaceae,Limnothrix,Limnothrix redekei,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Limnothrix redekei CCAP 1443/1,,,,,,,,,
Pseudomonas stutzeri,AJ635305,75,33,42,No,0,tRNA,0,()()(),()()(),--,No,CRW,--,CRW_t_B_1483,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,,,,,,,Pseudomonas stutzeri group,Pseudomonas stutzeri subgroup,,,,,,
Pseudomonas stutzeri,AJ635306,75,33,42,No,0,tRNA,0,()()(),()()(),--,No,CRW,--,CRW_t_B_1484,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,,,,,,,Pseudomonas stutzeri group,Pseudomonas stutzeri subgroup,,,,,,
Pseudomonas stutzeri,AJ635307,75,33,42,No,0,tRNA,0,(()()),(()()),--,No,CRW,--,CRW_t_B_1485,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,,,,,,,Pseudomonas stutzeri group,Pseudomonas stutzeri subgroup,,,,,,
Pseudomonas stutzeri,AJ635308,75,33,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1486,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,,,,,,,Pseudomonas stutzeri group,Pseudomonas stutzeri subgroup,,,,,,
Pseudomonas stutzeri,AJ635309,75,33,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1487,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,,,,,,,Pseudomonas stutzeri group,Pseudomonas stutzeri subgroup,,,,,,
Pseudomonas stutzeri,AJ635310,75,33,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1488,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,,,,,,,Pseudomonas stutzeri group,Pseudomonas stutzeri subgroup,,,,,,
Pseudomonas stutzeri,AJ635311,75,33,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1489,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,,,,,,,Pseudomonas stutzeri group,Pseudomonas stutzeri subgroup,,,,,,
Pseudomonas stutzeri,AJ635312,75,33,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1490,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,,,,,,,Pseudomonas stutzeri group,Pseudomonas stutzeri subgroup,,,,,,
Pseudomonas stutzeri,AJ635313,75,33,42,No,0,tRNA,0,(()()()),((())()()),--,No,CRW,--,CRW_t_B_1491,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,,,,,,,Pseudomonas stutzeri group,Pseudomonas stutzeri subgroup,,,,,,
Caulobacter vibrioides,L00194,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1862,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter vibrioides,,,,,,,,,,,,,,
uncultured Pseudomonas sp.,AY239616,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2066,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,environmental samples <Pseudomonas>,uncultured Pseudomonas sp.,,,,,,,,,,,,,
Vibrio parahaemolyticus,AY245224,74,34,40,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_2078,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,,,,,,,Vibrio harveyi group,,,,,,,
uncultured Acidobacteria bacterium,AY281352,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2101,--,Yes,root,cellular organisms,Bacteria,,,,,,Acidobacteria <phylum>,environmental samples <Acidobacteria>,uncultured Acidobacteria bacterium,,,,,,,,,,,,
uncultured Synechococcus sp.,AY579976,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2270,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,environmental samples <Synechococcus>,uncultured Synechococcus sp.,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY579978,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2272,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,environmental samples <Synechococcus>,uncultured Synechococcus sp.,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Streptococcus suis,AY585196,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2300,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,,,Terrabacteria group,,,,,,,,,,,
Streptococcus suis,AY585199,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2303,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,,,Terrabacteria group,,,,,,,,,,,
Dysgonomonas wimpennyi,AY704409,74,38,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2346,--,Yes,root,cellular organisms,Bacteria,,Bacteroidia,Bacteroidales,Dysgonamonadaceae,Dysgonomonas,Bacteroidetes <phylum>,Dysgonomonas wimpennyi,,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,
Borrelia hermsii,AY836547,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2420,--,Yes,root,cellular organisms,Bacteria,,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Spirochaetes <phylum>,Borrelia hermsii,,,,,,,,,,,,,
Borrelia garinii,AY836549,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2422,--,Yes,root,cellular organisms,Bacteria,,Spirochaetia,Spirochaetales,Borreliaceae,Borreliella,Spirochaetes <phylum>,Borreliella garinii,,,,,,,,,,,,,
uncultured Bacteroidetes bacterium,AY933605,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2470,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,
uncultured Bacteroidetes bacterium,AY933611,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2474,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,
uncultured Bacteroidetes bacterium,AY933612,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2475,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,
uncultured Bacteroidetes bacterium,AY933614,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2476,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,
uncultured Bacteroidetes bacterium,AY933620,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2477,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,
uncultured gamma proteobacterium,AY934054,74,38,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2675,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,uncultured gamma proteobacterium,,,,,,,,,,,,,
uncultured Marinobacter sp.,AY934305,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2868,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,environmental samples <Marinobacter>,uncultured Marinobacter sp.,,,,,,,,,,,,,
uncultured Marinobacter sp.,AY934307,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2870,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,environmental samples <Marinobacter>,uncultured Marinobacter sp.,,,,,,,,,,,,,
uncultured Marinobacter sp.,AY934309,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2872,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,environmental samples <Marinobacter>,uncultured Marinobacter sp.,,,,,,,,,,,,,
uncultured Marinobacter sp.,AY934311,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2874,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,environmental samples <Marinobacter>,uncultured Marinobacter sp.,,,,,,,,,,,,,
uncultured Marinobacter sp.,AY934315,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2877,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,environmental samples <Marinobacter>,uncultured Marinobacter sp.,,,,,,,,,,,,,
uncultured Marinobacter sp.,AY934317,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2878,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,environmental samples <Marinobacter>,uncultured Marinobacter sp.,,,,,,,,,,,,,
uncultured Marinobacter sp.,AY934327,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2886,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,environmental samples <Marinobacter>,uncultured Marinobacter sp.,,,,,,,,,,,,,
uncultured gamma proteobacterium,AY934328,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2887,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,uncultured gamma proteobacterium,,,,,,,,,,,,,
uncultured Alteromonadaceae bacterium,AY934329,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2888,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,environmental samples <Alteromonadaceae>,uncultured Alteromonadaceae bacterium,,,,,,,,,,,,,
uncultured gamma proteobacterium,AY934339,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2896,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,uncultured gamma proteobacterium,,,,,,,,,,,,,
uncultured gamma proteobacterium,AY934346,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2901,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,uncultured gamma proteobacterium,,,,,,,,,,,,,
uncultured gamma proteobacterium,AY934347,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2902,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,uncultured gamma proteobacterium,,,,,,,,,,,,,
uncultured Marinobacter sp.,AY934351,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2906,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,environmental samples <Marinobacter>,uncultured Marinobacter sp.,,,,,,,,,,,,,
uncultured Alteromonadales bacterium,AY934357,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2910,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,,,environmental samples <Alteromonadales>,uncultured Alteromonadales bacterium,,,,,,,,,,,,,
uncultured Marinobacter sp.,AY934360,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2913,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,environmental samples <Marinobacter>,uncultured Marinobacter sp.,,,,,,,,,,,,,
uncultured Pseudoalteromonas sp.,AY934368,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2918,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,environmental samples <Pseudoalteromonas>,uncultured Pseudoalteromonas sp.,,,,,,,,,,,,,
uncultured gamma proteobacterium,AY934371,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2921,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,uncultured gamma proteobacterium,,,,,,,,,,,,,
uncultured gamma proteobacterium,AY934372,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2922,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,uncultured gamma proteobacterium,,,,,,,,,,,,,
uncultured Pseudoalteromonas sp.,AY934376,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2926,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,environmental samples <Pseudoalteromonas>,uncultured Pseudoalteromonas sp.,,,,,,,,,,,,,
uncultured gamma proteobacterium,AY934379,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2929,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,uncultured gamma proteobacterium,,,,,,,,,,,,,
uncultured gamma proteobacterium,AY934381,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2931,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,uncultured gamma proteobacterium,,,,,,,,,,,,,
uncultured Alteromonadaceae bacterium,AY934382,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2932,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,environmental samples <Alteromonadaceae>,uncultured Alteromonadaceae bacterium,,,,,,,,,,,,,
uncultured gamma proteobacterium,AY934383,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2933,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,uncultured gamma proteobacterium,,,,,,,,,,,,,
uncultured Alteromonadaceae bacterium,AY934386,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2935,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,environmental samples <Alteromonadaceae>,uncultured Alteromonadaceae bacterium,,,,,,,,,,,,,
uncultured gamma proteobacterium,AY934387,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2936,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,uncultured gamma proteobacterium,,,,,,,,,,,,,
uncultured gamma proteobacterium,AY934391,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2939,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,uncultured gamma proteobacterium,,,,,,,,,,,,,
uncultured Pseudoalteromonas sp.,AY934397,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2942,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,environmental samples <Pseudoalteromonas>,uncultured Pseudoalteromonas sp.,,,,,,,,,,,,,
uncultured Pseudoalteromonas sp.,AY934398,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2943,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,environmental samples <Pseudoalteromonas>,uncultured Pseudoalteromonas sp.,,,,,,,,,,,,,
uncultured Pseudoalteromonas sp.,AY934401,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2946,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,environmental samples <Pseudoalteromonas>,uncultured Pseudoalteromonas sp.,,,,,,,,,,,,,
uncultured gamma proteobacterium,AY934403,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2948,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,uncultured gamma proteobacterium,,,,,,,,,,,,,
uncultured gamma proteobacterium,AY934407,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2950,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,uncultured gamma proteobacterium,,,,,,,,,,,,,
uncultured Alteromonadaceae bacterium,AY934409,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2952,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,environmental samples <Alteromonadaceae>,uncultured Alteromonadaceae bacterium,,,,,,,,,,,,,
uncultured gamma proteobacterium,AY934410,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2953,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,uncultured gamma proteobacterium,,,,,,,,,,,,,
uncultured gamma proteobacterium,AY934411,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2954,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,uncultured gamma proteobacterium,,,,,,,,,,,,,
uncultured gamma proteobacterium,AY934412,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2955,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,uncultured gamma proteobacterium,,,,,,,,,,,,,
uncultured gamma proteobacterium,AY934419,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2961,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,uncultured gamma proteobacterium,,,,,,,,,,,,,
uncultured Pseudoalteromonas sp.,AY934421,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2963,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,environmental samples <Pseudoalteromonas>,uncultured Pseudoalteromonas sp.,,,,,,,,,,,,,
uncultured Pseudoalteromonas sp.,AY934422,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2964,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,environmental samples <Pseudoalteromonas>,uncultured Pseudoalteromonas sp.,,,,,,,,,,,,,
uncultured gamma proteobacterium,AY934423,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2965,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,uncultured gamma proteobacterium,,,,,,,,,,,,,
Geobacillus kaustophilus HTA426,BA000043,75,33,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3062,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus kaustophilus,,,Terrabacteria group,Geobacillus kaustophilus HTA426,,,Geobacillus thermoleovorans group,,,,,,,
Bacillus subtilis,D26185,75,33,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3066,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus subtilis,,Terrabacteria group,,,,Bacillus subtilis group,,,,,,,
Caulobacter vibrioides,L00194,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3169,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter vibrioides,,,,,,,,,,,,,,
Rickettsia felis URRWXCal2,CP000053,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3252,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia felis,,,Rickettsia felis URRWXCal2,,,Rickettsieae,spotted fever group,,,,,,,
Rickettsia bellii RML369-C,CP000087,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3308,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia bellii,,,Rickettsia bellii RML369-C,,,Rickettsieae,belli group,,,,,,,
Carboxydothermus hydrogenoformans Z-2901,CP000141,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3399,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,Carboxydothermus hydrogenoformans,,,Terrabacteria group,Carboxydothermus hydrogenoformans Z-2901,,,,,,,,,,
Bacteroides fragilis NCTC 9343,CR626927,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3892,--,Yes,root,cellular organisms,Bacteria,,Bacteroidia,Bacteroidales,Bacteroidaceae,,Bacteroidetes <phylum>,Bacteroides <genus>,Bacteroides fragilis,FCB group,Bacteroidetes/Chlorobi group,Bacteroides fragilis NCTC 9343,,,,,,,,,
Bacteroides fragilis NCTC 9343,CR626927,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3893,--,Yes,root,cellular organisms,Bacteria,,Bacteroidia,Bacteroidales,Bacteroidaceae,,Bacteroidetes <phylum>,Bacteroides <genus>,Bacteroides fragilis,FCB group,Bacteroidetes/Chlorobi group,Bacteroides fragilis NCTC 9343,,,,,,,,,
Bacteroides fragilis NCTC 9343,CR626927,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3894,--,Yes,root,cellular organisms,Bacteria,,Bacteroidia,Bacteroidales,Bacteroidaceae,,Bacteroidetes <phylum>,Bacteroides <genus>,Bacteroides fragilis,FCB group,Bacteroidetes/Chlorobi group,Bacteroides fragilis NCTC 9343,,,,,,,,,
