Organism name,Length,Benchmark ID,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.order,Taxonomy.ENA.class
Methanosarcina mazei Go1,73,CRW_t_A_10017,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Pyrobaculum aerophilum str. IM2,76,CRW_t_A_10032,Archaea,Crenarchaeota,Thermoproteales,Thermoprotei
Pyrococcus furiosus DSM 3638,76,CRW_t_A_10039,Archaea,Euryarchaeota,Thermococcales,Thermococci
Pyrococcus furiosus DSM 3638,76,CRW_t_A_10040,Archaea,Euryarchaeota,Thermococcales,Thermococci
Methanopyrus kandleri AV19,76,CRW_t_A_10042,Archaea,Euryarchaeota,Methanopyrales,Methanopyri
Thermoplasma acidophilum,73,CRW_t_A_10216,Archaea,Euryarchaeota,Thermoplasmatales,Thermoplasmata
uncultured methanogenic archaeon,73,CRW_t_A_10248,Archaea,Euryarchaeota,,
uncultured methanogenic archaeon,73,CRW_t_A_10249,Archaea,Euryarchaeota,,
Haloquadratum walsbyi DSM 16790,73,CRW_t_A_10251,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Haloquadratum walsbyi DSM 16790,73,CRW_t_A_10252,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Thermococcus kodakarensis KOD1,76,CRW_t_A_10294,Archaea,Euryarchaeota,Thermococcales,Thermococci
Thermococcus kodakarensis KOD1,76,CRW_t_A_10295,Archaea,Euryarchaeota,Thermococcales,Thermococci
Haloarcula marismortui ATCC 43049,73,CRW_t_A_10349,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Haloarcula marismortui ATCC 43049,73,CRW_t_A_10350,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Pyrococcus horikoshii OT3,76,CRW_t_A_10363,Archaea,Euryarchaeota,Thermococcales,Thermococci
Pyrococcus horikoshii OT3,76,CRW_t_A_10364,Archaea,Euryarchaeota,Thermococcales,Thermococci
Thermoplasma volcanium GSS1,73,CRW_t_A_10377,Archaea,Euryarchaeota,Thermoplasmatales,Thermoplasmata
Thermoplasma volcanium GSS1,73,CRW_t_A_10378,Archaea,Euryarchaeota,Thermoplasmatales,Thermoplasmata
Sulfolobus acidocaldarius DSM 639,70,CRW_t_A_10517,Archaea,Crenarchaeota,Sulfolobales,Thermoprotei
Sulfolobus acidocaldarius DSM 639,70,CRW_t_A_10518,Archaea,Crenarchaeota,Sulfolobales,Thermoprotei
Methanosarcina barkeri str. Fusaro,73,CRW_t_A_10532,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanosarcina barkeri str. Fusaro,73,CRW_t_A_10533,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanosphaera stadtmanae DSM 3091,72,CRW_t_A_10534,Archaea,Euryarchaeota,Methanobacteriales,Methanobacteria
Methanosphaera stadtmanae DSM 3091,75,CRW_t_A_10535,Archaea,Euryarchaeota,Methanobacteriales,Methanobacteria
Methanospirillum hungatei JF-1,73,CRW_t_A_10609,Archaea,Euryarchaeota,Methanomicrobiales,Methanomicrobia
Methanospirillum hungatei JF-1,73,CRW_t_A_10610,Archaea,Euryarchaeota,Methanomicrobiales,Methanomicrobia
Hyperthermus butylicus DSM 5456,76,CRW_t_A_10764,Archaea,Crenarchaeota,Desulfurococcales,Thermoprotei
Hyperthermus butylicus DSM 5456,78,CRW_t_A_10765,Archaea,Crenarchaeota,Desulfurococcales,Thermoprotei
Methanocorpusculum labreanum Z,73,CRW_t_A_10796,Archaea,Euryarchaeota,Methanomicrobiales,Methanomicrobia
Methanocorpusculum labreanum Z,73,CRW_t_A_10797,Archaea,Euryarchaeota,Methanomicrobiales,Methanomicrobia
Natronomonas pharaonis DSM 2160,73,CRW_t_A_10845,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Natronomonas pharaonis DSM 2160,73,CRW_t_A_10846,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Haloferax volcanii,76,CRW_t_A_10945,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Methanocaldococcus jannaschii DSM 2661,73,CRW_t_A_10948,Archaea,Euryarchaeota,Methanococcales,Methanococci
Halobacterium salinarum,76,CRW_t_A_10959,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Haloferax volcanii,76,CRW_t_A_10960,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Methanocaldococcus jannaschii,73,CRW_t_A_10971,Archaea,Euryarchaeota,Methanococcales,Methanococci
Halobacterium salinarum,76,CRW_t_A_11013,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Archaeoglobus fulgidus DSM 4304,71,CRW_t_A_11152,Archaea,Euryarchaeota,Archaeoglobales,Archaeoglobi
Archaeoglobus fulgidus DSM 4304,71,CRW_t_A_11153,Archaea,Euryarchaeota,Archaeoglobales,Archaeoglobi
Archaeoglobus fulgidus DSM 4304,73,CRW_t_A_11154,Archaea,Euryarchaeota,Archaeoglobales,Archaeoglobi
Methanosarcina mazei Go1,72,CRW_t_A_11227,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanosarcina mazei Go1,72,CRW_t_A_11228,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Pyrobaculum aerophilum str. IM2,79,CRW_t_A_11255,Archaea,Crenarchaeota,Thermoproteales,Thermoprotei
Pyrobaculum aerophilum str. IM2,76,CRW_t_A_11256,Archaea,Crenarchaeota,Thermoproteales,Thermoprotei
Pyrococcus furiosus DSM 3638,78,CRW_t_A_11268,Archaea,Euryarchaeota,Thermococcales,Thermococci
Pyrococcus furiosus DSM 3638,78,CRW_t_A_11269,Archaea,Euryarchaeota,Thermococcales,Thermococci
Pyrococcus furiosus DSM 3638,78,CRW_t_A_11270,Archaea,Euryarchaeota,Thermococcales,Thermococci
Methanopyrus kandleri AV19,76,CRW_t_A_11273,Archaea,Euryarchaeota,Methanopyrales,Methanopyri
Methanopyrus kandleri AV19,76,CRW_t_A_11274,Archaea,Euryarchaeota,Methanopyrales,Methanopyri
uncultured methanogenic archaeon,72,CRW_t_A_11772,Archaea,Euryarchaeota,,
uncultured methanogenic archaeon,72,CRW_t_A_11773,Archaea,Euryarchaeota,,
Haloquadratum walsbyi DSM 16790,71,CRW_t_A_11778,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Haloquadratum walsbyi DSM 16790,71,CRW_t_A_11779,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Haloquadratum walsbyi DSM 16790,71,CRW_t_A_11780,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Thermococcus kodakarensis KOD1,78,CRW_t_A_11876,Archaea,Euryarchaeota,Thermococcales,Thermococci
Thermococcus kodakarensis KOD1,78,CRW_t_A_11877,Archaea,Euryarchaeota,Thermococcales,Thermococci
Thermococcus kodakarensis KOD1,77,CRW_t_A_11878,Archaea,Euryarchaeota,Thermococcales,Thermococci
Haloarcula marismortui ATCC 43049,71,CRW_t_A_12066,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Haloarcula marismortui ATCC 43049,71,CRW_t_A_12067,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Haloarcula marismortui ATCC 43049,72,CRW_t_A_12068,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Pyrococcus horikoshii OT3,78,CRW_t_A_12139,Archaea,Euryarchaeota,Thermococcales,Thermococci
Pyrococcus horikoshii OT3,78,CRW_t_A_12140,Archaea,Euryarchaeota,Thermococcales,Thermococci
Pyrococcus horikoshii OT3,78,CRW_t_A_12141,Archaea,Euryarchaeota,Thermococcales,Thermococci
Sulfolobus acidocaldarius DSM 639,73,CRW_t_A_12481,Archaea,Crenarchaeota,Sulfolobales,Thermoprotei
Methanosarcina barkeri str. Fusaro,72,CRW_t_A_12523,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanosarcina barkeri str. Fusaro,72,CRW_t_A_12524,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanosphaera stadtmanae DSM 3091,74,CRW_t_A_12525,Archaea,Euryarchaeota,Methanobacteriales,Methanobacteria
Methanospirillum hungatei JF-1,72,CRW_t_A_12679,Archaea,Euryarchaeota,Methanomicrobiales,Methanomicrobia
Methanospirillum hungatei JF-1,71,CRW_t_A_12680,Archaea,Euryarchaeota,Methanomicrobiales,Methanomicrobia
Methanococcoides burtonii DSM 6242,71,CRW_t_A_12737,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanococcoides burtonii DSM 6242,72,CRW_t_A_12738,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Hyperthermus butylicus DSM 5456,79,CRW_t_A_13018,Archaea,Crenarchaeota,Desulfurococcales,Thermoprotei
Hyperthermus butylicus DSM 5456,78,CRW_t_A_13019,Archaea,Crenarchaeota,Desulfurococcales,Thermoprotei
Hyperthermus butylicus DSM 5456,79,CRW_t_A_13020,Archaea,Crenarchaeota,Desulfurococcales,Thermoprotei
Methanocorpusculum labreanum Z,71,CRW_t_A_13098,Archaea,Euryarchaeota,Methanomicrobiales,Methanomicrobia
Natronomonas pharaonis DSM 2160,71,CRW_t_A_13230,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Natronomonas pharaonis DSM 2160,71,CRW_t_A_13231,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Natronomonas pharaonis DSM 2160,71,CRW_t_A_13232,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Haloferax volcanii,74,CRW_t_A_13464,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Thermofilum pendens,77,CRW_t_A_13465,Archaea,Crenarchaeota,Thermoproteales,Thermoprotei
Haloferax volcanii,74,CRW_t_A_13471,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Methanothermobacter thermautotrophicus,78,CRW_t_A_13473,Archaea,Euryarchaeota,Methanobacteriales,Methanobacteria
Haloferax volcanii,74,CRW_t_A_13494,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Haloferax volcanii,74,CRW_t_A_13513,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Haloferax volcanii,74,CRW_t_A_13514,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Haloferax volcanii,74,CRW_t_A_13515,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Haloferax volcanii,74,CRW_t_A_13516,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Methanocaldococcus jannaschii DSM 2661,73,CRW_t_A_13527,Archaea,Euryarchaeota,Methanococcales,Methanococci
Methanocaldococcus jannaschii DSM 2661,73,CRW_t_A_13528,Archaea,Euryarchaeota,Methanococcales,Methanococci
Thermofilum pendens,77,CRW_t_A_13559,Archaea,Crenarchaeota,Thermoproteales,Thermoprotei
Halobacterium salinarum,74,CRW_t_A_13597,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Methanothermobacter thermautotrophicus,78,CRW_t_A_13612,Archaea,Euryarchaeota,Methanobacteriales,Methanobacteria
Archaeoglobus fulgidus DSM 4304,72,CRW_t_A_13920,Archaea,Euryarchaeota,Archaeoglobales,Archaeoglobi
Methanosarcina mazei Go1,73,CRW_t_A_13940,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Pyrococcus furiosus DSM 3638,77,CRW_t_A_13951,Archaea,Euryarchaeota,Thermococcales,Thermococci
Methanopyrus kandleri AV19,78,CRW_t_A_13953,Archaea,Euryarchaeota,Methanopyrales,Methanopyri
Thermoplasma acidophilum,72,CRW_t_A_14254,Archaea,Euryarchaeota,Thermoplasmatales,Thermoplasmata
uncultured methanogenic archaeon,73,CRW_t_A_14285,Archaea,Euryarchaeota,,
Haloquadratum walsbyi DSM 16790,72,CRW_t_A_14297,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Thermococcus kodakarensis KOD1,77,CRW_t_A_14390,Archaea,Euryarchaeota,Thermococcales,Thermococci
Haloarcula marismortui ATCC 43049,71,CRW_t_A_14685,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Pyrococcus horikoshii OT3,77,CRW_t_A_14770,Archaea,Euryarchaeota,Thermococcales,Thermococci
Thermoplasma volcanium GSS1,72,CRW_t_A_14776,Archaea,Euryarchaeota,Thermoplasmatales,Thermoplasmata
Sulfolobus acidocaldarius DSM 639,72,CRW_t_A_14863,Archaea,Crenarchaeota,Sulfolobales,Thermoprotei
Methanosarcina barkeri str. Fusaro,72,CRW_t_A_14876,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanosphaera stadtmanae DSM 3091,75,CRW_t_A_14877,Archaea,Euryarchaeota,Methanobacteriales,Methanobacteria
Methanospirillum hungatei JF-1,72,CRW_t_A_14925,Archaea,Euryarchaeota,Methanomicrobiales,Methanomicrobia
Methanococcoides burtonii DSM 6242,75,CRW_t_A_14941,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Hyperthermus butylicus DSM 5456,76,CRW_t_A_15016,Archaea,Crenarchaeota,Desulfurococcales,Thermoprotei
Natronomonas pharaonis DSM 2160,71,CRW_t_A_15082,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Haloferax volcanii,77,CRW_t_A_15349,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Halobacterium salinarum,76,CRW_t_A_15350,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Haloferax volcanii,76,CRW_t_A_15351,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Methanocaldococcus jannaschii,75,CRW_t_A_15352,Archaea,Euryarchaeota,Methanococcales,Methanococci
Methanocaldococcus jannaschii DSM 2661,72,CRW_t_A_15380,Archaea,Euryarchaeota,Methanococcales,Methanococci
Halobacterium salinarum,77,CRW_t_A_15415,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Archaeoglobus fulgidus DSM 4304,75,CRW_t_A_15683,Archaea,Euryarchaeota,Archaeoglobales,Archaeoglobi
Methanosarcina mazei Go1,77,CRW_t_A_15722,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanosarcina mazei Go1,74,CRW_t_A_15723,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Pyrobaculum aerophilum str. IM2,75,CRW_t_A_15740,Archaea,Crenarchaeota,Thermoproteales,Thermoprotei
Pyrococcus furiosus DSM 3638,78,CRW_t_A_15746,Archaea,Euryarchaeota,Thermococcales,Thermococci
Methanopyrus kandleri AV19,78,CRW_t_A_15748,Archaea,Euryarchaeota,Methanopyrales,Methanopyri
uncultured methanogenic archaeon,76,CRW_t_A_17130,Archaea,Euryarchaeota,,
uncultured methanogenic archaeon,76,CRW_t_A_17131,Archaea,Euryarchaeota,,
Haloquadratum walsbyi DSM 16790,77,CRW_t_A_17135,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Thermococcus kodakarensis KOD1,78,CRW_t_A_17243,Archaea,Euryarchaeota,Thermococcales,Thermococci
Haloarcula marismortui ATCC 43049,74,CRW_t_A_17656,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Pyrococcus horikoshii OT3,78,CRW_t_A_18676,Archaea,Euryarchaeota,Thermococcales,Thermococci
Sulfolobus acidocaldarius DSM 639,71,CRW_t_A_18869,Archaea,Crenarchaeota,Sulfolobales,Thermoprotei
Methanosarcina barkeri str. Fusaro,77,CRW_t_A_18900,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanosarcina barkeri str. Fusaro,77,CRW_t_A_18901,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanosphaera stadtmanae DSM 3091,75,CRW_t_A_18902,Archaea,Euryarchaeota,Methanobacteriales,Methanobacteria
Methanospirillum hungatei JF-1,74,CRW_t_A_18997,Archaea,Euryarchaeota,Methanomicrobiales,Methanomicrobia
Methanococcoides burtonii DSM 6242,74,CRW_t_A_19032,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Hyperthermus butylicus DSM 5456,77,CRW_t_A_19188,Archaea,Crenarchaeota,Desulfurococcales,Thermoprotei
Methanocorpusculum labreanum Z,74,CRW_t_A_19239,Archaea,Euryarchaeota,Methanomicrobiales,Methanomicrobia
Natronomonas pharaonis DSM 2160,75,CRW_t_A_19329,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Haloferax volcanii,77,CRW_t_A_19844,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Haloferax volcanii,78,CRW_t_A_19845,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Methanocaldococcus jannaschii,75,CRW_t_A_19852,Archaea,Euryarchaeota,Methanococcales,Methanococci
Haloferax volcanii,77,CRW_t_A_19860,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Archaeoglobus fulgidus DSM 4304,74,CRW_t_A_20252,Archaea,Euryarchaeota,Archaeoglobales,Archaeoglobi
Archaeoglobus fulgidus DSM 4304,74,CRW_t_A_20253,Archaea,Euryarchaeota,Archaeoglobales,Archaeoglobi
Methanosarcina mazei Go1,74,CRW_t_A_20296,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanosarcina mazei Go1,77,CRW_t_A_20297,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Pyrobaculum aerophilum str. IM2,74,CRW_t_A_20315,Archaea,Crenarchaeota,Thermoproteales,Thermoprotei
Pyrobaculum aerophilum str. IM2,78,CRW_t_A_20316,Archaea,Crenarchaeota,Thermoproteales,Thermoprotei
Pyrococcus furiosus DSM 3638,78,CRW_t_A_20325,Archaea,Euryarchaeota,Thermococcales,Thermococci
Pyrococcus furiosus DSM 3638,78,CRW_t_A_20326,Archaea,Euryarchaeota,Thermococcales,Thermococci
Methanopyrus kandleri AV19,78,CRW_t_A_20328,Archaea,Euryarchaeota,Methanopyrales,Methanopyri
Methanococcus maripaludis,74,CRW_t_A_20541,Archaea,Euryarchaeota,Methanococcales,Methanococci
Thermoplasma acidophilum,74,CRW_t_A_20608,Archaea,Euryarchaeota,Thermoplasmatales,Thermoplasmata
Thermoplasma acidophilum,74,CRW_t_A_20609,Archaea,Euryarchaeota,Thermoplasmatales,Thermoplasmata
uncultured methanogenic archaeon,77,CRW_t_A_20651,Archaea,Euryarchaeota,,
uncultured methanogenic archaeon,74,CRW_t_A_20652,Archaea,Euryarchaeota,,
Haloquadratum walsbyi DSM 16790,76,CRW_t_A_20655,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Haloquadratum walsbyi DSM 16790,76,CRW_t_A_20656,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Thermococcus kodakarensis KOD1,78,CRW_t_A_20718,Archaea,Euryarchaeota,Thermococcales,Thermococci
Thermococcus kodakarensis KOD1,78,CRW_t_A_20719,Archaea,Euryarchaeota,Thermococcales,Thermococci
Haloarcula marismortui ATCC 43049,74,CRW_t_A_20853,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Haloarcula marismortui ATCC 43049,74,CRW_t_A_20854,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Pyrococcus horikoshii OT3,78,CRW_t_A_20888,Archaea,Euryarchaeota,Thermococcales,Thermococci
Pyrococcus horikoshii OT3,78,CRW_t_A_20889,Archaea,Euryarchaeota,Thermococcales,Thermococci
Thermoplasma volcanium GSS1,74,CRW_t_A_20901,Archaea,Euryarchaeota,Thermoplasmatales,Thermoplasmata
Thermoplasma volcanium GSS1,74,CRW_t_A_20902,Archaea,Euryarchaeota,Thermoplasmatales,Thermoplasmata
Sulfolobus acidocaldarius DSM 639,73,CRW_t_A_21095,Archaea,Crenarchaeota,Sulfolobales,Thermoprotei
Sulfolobus acidocaldarius DSM 639,73,CRW_t_A_21096,Archaea,Crenarchaeota,Sulfolobales,Thermoprotei
Methanosarcina barkeri str. Fusaro,77,CRW_t_A_21123,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanosarcina barkeri str. Fusaro,74,CRW_t_A_21124,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanosphaera stadtmanae DSM 3091,74,CRW_t_A_21125,Archaea,Euryarchaeota,Methanobacteriales,Methanobacteria
Methanospirillum hungatei JF-1,74,CRW_t_A_21225,Archaea,Euryarchaeota,Methanomicrobiales,Methanomicrobia
Methanospirillum hungatei JF-1,73,CRW_t_A_21226,Archaea,Euryarchaeota,Methanomicrobiales,Methanomicrobia
Methanococcoides burtonii DSM 6242,74,CRW_t_A_21262,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanococcoides burtonii DSM 6242,77,CRW_t_A_21263,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Hyperthermus butylicus DSM 5456,77,CRW_t_A_21453,Archaea,Crenarchaeota,Desulfurococcales,Thermoprotei
Methanocorpusculum labreanum Z,74,CRW_t_A_21507,Archaea,Euryarchaeota,Methanomicrobiales,Methanomicrobia
Methanocorpusculum labreanum Z,74,CRW_t_A_21508,Archaea,Euryarchaeota,Methanomicrobiales,Methanomicrobia
Natronomonas pharaonis DSM 2160,74,CRW_t_A_21562,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Natronomonas pharaonis DSM 2160,74,CRW_t_A_21563,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Haloferax volcanii,77,CRW_t_A_21800,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Haloferax volcanii,77,CRW_t_A_21801,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Haloferax volcanii,77,CRW_t_A_21818,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Methanococcus maripaludis,74,CRW_t_A_21821,Archaea,Euryarchaeota,Methanococcales,Methanococci
Methanocaldococcus jannaschii DSM 2661,74,CRW_t_A_21841,Archaea,Euryarchaeota,Methanococcales,Methanococci
Methanococcus vannielii,74,CRW_t_A_21899,Archaea,Euryarchaeota,Methanococcales,Methanococci
Methanococcus vannielii,74,CRW_t_A_21900,Archaea,Euryarchaeota,Methanococcales,Methanococci
Halococcus morrhuae,74,CRW_t_A_21942,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Archaeoglobus fulgidus DSM 4304,75,CRW_t_A_22036,Archaea,Euryarchaeota,Archaeoglobales,Archaeoglobi
Archaeoglobus fulgidus DSM 4304,74,CRW_t_A_22037,Archaea,Euryarchaeota,Archaeoglobales,Archaeoglobi
Methanosarcina mazei Go1,75,CRW_t_A_22073,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanosarcina mazei Go1,75,CRW_t_A_22074,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanosarcina mazei Go1,75,CRW_t_A_22075,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Pyrococcus furiosus DSM 3638,78,CRW_t_A_22097,Archaea,Euryarchaeota,Thermococcales,Thermococci
Methanopyrus kandleri AV19,75,CRW_t_A_22098,Archaea,Euryarchaeota,Methanopyrales,Methanopyri
uncultured methanogenic archaeon,75,CRW_t_A_22508,Archaea,Euryarchaeota,,
Haloquadratum walsbyi DSM 16790,75,CRW_t_A_22512,Archaea,Euryarchaeota,Haloferacales,Halobacteria
Thermococcus kodakarensis KOD1,78,CRW_t_A_22585,Archaea,Euryarchaeota,Thermococcales,Thermococci
Haloarcula marismortui ATCC 43049,75,CRW_t_A_22658,Archaea,Euryarchaeota,Halobacteriales,Halobacteria
Pyrococcus horikoshii OT3,78,CRW_t_A_22678,Archaea,Euryarchaeota,Thermococcales,Thermococci
Thermoplasma volcanium GSS1,75,CRW_t_A_22697,Archaea,Euryarchaeota,Thermoplasmatales,Thermoplasmata
Thermoplasma volcanium GSS1,74,CRW_t_A_22698,Archaea,Euryarchaeota,Thermoplasmatales,Thermoplasmata
Sulfolobus acidocaldarius DSM 639,74,CRW_t_A_22927,Archaea,Crenarchaeota,Sulfolobales,Thermoprotei
Sulfolobus acidocaldarius DSM 639,73,CRW_t_A_22928,Archaea,Crenarchaeota,Sulfolobales,Thermoprotei
Methanosarcina barkeri str. Fusaro,75,CRW_t_A_22965,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanosarcina barkeri str. Fusaro,75,CRW_t_A_22966,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanosarcina barkeri str. Fusaro,75,CRW_t_A_22967,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanosarcina barkeri str. Fusaro,75,CRW_t_A_22968,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanosphaera stadtmanae DSM 3091,74,CRW_t_A_22969,Archaea,Euryarchaeota,Methanobacteriales,Methanobacteria
Methanospirillum hungatei JF-1,73,CRW_t_A_23096,Archaea,Euryarchaeota,Methanomicrobiales,Methanomicrobia
Methanococcoides burtonii DSM 6242,75,CRW_t_A_23139,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Methanococcoides burtonii DSM 6242,75,CRW_t_A_23140,Archaea,Euryarchaeota,Methanosarcinales,Methanomicrobia
Hyperthermus butylicus DSM 5456,77,CRW_t_A_23376,Archaea,Crenarchaeota,Desulfurococcales,Thermoprotei
Hyperthermus butylicus DSM 5456,80,CRW_t_A_23377,Archaea,Crenarchaeota,Desulfurococcales,Thermoprotei
Thermofilum pendens Hrk 5,79,CRW_t_A_23386,Archaea,Crenarchaeota,Thermoproteales,Thermoprotei
Methanocorpusculum labreanum Z,72,CRW_t_A_23435,Archaea,Euryarchaeota,Methanomicrobiales,Methanomicrobia
Methanocorpusculum labreanum Z,74,CRW_t_A_23436,Archaea,Euryarchaeota,Methanomicrobiales,Methanomicrobia
Methanocaldococcus jannaschii DSM 2661,75,CRW_t_A_23625,Archaea,Euryarchaeota,Methanococcales,Methanococci
Thermoplasma acidophilum,76,CRW_t_A_23626,Archaea,Euryarchaeota,Thermoplasmatales,Thermoplasmata
Thermofilum pendens,79,CRW_t_A_23627,Archaea,Crenarchaeota,Thermoproteales,Thermoprotei
Thermofilum pendens,74,CRW_t_A_23628,Archaea,Crenarchaeota,Thermoproteales,Thermoprotei
Thermofilum pendens,77,CRW_t_A_23629,Archaea,Crenarchaeota,Thermoproteales,Thermoprotei
Thermoplasma acidophilum,76,CRW_t_A_23687,Archaea,Euryarchaeota,Thermoplasmatales,Thermoplasmata
Thermoplasma acidophilum,77,CRW_t_A_23718,Archaea,Euryarchaeota,Thermoplasmatales,Thermoplasmata
Thermofilum pendens,79,CRW_t_A_23731,Archaea,Crenarchaeota,Thermoproteales,Thermoprotei
