Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.ENA.Classified,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.class,Taxonomy.ENA.order,Taxonomy.ENA.family,Taxonomy.ENA.genus,Taxonomy.ENA.species group,Taxonomy.ENA.tribe,Taxonomy.ENA.subclass,Taxonomy.ENA.no rank 0,Taxonomy.ENA.no rank 1,Taxonomy.ENA.suborder,Taxonomy.ENA.unknown 0,Taxonomy.ENA.species subgroup
Streptococcus agalactiae,AF291415,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_822,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus agalactiae CJB111,AF291416,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_823,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus agalactiae,AF291417,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_824,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus agalactiae,AF291418,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_825,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus agalactiae,AF291419,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_826,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Synechococcus rubescens,AF317076,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_842,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,,,,,,,
Alcanivorax venustensis,AF328763,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_846,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,,,,,,,,
Alcanivorax venustensis,AF328765,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_847,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,,,,,,,,
Alcanivorax jadensis,AF328767,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_848,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,,,,,,,,
Synechococcus sp. LBP1,AF330247,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_852,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,,,,,,,
uncultured Aquificales bacterium,AF352548,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_923,--,Yes,Bacteria,Aquificae,,Aquificales,,,,,,environmental samples,,,,
Legionella pneumophila,AF362959,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_926,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,,,,,,
Legionella pneumophila,AF362961,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_927,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,,,,,,
Legionella pneumophila,AF362963,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_928,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,,,,,,
Legionella pneumophila,AF362965,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_929,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,,,,,,
Legionella pneumophila,AF362967,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_930,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,,,,,,
Legionella pneumophila,AF362969,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_931,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,,,,,,
Legionella pneumophila,AF362971,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_932,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,,,,,,
Legionella pneumophila,AF362973,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_933,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,,,,,,
Legionella pneumophila,AF362975,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_934,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,,,,,,
Legionella pneumophila,AF362977,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_935,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,,,,,,
Legionella pneumophila,AF362979,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_936,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,,,,,,
Legionella pneumophila,AF362981,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_937,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,,,,,,
Legionella pneumophila,AF362983,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_938,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,,,,,,
Legionella pneumophila,AF362984,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_939,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,,,,,,
Legionella pneumophila,AF362985,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_940,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,,,,,,
Microcoleus vaginatus,AF363933,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_942,--,Yes,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,,,Oscillatoriophycideae,,,,,
Microcoleus vaginatus,AF363934,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_943,--,Yes,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,,,Oscillatoriophycideae,,,,,
Microcoleus vaginatus,AF363935,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_944,--,Yes,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,,,Oscillatoriophycideae,,,,,
Microcoleus vaginatus,AF363936,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_945,--,Yes,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,,,Oscillatoriophycideae,,,,,
Microcoleus vaginatus,AF363937,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_946,--,Yes,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,,,Oscillatoriophycideae,,,,,
Microcoleus vaginatus,AF363939,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_947,--,Yes,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,,,Oscillatoriophycideae,,,,,
Microcoleus vaginatus,AF363940,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_948,--,Yes,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,,,Oscillatoriophycideae,,,,,
Carnobacterium mobile,AF374291,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_954,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,,,,,,,,
Carnobacterium divergens,AF374293,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_955,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,,,,,,,,
Carnobacterium divergens,AF374294,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_956,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,,,,,,,,
Carnobacterium maltaromaticum,AF374296,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_957,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,,,,,,,,
Carnobacterium maltaromaticum,AF374297,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_958,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,,,,,,,,
Cyanobium sp. PCC 7001,AF387608,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_962,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Cyanobium,,,,,,,,
Cyanobium gracile PCC 6307,AF387610,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_963,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Cyanobium,,,,,,,,
Prochlorococcus marinus str. MIT 9515,AF397675,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_974,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Prochlorococcus marinus str. AS9601,AF397677,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_976,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Prochlorococcus marinus str. MIT 9215,AF397684,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_983,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Prochlorococcus marinus str. MIT 9301,AF397685,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_984,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Prochlorococcus marinus str. MIT 9312,AF397688,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_987,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Prochlorococcus marinus str. NATL1A,AF397694,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_993,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Prochlorococcus marinus str. NATL2A,AF397695,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_994,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Prochlorococcus marinus str. MIT 9211,AF397702,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1001,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Prochlorococcus marinus str. MIT 9303,AF397703,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1002,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Prochlorococcus marinus str. MIT 9313,AF397704,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1003,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Synechococcus sp. WH 8109,AF397710,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1009,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,,,,,,,
Synechococcus sp. WH 8103,AF397713,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1012,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,,,,,,,
Synechococcus sp. WH 8020,AF397719,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1017,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,,,,,,,
Synechococcus sp. WH 7805,AF397721,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1019,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,,,,,,,
Synechococcus sp. WH 8018,AF397724,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1021,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,,,,,,,
Synechococcus sp. WH 7803,AF397727,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1024,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,,,,,,,
Synechococcus sp. WH 5701,AF397729,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1026,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,,,,,,,
Cyanobium gracile PCC 6307,AF397730,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1027,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Cyanobium,,,,,,,,
Corynebacterium glutamicum,AF435074,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_1065,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
Corynebacterium glutamicum,AF435074,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_1066,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
uncultured cyanobacterium,AF547626,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1269,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547627,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1270,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547628,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1271,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547629,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1272,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547630,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1273,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547631,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1274,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547632,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1275,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547633,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1276,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547634,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1277,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547635,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1278,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547636,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1279,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547637,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1280,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547638,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1281,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547639,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1282,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547640,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1283,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547643,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1284,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547645,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1285,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547646,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1286,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547647,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1287,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547648,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1288,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
uncultured cyanobacterium,AF547649,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1289,--,Yes,Bacteria,Cyanobacteria,,,,,,,,environmental samples,,,,
cyanobacterium WH7B,AJ007374,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1297,--,Yes,Bacteria,Cyanobacteria,,,,,,,,,,,,
Arthrospira platensis,AJ292322,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1348,--,Yes,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Arthrospira,,,Oscillatoriophycideae,,,,,
Arthrospira sp. PCC 9108,AJ292329,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1355,--,Yes,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Arthrospira,,,Oscillatoriophycideae,,,,,
Arthrospira sp. PCC 9223,AJ292335,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1361,--,Yes,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Arthrospira,,,Oscillatoriophycideae,,,,,
Arthrospira platensis,AJ292337,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1363,--,Yes,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Arthrospira,,,Oscillatoriophycideae,,,,,
Thermotoga neapolitana,AJ872266,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1555,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,,,,,,,,
Thermotoga neapolitana,AJ872267,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1556,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,,,,,,,,
Thermotoga naphthophila,AJ872268,73,31,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1557,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,,,,,,,,
Thermotoga petrophila,AJ872269,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1559,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,,,,,,,,
Thermotoga sp. RQ7,AJ872270,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1560,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,,,,,,,,
Thermotoga sp. RQ7,AJ872270,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1561,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,,,,,,,,
Thermotoga sp. SG1,AJ872271,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1562,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,,,,,,,,
Thermotoga sp. SG1,AJ872271,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1563,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,,,,,,,,
Thermotoga sp. KOL6,AJ872272,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1564,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,,,,,,,,
Thermotoga sp. KOL6,AJ872272,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1565,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,,,,,,,,
Thermotoga sp. RQ2,AJ872273,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1566,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,,,,,,,,
uncultured beta proteobacterium,AJ937761,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1572,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,environmental samples,,,,
Staphylococcus aureus RF122,AJ938182,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1573,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Staphylococcus aureus RF122,AJ938182,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1574,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Staphylococcus aureus RF122,AJ938182,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1575,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Listeria monocytogenes,AL591980,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1603,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,,,,,,,
Listeria innocua,AL596170,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1607,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,,,,,,,
Lactobacillus plantarum WCFS1,AL935253,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1627,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,,,,,,
Lactobacillus plantarum WCFS1,AL935255,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1628,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,,,,,,
Lactobacillus plantarum WCFS1,AL935262,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1629,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,,,,,,
Bordetella avium 197N,AM167904,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1652,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,,,,,,,,
Bordetella avium 197N,AM167904,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1653,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,,,,,,,,
Bordetella avium 197N,AM167904,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1654,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,,,,,,,,
Bordetella avium 197N,AM167904,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1655,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,,,,,,,,
Bordetella avium 197N,AM167904,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1656,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,,,,,,,,
Bordetella avium 197N,AM167904,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1657,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,,,,,,,,
Persephonella hydrogeniphila,AM259508,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1676,--,Yes,Bacteria,Aquificae,,Aquificales,Hydrogenothermaceae,Persephonella,,,,,,,,
Persephonella sp. MAR10202,AM259510,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1678,--,Yes,Bacteria,Aquificae,,Aquificales,Hydrogenothermaceae,Persephonella,,,,,,,,
