Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.ENA.Classified,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.order,Taxonomy.ENA.genus,Taxonomy.ENA.class,Taxonomy.ENA.family,Taxonomy.ENA.no rank 0,Taxonomy.ENA.unknown 0,Taxonomy.ENA.tribe,Taxonomy.ENA.species group,Taxonomy.ENA.suborder,Taxonomy.ENA.subgenus,Taxonomy.ENA.subclass
Shewanella oneidensis MR-1,AE014299,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5974,--,Yes,Bacteria,Proteobacteria,Alteromonadales,Shewanella,Gammaproteobacteria,Shewanellaceae,,,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AE014613,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5975,--,Yes,Bacteria,Proteobacteria,,Salmonella,Gammaproteobacteria,Enterobacteriaceae,,Enterobacteriales,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AE014613,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5976,--,Yes,Bacteria,Proteobacteria,,Salmonella,Gammaproteobacteria,Enterobacteriaceae,,Enterobacteriales,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AE014613,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5977,--,Yes,Bacteria,Proteobacteria,,Salmonella,Gammaproteobacteria,Enterobacteriaceae,,Enterobacteriales,,,,,
Porphyromonas gingivalis W83,AE015924,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5979,--,Yes,Bacteria,Bacteroidetes,Bacteroidales,Porphyromonas,Bacteroidia,Porphyromonadaceae,,,,,,,
Porphyromonas gingivalis W83,AE015924,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5980,--,Yes,Bacteria,Bacteroidetes,Bacteroidales,Porphyromonas,Bacteroidia,Porphyromonadaceae,,,,,,,
Chromobacterium violaceum ATCC 12472,AE016825,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6004,--,Yes,Bacteria,Proteobacteria,Neisseriales,Chromobacterium,Betaproteobacteria,Chromobacteriaceae,,,,,,,
Chromobacterium violaceum ATCC 12472,AE016825,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6005,--,Yes,Bacteria,Proteobacteria,Neisseriales,Chromobacterium,Betaproteobacteria,Chromobacteriaceae,,,,,,,
Chromobacterium violaceum ATCC 12472,AE016825,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6006,--,Yes,Bacteria,Proteobacteria,Neisseriales,Chromobacterium,Betaproteobacteria,Chromobacteriaceae,,,,,,,
Chromobacterium violaceum ATCC 12472,AE016825,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6007,--,Yes,Bacteria,Proteobacteria,Neisseriales,Chromobacterium,Betaproteobacteria,Chromobacteriaceae,,,,,,,
Chromobacterium violaceum ATCC 12472,AE016825,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6008,--,Yes,Bacteria,Proteobacteria,Neisseriales,Chromobacterium,Betaproteobacteria,Chromobacteriaceae,,,,,,,
Chromobacterium violaceum ATCC 12472,AE016825,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6009,--,Yes,Bacteria,Proteobacteria,Neisseriales,Chromobacterium,Betaproteobacteria,Chromobacteriaceae,,,,,,,
Chromobacterium violaceum ATCC 12472,AE016825,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6010,--,Yes,Bacteria,Proteobacteria,Neisseriales,Chromobacterium,Betaproteobacteria,Chromobacteriaceae,,,,,,,
Coxiella burnetii RSA 493,AE016828,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6015,--,Yes,Bacteria,Proteobacteria,Legionellales,Coxiella,Gammaproteobacteria,Coxiellaceae,,,,,,,
Enterococcus faecalis V583,AE016830,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6017,--,Yes,Bacteria,Firmicutes,Lactobacillales,Enterococcus,Bacilli,Enterococcaceae,,,,,,,
Pseudomonas syringae pv. tomato str. DC3000,AE016853,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6019,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas syringae pv. tomato str. DC3000,AE016853,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6020,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas syringae pv. tomato str. DC3000,AE016853,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6021,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Yersinia pestis biovar Microtus str. 91001,AE017042,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6034,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Yersinia pestis biovar Microtus str. 91001,AE017042,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6035,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Yersinia pestis biovar Microtus str. 91001,AE017042,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6036,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Geobacter sulfurreducens PCA,AE017180,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6041,--,Yes,Bacteria,Proteobacteria,Desulfuromonadales,Geobacter,Deltaproteobacteria,Geobacteraceae,,,,,,,
Geobacter sulfurreducens PCA,AE017180,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6042,--,Yes,Bacteria,Proteobacteria,Desulfuromonadales,Geobacter,Deltaproteobacteria,Geobacteraceae,,,,,,,
Wolbachia endosymbiont of Drosophila melanogaster,AE017196,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6044,--,Yes,Bacteria,Proteobacteria,Rickettsiales,Wolbachia,Alphaproteobacteria,Anaplasmataceae,,,Wolbachieae,,,,
Rickettsia typhi str. Wilmington,AE017197,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6045,--,Yes,Bacteria,Proteobacteria,Rickettsiales,Rickettsia,Alphaproteobacteria,Rickettsiaceae,,,Rickettsieae,typhus group,,,
Mesoplasma florum L1,AE017263,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6068,--,Yes,Bacteria,Tenericutes,Entomoplasmatales,Mesoplasma,Mollicutes,Entomoplasmataceae,,,,,,,
Methylococcus capsulatus str. Bath,AE017282,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6069,--,Yes,Bacteria,Proteobacteria,Methylococcales,Methylococcus,Gammaproteobacteria,Methylococcaceae,,,,,,,
Mycoplasma mobile 163K,AE017308,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6073,--,Yes,Bacteria,Tenericutes,,Mycoplasma,Mollicutes,Mycoplasmataceae,,,,,,,
Bacillus subtilis,AF008220,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6096,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Vibrio parahaemolyticus,AF070945,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6105,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Renibacterium salmoninarum,AF242885,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6109,--,Yes,Bacteria,Actinobacteria,Micrococcales,Renibacterium,,Micrococcaceae,,,,,,,
Renibacterium salmoninarum,AF242886,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6110,--,Yes,Bacteria,Actinobacteria,Micrococcales,Renibacterium,,Micrococcaceae,,,,,,,
Renibacterium salmoninarum,AF242887,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6111,--,Yes,Bacteria,Actinobacteria,Micrococcales,Renibacterium,,Micrococcaceae,,,,,,,
Renibacterium salmoninarum,AF242888,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6112,--,Yes,Bacteria,Actinobacteria,Micrococcales,Renibacterium,,Micrococcaceae,,,,,,,
Escherichia coli,AJ316554,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6125,--,Yes,Bacteria,Proteobacteria,,Escherichia,Gammaproteobacteria,Enterobacteriaceae,,Enterobacteriales,,,,,
Francisella tularensis subsp. tularensis SCHU S4,AJ749949,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6138,--,Yes,Bacteria,Proteobacteria,Thiotrichales,Francisella,Gammaproteobacteria,Francisellaceae,,,,,,,
Mycobacterium leprae,AL583924,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6165,--,Yes,Bacteria,Actinobacteria,Corynebacteriales,Mycobacterium,,Mycobacteriaceae,,,,,,,
Yersinia pestis CO92,AL590842,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6168,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Yersinia pestis CO92,AL590842,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6169,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Yersinia pestis CO92,AL590842,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6170,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AL627266,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6179,--,Yes,Bacteria,Proteobacteria,,Salmonella,Gammaproteobacteria,Enterobacteriaceae,,Enterobacteriales,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AL627266,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6180,--,Yes,Bacteria,Proteobacteria,,Salmonella,Gammaproteobacteria,Enterobacteriaceae,,Enterobacteriales,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AL627279,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6181,--,Yes,Bacteria,Proteobacteria,,Salmonella,Gammaproteobacteria,Enterobacteriaceae,,Enterobacteriales,,,,,
Ralstonia solanacearum,AL646052,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6182,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Ralstonia,Betaproteobacteria,Burkholderiaceae,,,,,,,
Ralstonia solanacearum,AL646052,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6183,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Ralstonia,Betaproteobacteria,Burkholderiaceae,,,,,,,
Ralstonia solanacearum,AL646052,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6184,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Ralstonia,Betaproteobacteria,Burkholderiaceae,,,,,,,
Xanthomonas campestris pv. vesicatoria str. 85-10,AM039952,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6193,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Xanthomonas campestris pv. vesicatoria str. 85-10,AM039952,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6194,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Magnetospirillum gryphiswaldense,AM085146,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6197,--,Yes,Bacteria,Proteobacteria,Rhodospirillales,Magnetospirillum,Alphaproteobacteria,Rhodospirillaceae,,,,,,,
Francisella tularensis subsp. holarctica LVS,AM233362,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6209,--,Yes,Bacteria,Proteobacteria,Thiotrichales,Francisella,Gammaproteobacteria,Francisellaceae,,,,,,,
Rhizobium leguminosarum bv. viciae 3841,AM236080,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6210,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Rhizobium,Alphaproteobacteria,Rhizobiaceae,Rhizobium/Agrobacterium group,,,,,,
Rhizobium leguminosarum bv. viciae 3841,AM236080,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6211,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Rhizobium,Alphaproteobacteria,Rhizobiaceae,Rhizobium/Agrobacterium group,,,,,,
Helicobacter acinonychis str. Sheeba,AM260522,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6214,--,Yes,Bacteria,Proteobacteria,Campylobacterales,Helicobacter,Epsilonproteobacteria,Helicobacteraceae,,,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6220,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6221,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6222,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Alcanivorax borkumensis SK2,AM286690,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6223,--,Yes,Bacteria,Proteobacteria,Oceanospirillales,Alcanivorax,Gammaproteobacteria,Alcanivoracaceae,,,,,,,
Alcanivorax borkumensis SK2,AM286690,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6224,--,Yes,Bacteria,Proteobacteria,Oceanospirillales,Alcanivorax,Gammaproteobacteria,Alcanivoracaceae,,,,,,,
Azoarcus sp. BH72,AM406670,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6225,--,Yes,Bacteria,Proteobacteria,Rhodocyclales,Azoarcus,Betaproteobacteria,Zoogloeaceae,,,,,,,
Azoarcus sp. BH72,AM406670,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6226,--,Yes,Bacteria,Proteobacteria,Rhodocyclales,Azoarcus,Betaproteobacteria,Zoogloeaceae,,,,,,,
Bacillus clausii KSM-K16,AP006627,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6235,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus clausii KSM-K16,AP006627,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6236,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus clausii KSM-K16,AP006627,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6237,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacteroides fragilis YCH46,AP006841,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6251,--,Yes,Bacteria,Bacteroidetes,Bacteroidales,Bacteroides,Bacteroidia,Bacteroidaceae,,,,,,,
Bacteroides fragilis YCH46,AP006841,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6252,--,Yes,Bacteria,Bacteroidetes,Bacteroidales,Bacteroides,Bacteroidia,Bacteroidaceae,,,,,,,
Thermus thermophilus HB8,AP008226,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6288,--,Yes,Bacteria,Deinococcus-Thermus,Thermales,Thermus,Deinococci,Thermaceae,,,,,,,
Xanthomonas oryzae pv. oryzae MAFF 311018,AP008229,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6289,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Xanthomonas oryzae pv. oryzae MAFF 311018,AP008229,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6290,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Sodalis glossinidius str. 'morsitans',AP008232,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6294,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Sodalis,Gammaproteobacteria,Pectobacteriaceae,,,,,,,
Sodalis glossinidius str. 'morsitans',AP008232,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6295,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Sodalis,Gammaproteobacteria,Pectobacteriaceae,,,,,,,
Sodalis glossinidius str. 'morsitans',AP008232,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6296,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Sodalis,Gammaproteobacteria,Pectobacteriaceae,,,,,,,
Bifidobacterium adolescentis ATCC 15703,AP009256,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6305,--,Yes,Bacteria,Actinobacteria,Bifidobacteriales,Bifidobacterium,,Bifidobacteriaceae,,,,,,,
Bacillus halodurans C-125,BA000004,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_6449,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus halodurans C-125,BA000004,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_6450,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus halodurans C-125,BA000004,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_6451,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Oceanobacillus iheyensis HTE831,BA000028,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_6467,--,Yes,Bacteria,Firmicutes,Bacillales,Oceanobacillus,Bacilli,Bacillaceae,,,,,,,
Oceanobacillus iheyensis HTE831,BA000028,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_6468,--,Yes,Bacteria,Firmicutes,Bacillales,Oceanobacillus,Bacilli,Bacillaceae,,,,,,,
Oceanobacillus iheyensis HTE831,BA000028,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_6469,--,Yes,Bacteria,Firmicutes,Bacillales,Oceanobacillus,Bacilli,Bacillaceae,,,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_6472,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6473,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_6474,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_6475,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_6476,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_6477,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Corynebacterium efficiens YS-314,BA000035,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6485,--,Yes,Bacteria,Actinobacteria,Corynebacteriales,Corynebacterium,,Corynebacteriaceae,,,,,,,
Vibrio vulnificus YJ016,BA000037,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6488,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio vulnificus YJ016,BA000037,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6489,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio vulnificus YJ016,BA000037,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6490,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio vulnificus YJ016,BA000037,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6491,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio vulnificus YJ016,BA000037,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6492,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio vulnificus YJ016,BA000037,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6493,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Bacillus subtilis,D26185,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6497,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus subtilis,K00637,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6498,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus subtilis,L08236,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6499,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus subtilis,K01389,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6500,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus subtilis,K01390,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6501,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Nitrosomonas europaea ATCC 19718,BX321863,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6510,--,Yes,Bacteria,Proteobacteria,Nitrosomonadales,Nitrosomonas,Betaproteobacteria,Nitrosomonadaceae,,,,,,,
Burkholderia pseudomallei K96243,BX571965,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6523,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Burkholderia,Betaproteobacteria,Burkholderiaceae,,,,pseudomallei group,,,
Burkholderia pseudomallei K96243,BX571965,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6524,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Burkholderia,Betaproteobacteria,Burkholderiaceae,,,,pseudomallei group,,,
Burkholderia pseudomallei K96243,BX571965,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6525,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Burkholderia,Betaproteobacteria,Burkholderiaceae,,,,pseudomallei group,,,
Rhodopseudomonas palustris CGA009,BX572602,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6528,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Rhodopseudomonas,Alphaproteobacteria,Bradyrhizobiaceae,,,,,,,
Bordetella parapertussis,BX640426,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6530,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Bordetella,Betaproteobacteria,Alcaligenaceae,,,,,,,
Bordetella parapertussis,BX640426,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6531,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Bordetella,Betaproteobacteria,Alcaligenaceae,,,,,,,
Yersinia pseudotuberculosis IP 32953,BX936398,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6541,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
