Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.phylum,Taxonomy.SILVA.order,Taxonomy.SILVA.family,Taxonomy.SILVA.genus,Taxonomy.SILVA.class,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.no rank 0,Taxonomy.SILVA.unknown 4
Salmonella enterica subsp. enterica serovar Typhi,AE014613,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5975,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Gammaproteobacteria,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AE014613,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5976,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Gammaproteobacteria,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AE014613,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5977,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Gammaproteobacteria,,,,,
Porphyromonas gingivalis W83,AE015924,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5979,--,Yes,Bacteria,Bacteroidota,,Bacteroidales,Porphyromonadaceae,Porphyromonas,Bacteroidia,,,,,
Porphyromonas gingivalis W83,AE015924,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5980,--,Yes,Bacteria,Bacteroidota,,Bacteroidales,Porphyromonadaceae,Porphyromonas,Bacteroidia,,,,,
Chromobacterium violaceum ATCC 12472,AE016825,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6004,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Chromobacteriaceae,Chromobacterium,Gammaproteobacteria,,,,,
Chromobacterium violaceum ATCC 12472,AE016825,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6005,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Chromobacteriaceae,Chromobacterium,Gammaproteobacteria,,,,,
Chromobacterium violaceum ATCC 12472,AE016825,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6006,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Chromobacteriaceae,Chromobacterium,Gammaproteobacteria,,,,,
Chromobacterium violaceum ATCC 12472,AE016825,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6007,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Chromobacteriaceae,Chromobacterium,Gammaproteobacteria,,,,,
Chromobacterium violaceum ATCC 12472,AE016825,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6008,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Chromobacteriaceae,Chromobacterium,Gammaproteobacteria,,,,,
Chromobacterium violaceum ATCC 12472,AE016825,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6009,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Chromobacteriaceae,Chromobacterium,Gammaproteobacteria,,,,,
Chromobacterium violaceum ATCC 12472,AE016825,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6010,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Chromobacteriaceae,Chromobacterium,Gammaproteobacteria,,,,,
Coxiella burnetii RSA 493,AE016828,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6015,--,Yes,Bacteria,Coxiellales,Proteobacteria,,Coxiellaceae,Coxiella,Gammaproteobacteria,,,,,
Enterococcus faecalis V583,AE016830,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6017,--,Yes,Bacteria,,Firmicutes,Lactobacillales,Enterococcaceae,Enterococcus,Bacilli,,,,,
Pseudomonas syringae pv. tomato str. DC3000,AE016853,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6019,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas syringae pv. tomato str. DC3000,AE016853,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6020,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas syringae pv. tomato str. DC3000,AE016853,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6021,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Yersinia pestis biovar Microtus str. 91001,AE017042,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6034,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
Yersinia pestis biovar Microtus str. 91001,AE017042,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6035,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
Yersinia pestis biovar Microtus str. 91001,AE017042,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6036,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
Geobacter sulfurreducens PCA,AE017180,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6041,--,Yes,Bacteria,Desulfobacterota,,,Geobacteraceae,Geobacter,,Desulfuromonadia,Geobacterales,,,
Geobacter sulfurreducens PCA,AE017180,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6042,--,Yes,Bacteria,Desulfobacterota,,,Geobacteraceae,Geobacter,,Desulfuromonadia,Geobacterales,,,
Wolbachia endosymbiont of Drosophila melanogaster,AE017196,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6044,--,Yes,Bacteria,,Proteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Alphaproteobacteria,,,,,
Rickettsia typhi str. Wilmington,AE017197,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6045,--,Yes,Bacteria,,Proteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Alphaproteobacteria,,,,,
Mesoplasma florum L1,AE017263,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6068,--,Yes,Bacteria,,Firmicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,Bacilli,,,,,
Methylococcus capsulatus str. Bath,AE017282,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6069,--,Yes,Bacteria,,Proteobacteria,Methylococcales,Methylococcaceae,Methylococcus,Gammaproteobacteria,,,,,
Mycoplasma mobile 163K,AE017308,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6073,--,Yes,Bacteria,,Firmicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Bacilli,,,,,
Bacillus subtilis,AF008220,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6096,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Vibrio parahaemolyticus,AF070945,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6105,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Gammaproteobacteria,,,,,
Renibacterium salmoninarum,AF242885,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6109,--,Yes,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Renibacterium,,,,,,
Renibacterium salmoninarum,AF242886,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6110,--,Yes,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Renibacterium,,,,,,
Renibacterium salmoninarum,AF242887,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6111,--,Yes,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Renibacterium,,,,,,
Renibacterium salmoninarum,AF242888,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6112,--,Yes,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Renibacterium,,,,,,
Escherichia coli,AJ316554,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6125,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Francisella tularensis subsp. tularensis SCHU S4,AJ749949,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6138,--,Yes,Bacteria,Francisellales,Proteobacteria,,Francisellaceae,Francisella,Gammaproteobacteria,,,,,
Mycobacterium leprae,AL583924,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6165,--,Yes,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,,,
Yersinia pestis CO92,AL590842,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6168,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
Yersinia pestis CO92,AL590842,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6169,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
Yersinia pestis CO92,AL590842,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6170,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AL627266,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6179,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Gammaproteobacteria,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AL627266,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6180,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Gammaproteobacteria,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AL627279,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6181,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Gammaproteobacteria,,,,,
Ralstonia solanacearum,AL646052,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6182,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Gammaproteobacteria,,,,,
Ralstonia solanacearum,AL646052,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6183,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Gammaproteobacteria,,,,,
Ralstonia solanacearum,AL646052,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6184,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Gammaproteobacteria,,,,,
Xanthomonas campestris pv. vesicatoria str. 85-10,AM039952,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6193,--,Yes,Bacteria,,Proteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Gammaproteobacteria,,,,,
Xanthomonas campestris pv. vesicatoria str. 85-10,AM039952,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6194,--,Yes,Bacteria,,Proteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Gammaproteobacteria,,,,,
Magnetospirillum gryphiswaldense,AM085146,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6197,--,Yes,Bacteria,Magnetospirillaceae,Proteobacteria,Rhodospirillales,,Magnetospirillum,Alphaproteobacteria,,,,,
Francisella tularensis subsp. holarctica LVS,AM233362,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6209,--,Yes,Bacteria,Francisellales,Proteobacteria,,Francisellaceae,Francisella,Gammaproteobacteria,,,,,
Rhizobium leguminosarum bv. viciae 3841,AM236080,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6210,--,Yes,Bacteria,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Proteobacteria,Rhizobiales,Rhizobiaceae,,Alphaproteobacteria,,,,,
Rhizobium leguminosarum bv. viciae 3841,AM236080,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6211,--,Yes,Bacteria,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Proteobacteria,Rhizobiales,Rhizobiaceae,,Alphaproteobacteria,,,,,
Helicobacter acinonychis str. Sheeba,AM260522,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6214,--,Yes,Bacteria,Campylobacterota,,Campylobacterales,Helicobacteraceae,Helicobacter,,Campylobacteria,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6220,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6221,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6222,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
Alcanivorax borkumensis SK2,AM286690,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6223,--,Yes,Bacteria,Alcanivoracaceae1,Proteobacteria,Pseudomonadales,,Alcanivorax,Gammaproteobacteria,,,,,
Alcanivorax borkumensis SK2,AM286690,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6224,--,Yes,Bacteria,Alcanivoracaceae1,Proteobacteria,Pseudomonadales,,Alcanivorax,Gammaproteobacteria,,,,,
Azoarcus sp. BH72,AM406670,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6225,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Rhodocyclaceae,Azoarcus,Gammaproteobacteria,,,,,
Azoarcus sp. BH72,AM406670,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6226,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Rhodocyclaceae,Azoarcus,Gammaproteobacteria,,,,,
Bacillus clausii KSM-K16,AP006627,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6235,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus clausii KSM-K16,AP006627,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6236,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus clausii KSM-K16,AP006627,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6237,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacteroides fragilis YCH46,AP006841,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6251,--,Yes,Bacteria,Bacteroidota,,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidia,,,,,
Bacteroides fragilis YCH46,AP006841,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6252,--,Yes,Bacteria,Bacteroidota,,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidia,,,,,
Thermus thermophilus HB8,AP008226,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6288,--,Yes,Bacteria,Deinococcota,,Thermales,Thermaceae,Thermus,Deinococci,,,,,
Xanthomonas oryzae pv. oryzae MAFF 311018,AP008229,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6289,--,Yes,Bacteria,,Proteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Gammaproteobacteria,,,,,
Xanthomonas oryzae pv. oryzae MAFF 311018,AP008229,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6290,--,Yes,Bacteria,,Proteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Gammaproteobacteria,,,,,
Sodalis glossinidius str. 'morsitans',AP008232,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6294,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,Gammaproteobacteria,,,,,
Sodalis glossinidius str. 'morsitans',AP008232,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6295,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,Gammaproteobacteria,,,,,
Sodalis glossinidius str. 'morsitans',AP008232,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6296,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,Gammaproteobacteria,,,,,
Bifidobacterium adolescentis ATCC 15703,AP009256,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6305,--,Yes,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,,,,
Bacillus halodurans C-125,BA000004,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_6449,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus halodurans C-125,BA000004,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_6450,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus halodurans C-125,BA000004,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_6451,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Oceanobacillus iheyensis HTE831,BA000028,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_6467,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Oceanobacillus,Bacilli,,,,,
Oceanobacillus iheyensis HTE831,BA000028,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_6468,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Oceanobacillus,Bacilli,,,,,
Oceanobacillus iheyensis HTE831,BA000028,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_6469,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Oceanobacillus,Bacilli,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_6472,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Gammaproteobacteria,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6473,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Gammaproteobacteria,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_6474,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Gammaproteobacteria,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_6475,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Gammaproteobacteria,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_6476,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Gammaproteobacteria,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_6477,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Gammaproteobacteria,,,,,
Corynebacterium efficiens YS-314,BA000035,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6485,--,Yes,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,
Vibrio vulnificus YJ016,BA000037,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6488,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Gammaproteobacteria,,,,,
Vibrio vulnificus YJ016,BA000037,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6489,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Gammaproteobacteria,,,,,
Vibrio vulnificus YJ016,BA000037,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6490,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Gammaproteobacteria,,,,,
Vibrio vulnificus YJ016,BA000037,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6491,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Gammaproteobacteria,,,,,
Vibrio vulnificus YJ016,BA000037,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6492,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Gammaproteobacteria,,,,,
Vibrio vulnificus YJ016,BA000037,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6493,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Gammaproteobacteria,,,,,
Bacillus subtilis,D26185,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6497,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus subtilis,K00637,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6498,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus subtilis,L08236,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6499,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus subtilis,K01389,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6500,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus subtilis,K01390,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6501,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Nitrosomonas europaea ATCC 19718,BX321863,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6510,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,Gammaproteobacteria,,,,,
Burkholderia pseudomallei K96243,BX571965,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6523,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Burkholderia pseudomallei K96243,BX571965,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6524,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Burkholderia pseudomallei K96243,BX571965,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6525,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Rhodopseudomonas palustris CGA009,BX572602,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6528,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,Alphaproteobacteria,,,,,
Bordetella parapertussis,BX640426,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6530,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Gammaproteobacteria,,,,,
Bordetella parapertussis,BX640426,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6531,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Gammaproteobacteria,,,,,
Yersinia pseudotuberculosis IP 32953,BX936398,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6541,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
Yersinia pseudotuberculosis IP 32953,BX936398,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6542,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
