Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.family,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.genus,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.no rank 0
Microcoleus vaginatus,AF236654,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_806,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Cyanobacteriales,,Phormidiaceae,Tychonema CCAP 1459-11B,
Microcoleus vaginatus,AF236656,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_807,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Cyanobacteriales,,Phormidiaceae,Tychonema CCAP 1459-11B,
Xylella fastidiosa,AF272834,72,30,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_812,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,,Xanthomonadaceae,,Xylella,,,
Lactococcus raffinolactis,AF284219,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_814,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Lactococcus,,,
Streptococcus parauberis,AF284577,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_816,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae,AF291411,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_818,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae 18RS21,AF291413,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_820,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae,AF291414,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_821,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae,AF291415,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_822,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae CJB111,AF291416,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_823,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae,AF291417,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_824,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae,AF291418,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_825,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae,AF291419,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_826,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Synechococcus rubescens,AF317076,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_842,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Cyanobium PCC-6307,,
Alcanivorax venustensis,AF328763,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_846,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae1,,,Alcanivorax,,,
Alcanivorax venustensis,AF328765,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_847,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae1,,,Alcanivorax,,,
Alcanivorax jadensis,AF328767,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_848,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae1,,,Alcanivorax,,,
Synechococcus sp. LBP1,AF330247,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_852,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Cyanobium PCC-6307,,
uncultured Aquificales bacterium,AF352548,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_923,--,Yes,Bacteria,Aquificae,,,Aquificota,Hydrogenothermaceae,Hydrogenothermales,Sulfurihydrogenibium,,,
Legionella pneumophila,AF362959,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_926,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,Legionellaceae,,Legionella,,,
Legionella pneumophila,AF362961,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_927,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,Legionellaceae,,Legionella,,,
Legionella pneumophila,AF362963,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_928,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,Legionellaceae,,Legionella,,,
Legionella pneumophila,AF362965,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_929,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,Legionellaceae,,Legionella,,,
Legionella pneumophila,AF362967,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_930,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,Legionellaceae,,Legionella,,,
Legionella pneumophila,AF362969,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_931,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,Legionellaceae,,Legionella,,,
Legionella pneumophila,AF362971,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_932,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,Legionellaceae,,Legionella,,,
Legionella pneumophila,AF362973,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_933,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,Legionellaceae,,Legionella,,,
Legionella pneumophila,AF362975,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_934,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,Legionellaceae,,Legionella,,,
Legionella pneumophila,AF362977,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_935,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,Legionellaceae,,Legionella,,,
Legionella pneumophila,AF362979,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_936,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,Legionellaceae,,Legionella,,,
Legionella pneumophila,AF362981,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_937,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,Legionellaceae,,Legionella,,,
Legionella pneumophila,AF362983,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_938,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,Legionellaceae,,Legionella,,,
Legionella pneumophila,AF362984,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_939,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,Legionellaceae,,Legionella,,,
Legionella pneumophila,AF362985,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_940,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,Legionellaceae,,Legionella,,,
Microcoleus vaginatus,AF363933,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_942,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Cyanobacteriales,,Phormidiaceae,Tychonema CCAP 1459-11B,
Microcoleus vaginatus,AF363934,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_943,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Cyanobacteriales,,Phormidiaceae,Tychonema CCAP 1459-11B,
Microcoleus vaginatus,AF363935,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_944,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Cyanobacteriales,,Phormidiaceae,Tychonema CCAP 1459-11B,
Microcoleus vaginatus,AF363936,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_945,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Cyanobacteriales,,Phormidiaceae,Tychonema CCAP 1459-11B,
Microcoleus vaginatus,AF363937,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_946,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Cyanobacteriales,,Phormidiaceae,Tychonema CCAP 1459-11B,
Microcoleus vaginatus,AF363939,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_947,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Cyanobacteriales,,Phormidiaceae,Tychonema CCAP 1459-11B,
Microcoleus vaginatus,AF363940,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_948,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Cyanobacteriales,,Phormidiaceae,Tychonema CCAP 1459-11B,
Carnobacterium mobile,AF374291,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_954,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Carnobacteriaceae,,Carnobacterium,,,
Carnobacterium divergens,AF374293,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_955,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Carnobacteriaceae,,Carnobacterium,,,
Carnobacterium divergens,AF374294,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_956,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Carnobacteriaceae,,Carnobacterium,,,
Carnobacterium maltaromaticum,AF374296,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_957,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Carnobacteriaceae,,Carnobacterium,,,
Carnobacterium maltaromaticum,AF374297,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_958,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Carnobacteriaceae,,Carnobacterium,,,
Cyanobium sp. PCC 7001,AF387608,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_962,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Cyanobium PCC-6307,,
Cyanobium gracile PCC 6307,AF387610,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_963,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Cyanobium PCC-6307,,
Anthoceros punctatus,AF393576,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_964,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Chara sp. CL-2002-2,AF393586,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_965,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Pyramimonas parkeae,AF393608,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_969,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,,,,
Prochlorococcus marinus str. MIT 9515,AF397675,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_974,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Prochlorococcus marinus str. AS9601,AF397677,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_976,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Prochlorococcus marinus str. MIT 9215,AF397684,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_983,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Prochlorococcus marinus str. MIT 9301,AF397685,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_984,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Prochlorococcus marinus str. MIT 9312,AF397688,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_987,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Prochlorococcus marinus str. NATL1A,AF397694,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_993,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Prochlorococcus marinus str. NATL2A,AF397695,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_994,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Prochlorococcus marinus str. MIT 9211,AF397702,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1001,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Prochlorococcus marinus str. MIT 9303,AF397703,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1002,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Prochlorococcus marinus str. MIT 9313,AF397704,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1003,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Synechococcus sp. WH 8109,AF397710,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1009,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Synechococcus CC9902,,
Synechococcus sp. WH 8103,AF397713,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1012,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Synechococcus CC9902,,
Synechococcus sp. WH 8020,AF397719,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1017,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Synechococcus CC9902,,
Synechococcus sp. WH 7805,AF397721,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1019,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Synechococcus CC9902,,
Synechococcus sp. WH 8018,AF397724,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1021,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Synechococcus CC9902,,
Synechococcus sp. WH 7803,AF397727,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1024,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Synechococcus CC9902,,
Synechococcus sp. WH 5701,AF397729,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1026,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Cyanobium PCC-6307,,
Cyanobium gracile PCC 6307,AF397730,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1027,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Cyanobium PCC-6307,,
Corynebacterium glutamicum,AF435074,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_1065,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Actinobacteriota,Corynebacteriaceae,,Corynebacterium,,,
Corynebacterium glutamicum,AF435074,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_1066,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Actinobacteriota,Corynebacteriaceae,,Corynebacterium,,,
Klebsormidium nitens,AF482502,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1103,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Chaetosphaeridium globosum,AF494278,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1105,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,Comamonadaceae,,Rhizobacter,,,
uncultured cyanobacterium,AF547626,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1269,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547627,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1270,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547628,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1271,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547629,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1272,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547630,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1273,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547631,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_1274,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547632,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1275,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547633,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1276,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547634,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1277,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547635,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1278,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547636,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1279,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547637,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1280,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547638,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1281,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547639,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1282,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547640,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1283,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547643,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1284,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547645,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1285,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547646,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1286,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547647,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1287,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547648,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1288,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
uncultured cyanobacterium,AF547649,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1289,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
cyanobacterium WH7B,AJ007374,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1297,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Oxyphotobacteria Incertae Sedis,,Unknown Family,uncultured,
Oenothera elata subsp. hookeri,AJ271079,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1338,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Oenothera elata subsp. hookeri,AJ271079,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1339,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Arthrospira platensis,AJ292322,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1348,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Cyanobacteriales,,Phormidiaceae,Arthrospira PCC-7345,
Arthrospira sp. PCC 9108,AJ292329,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1355,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Cyanobacteriales,,Phormidiaceae,Arthrospira PCC-7345,
Arthrospira sp. PCC 9223,AJ292335,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1361,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Cyanobacteriales,,Phormidiaceae,Arthrospira PCC-7345,
Arthrospira platensis,AJ292337,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1363,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Cyanobacteriales,,Phormidiaceae,Arthrospira PCC-7345,
Euglena longa,AJ294725,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1370,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Calycanthus floridus var. glaucus,AJ428413,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1411,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Calycanthus floridus var. glaucus,AJ428413,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1412,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Nymphaea alba,AJ627251,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1480,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Nymphaea alba,AJ627251,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1481,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Thermotoga neapolitana,AJ872266,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1555,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogota,Thermotogaceae,,Thermotoga,,,
Thermotoga neapolitana,AJ872267,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1556,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogota,Thermotogaceae,,Thermotoga,,,
Thermotoga naphthophila,AJ872268,73,31,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1557,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogota,Thermotogaceae,,Thermotoga,,,
Thermotoga petrophila,AJ872269,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1559,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogota,Thermotogaceae,,Thermotoga,,,
Thermotoga sp. RQ7,AJ872270,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1560,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogota,Thermotogaceae,,Thermotoga,,,
Thermotoga sp. RQ7,AJ872270,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1561,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogota,Thermotogaceae,,Thermotoga,,,
