Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order,Taxonomy.SILVA.family,Taxonomy.SILVA.genus,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.unknown 2
uncultured Thiotrichales bacterium,AY934273,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18518,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934274,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18519,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Chromatiales bacterium,AY934275,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18520,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934276,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18521,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934277,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18522,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934278,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18523,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Thiotrichales bacterium,AY934279,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18524,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934280,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18525,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured gamma proteobacterium,AY934281,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18526,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Thiotrichales bacterium,AY934282,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18527,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934284,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18528,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934285,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18529,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured gamma proteobacterium,AY934289,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18533,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934290,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18534,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934291,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18535,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934324,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18557,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Alteromonadaceae bacterium,AY934329,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18558,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,,,
uncultured gamma proteobacterium,AY934343,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18567,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934346,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18569,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934347,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18570,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Marinobacter sp.,AY934349,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18572,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Marinobacter,Marinobacteraceae,,
uncultured gamma proteobacterium,AY934350,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18573,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Marinobacter sp.,AY934351,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18574,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Marinobacter,Marinobacteraceae,,
uncultured Marinobacter sp.,AY934352,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18575,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Marinobacter,Marinobacteraceae,,
uncultured Marinobacter sp.,AY934353,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18576,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Marinobacter,Marinobacteraceae,,
uncultured gamma proteobacterium,AY934354,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18577,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Shewanellaceae bacterium,AY934355,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18578,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,
uncultured Marinobacter sp.,AY934356,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18579,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Marinobacter,Marinobacteraceae,,
uncultured Marinobacter sp.,AY934358,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18581,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Marinobacter,Marinobacteraceae,,
uncultured gamma proteobacterium,AY934359,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18582,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Marinobacter sp.,AY934360,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18583,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Marinobacter,Marinobacteraceae,,
uncultured Alteromonadaceae bacterium,AY934361,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18584,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,,,
uncultured gamma proteobacterium,AY934363,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18586,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Pseudoalteromonas sp.,AY934367,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18590,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,
uncultured Pseudoalteromonas sp.,AY934368,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18591,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,
uncultured Thiotrichales bacterium,AY934369,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18592,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934370,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18593,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured gamma proteobacterium,AY934371,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18594,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934372,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18595,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Chromatiales bacterium,AY934374,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18597,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934375,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18598,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Pseudoalteromonas sp.,AY934376,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18599,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,
uncultured Thiotrichales bacterium,AY934377,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18600,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Chromatiales bacterium,AY934378,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18601,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured gamma proteobacterium,AY934379,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18602,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Thiotrichales bacterium,AY934380,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18603,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured gamma proteobacterium,AY934381,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18604,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Alteromonadaceae bacterium,AY934382,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18605,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,,,
uncultured gamma proteobacterium,AY934383,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18606,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Pseudoalteromonas sp.,AY934384,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18607,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,
uncultured Pseudoalteromonas sp.,AY934385,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18608,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,
uncultured Alteromonadaceae bacterium,AY934386,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18609,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,,,
uncultured gamma proteobacterium,AY934387,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18610,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Thiotrichales bacterium,AY934388,78,36,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18611,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured gamma proteobacterium,AY934391,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18614,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Shewanellaceae bacterium,AY934392,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18615,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,
uncultured Alteromonadales bacterium,AY934393,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18616,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,,,
uncultured gamma proteobacterium,AY934394,78,36,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18617,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Shewanellaceae bacterium,AY934396,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18618,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,
uncultured Pseudoalteromonas sp.,AY934397,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18619,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,
uncultured Pseudoalteromonas sp.,AY934398,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18620,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,
uncultured gamma proteobacterium,AY934399,78,36,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18621,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Chromatiales bacterium,AY934400,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18622,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Pseudoalteromonas sp.,AY934401,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18623,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,
uncultured Pseudoalteromonas sp.,AY934402,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18624,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,
uncultured gamma proteobacterium,AY934403,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18625,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Shewanellaceae bacterium,AY934404,77,39,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18626,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,
uncultured Pseudoalteromonas sp.,AY934405,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18627,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,
uncultured gamma proteobacterium,AY934407,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18629,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934408,78,36,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18630,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Alteromonadaceae bacterium,AY934409,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18631,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,,,
uncultured gamma proteobacterium,AY934410,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18632,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934411,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18633,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934412,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18634,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934414,78,36,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18635,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934415,78,36,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18636,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934416,78,36,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18637,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Chromatiales bacterium,AY934417,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18638,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured gamma proteobacterium,AY934418,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18639,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934419,77,39,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18640,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Shewanellaceae bacterium,AY934420,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18641,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,
uncultured Pseudoalteromonas sp.,AY934421,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18642,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,
uncultured Pseudoalteromonas sp.,AY934422,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18643,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,
uncultured gamma proteobacterium,AY934423,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18644,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934425,78,36,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18645,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
Geobacillus kaustophilus HTA426,BA000043,77,41,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18721,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,,,
Candidatus Phytoplasma solani,DQ464999,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19717,--,Yes,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,,,
Candidatus Liberibacter asiaticus,U61359,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19885,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,Candidatus Liberibacter,,
Candidatus Phytoplasma aurantifolia,U15442,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19894,--,Yes,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,,,
Pseudomonas aeruginosa,L28148,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19912,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Pseudomonas aeruginosa,L28149,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19913,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Pseudomonas aeruginosa,L28150,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19914,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Pseudomonas mendocina,L28159,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19920,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Pseudomonas mendocina,L28160,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19921,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Pseudomonas mendocina,L28161,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19922,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Pseudomonas mendocina,L28162,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19923,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Coxiella burnetii,X78986,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20046,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Coxiellaceae,Coxiella,Coxiellales,,
Pseudomonas aeruginosa PAO1,AE004091,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20273,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Geobacillus kaustophilus HTA426,BA000043,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20948,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,,,
Moorella thermoacetica ATCC 39073,CP000232,76,34,42,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_21177,--,Yes,Bacteria,Firmicutes,,,,Moorella,Moorellia,Moorellales,Moorellaceae
Xylella fastidiosa 9a5c,AE003849,77,39,38,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_22048,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,,,
Pseudomonas aeruginosa PAO1,AE004091,77,39,38,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_22050,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Xylella fastidiosa Temecula1,AE009442,77,39,38,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_22084,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,,,
Porphyromonas gingivalis W83,AE015924,77,37,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22162,--,Yes,Bacteria,,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Bacteroidota,,
Pseudomonas syringae pv. tomato str. DC3000,AE016853,77,39,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22206,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22281,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,
