Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order,Taxonomy.SILVA.family,Taxonomy.SILVA.genus,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.unknown 4,Taxonomy.SILVA.no rank 0
uncultured Bacteroidetes bacterium,AY933620,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2477,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,,,,
uncultured gamma proteobacterium,AY934054,74,38,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2675,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,,,,
uncultured Marinobacter sp.,AY934305,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2868,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Marinobacter,Marinobacteraceae,,,,,
uncultured Marinobacter sp.,AY934307,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2870,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Marinobacter,Marinobacteraceae,,,,,
uncultured Marinobacter sp.,AY934309,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2872,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Marinobacter,Marinobacteraceae,,,,,
uncultured Marinobacter sp.,AY934311,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2874,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Marinobacter,Marinobacteraceae,,,,,
uncultured Marinobacter sp.,AY934315,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2877,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Marinobacter,Marinobacteraceae,,,,,
uncultured Marinobacter sp.,AY934317,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2878,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Marinobacter,Marinobacteraceae,,,,,
uncultured Marinobacter sp.,AY934327,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2886,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Marinobacter,Marinobacteraceae,,,,,
uncultured gamma proteobacterium,AY934328,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2887,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,,,,
uncultured Alteromonadaceae bacterium,AY934329,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2888,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,,,,,,
uncultured gamma proteobacterium,AY934339,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2896,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,,,,
uncultured gamma proteobacterium,AY934346,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2901,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,,,,
uncultured gamma proteobacterium,AY934347,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2902,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,,,,
uncultured Marinobacter sp.,AY934351,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2906,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Marinobacter,Marinobacteraceae,,,,,
uncultured Alteromonadales bacterium,AY934357,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2910,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,,,,,,
uncultured Marinobacter sp.,AY934360,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2913,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Marinobacter,Marinobacteraceae,,,,,
uncultured Pseudoalteromonas sp.,AY934368,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2918,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,,
uncultured gamma proteobacterium,AY934371,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2921,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,,,,
uncultured gamma proteobacterium,AY934372,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2922,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,,,,
uncultured Pseudoalteromonas sp.,AY934376,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2926,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,,
uncultured gamma proteobacterium,AY934379,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2929,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,,,,
uncultured gamma proteobacterium,AY934381,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2931,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,,,,
uncultured Alteromonadaceae bacterium,AY934382,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2932,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,,,,,,
uncultured gamma proteobacterium,AY934383,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2933,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,,,,
uncultured Alteromonadaceae bacterium,AY934386,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2935,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,,,,,,
uncultured gamma proteobacterium,AY934387,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2936,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,,,,
uncultured gamma proteobacterium,AY934391,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2939,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,,,,
uncultured Pseudoalteromonas sp.,AY934397,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2942,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,,
uncultured Pseudoalteromonas sp.,AY934398,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2943,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,,
uncultured Pseudoalteromonas sp.,AY934401,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2946,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,,
uncultured gamma proteobacterium,AY934403,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2948,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,,,,
uncultured gamma proteobacterium,AY934407,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2950,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,,,,
uncultured Alteromonadaceae bacterium,AY934409,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2952,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,,,,,,
uncultured gamma proteobacterium,AY934410,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2953,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,,,,
uncultured gamma proteobacterium,AY934411,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2954,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,,,,
uncultured gamma proteobacterium,AY934412,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2955,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,,,,
uncultured gamma proteobacterium,AY934419,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2961,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,,,,
uncultured Pseudoalteromonas sp.,AY934421,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2963,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,,
uncultured Pseudoalteromonas sp.,AY934422,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2964,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,,
uncultured gamma proteobacterium,AY934423,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2965,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,,,,
Geobacillus kaustophilus HTA426,BA000043,75,33,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3062,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,,,,,,
Bacillus subtilis,D26185,75,33,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3066,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Caulobacter vibrioides,L00194,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3169,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,,,,,,
Rickettsia felis URRWXCal2,CP000053,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3252,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,,,,,,
Rickettsia bellii RML369-C,CP000087,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3308,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,,,,,,
Carboxydothermus hydrogenoformans Z-2901,CP000141,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3399,--,Yes,Bacteria,Firmicutes,,,,Carboxydothermus,Desulfotomaculia,Carboxydothermales,Carboxydothermaceae,,,
Bacteroides fragilis NCTC 9343,CR626927,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3892,--,Yes,Bacteria,,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidota,,,,,
Bacteroides fragilis NCTC 9343,CR626927,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3893,--,Yes,Bacteria,,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidota,,,,,
Bacteroides fragilis NCTC 9343,CR626927,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3894,--,Yes,Bacteria,,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidota,,,,,
Bacteroides fragilis NCTC 9343,CR626927,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3895,--,Yes,Bacteria,,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidota,,,,,
Bacteroides fragilis NCTC 9343,CR626927,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3896,--,Yes,Bacteria,,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidota,,,,,
Bacteroides fragilis NCTC 9343,CR626927,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3897,--,Yes,Bacteria,,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidota,,,,,
Frankia alni ACN14a,CT573213,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3925,--,Yes,Bacteria,Actinobacteria,,Frankiales,Frankiaceae,Frankia,Actinobacteriota,,,,,
uncultured bacterium,DQ010158,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3971,--,Yes,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,uncultured,,,,,
uncultured cyanobacterium,DQ181760,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4037,--,Yes,Bacteria,Cyanobacteria,,,,,Cyanobacteriia,Chloroplast,,,,
uncultured Synechococcus sp.,DQ351321,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4157,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,,,Cyanobacteriia,Cyanobiaceae,Synechococcus CC9902,,,
uncultured Synechococcus sp.,DQ351333,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4169,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,,,Cyanobacteriia,Cyanobiaceae,Synechococcus CC9902,,,
Pseudomonas stutzeri,DQ864980,75,33,42,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_4285,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,
Burkholderia gladioli,L28156,74,32,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4397,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Burkholderia gladioli,L28157,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4398,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Burkholderia mallei,L28158,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4399,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Burkholderia pseudomallei,L28164,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4403,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Burkholderia pseudomallei,L28165,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4404,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Staphylococcus aureus,U11784,75,33,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4413,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcaceae,Staphylococcus,Staphylococcales,,,,,
Staphylococcus aureus,U11786,75,33,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4414,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcaceae,Staphylococcus,Staphylococcales,,,,,
Bordetella sp.,X73846,75,33,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4506,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,,GKS98 freshwater group,,,,,
Lactococcus lactis,X83762,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4510,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,,,,,
Stenotrophomonas maltophilia,L28166,74,32,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4528,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,,,,,
Bacillus subtilis,AB001488,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4570,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus halodurans,AB031212,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4580,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus halodurans,AB031213,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4581,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus halodurans,AB031215,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4582,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Ureaplasma parvum serovar 3 str. ATCC 700970,AE002150,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4628,--,Yes,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,,,,,,
Streptococcus pneumoniae TIGR4,AE005672,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4643,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Streptococcus pneumoniae TIGR4,AE005672,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4644,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Streptococcus pneumoniae R6,AE008386,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4656,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Streptococcus pneumoniae R6,AE008568,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4657,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Streptococcus mutans UA159,AE014133,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4704,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Streptococcus mutans UA159,AE014133,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4705,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Streptococcus agalactiae 2603V/R,AE014198,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4707,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Streptococcus agalactiae 2603V/R,AE014207,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4708,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Streptococcus agalactiae 2603V/R,AE014290,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4709,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Porphyromonas gingivalis W83,AE015924,74,30,44,No,0,tRNA,0,(()()()),((())()()),--,No,CRW,--,CRW_t_B_4724,--,Yes,Bacteria,,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Bacteroidota,,,,,
Clostridium tetani E88,AE015927,75,31,44,No,0,tRNA,0,(()()()),((())()()),--,No,CRW,--,CRW_t_B_4726,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 15,,,,,
Clostridium tetani E88,AE015927,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4727,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 15,,,,,
Clostridium tetani E88,AE015927,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4728,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 15,,,,,
Staphylococcus epidermidis ATCC 12228,AE015929,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4731,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcaceae,Staphylococcus,Staphylococcales,,,,,
Staphylococcus epidermidis ATCC 12228,AE015929,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4732,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcaceae,Staphylococcus,Staphylococcales,,,,,
Staphylococcus epidermidis ATCC 12228,AE015929,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4733,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcaceae,Staphylococcus,Staphylococcales,,,,,
Enterococcus faecalis V583,AE016830,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4752,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,,,,,
Enterococcus faecalis V583,AE016830,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4753,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,,,,,
Bacillus cereus ATCC 14579,AE016877,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4756,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus cereus ATCC 14579,AE016877,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4757,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus cereus ATCC 14579,AE016877,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4758,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus cereus ATCC 14579,AE016877,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4759,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus cereus ATCC 14579,AE016877,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4760,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Rickettsia typhi str. Wilmington,AE017197,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4775,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,,,,,,
Mycoplasma hyopneumoniae J,AE017243,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4792,--,Yes,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,,,,,
Mycoplasma hyopneumoniae 7448,AE017244,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4793,--,Yes,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,,,,,
Mycoplasma synoviae 53,AE017245,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4794,--,Yes,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,,,,,
Mycoplasma mobile 163K,AE017308,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4804,--,Yes,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,,,,,
Mycoplasma hyopneumoniae 232,AE017332,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4806,--,Yes,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,,,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4811,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4812,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4813,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4814,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
