Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.unknown 1
Halobacterium salinarum,X03197,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_13597,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum,,
Methanothermobacter thermautotrophicus,X06787,78,34,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_13612,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Methanothermobacter thermautotrophicus,,
Archaeoglobus fulgidus DSM 4304,AE000782,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_13920,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Archaeoglobus fulgidus DSM 4304,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus fulgidus,,
Methanosarcina mazei Go1,AE008384,73,29,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_13940,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Methanosarcina mazei Go1,
Pyrococcus furiosus DSM 3638,AE010295,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_13951,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Pyrococcus furiosus DSM 3638,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus furiosus,,
Methanopyrus kandleri AV19,AE010380,78,34,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_13953,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanopyrus kandleri AV19,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,Methanopyrus kandleri,,
Thermoplasma acidophilum,AL445066,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_14254,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Diaforarchaea group,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma acidophilum,,
uncultured methanogenic archaeon,AM114193,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_14285,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,,,,,,environmental samples <Euryarchaeota>,,uncultured methanogenic archaeon
Haloquadratum walsbyi DSM 16790,AM180088,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_14297,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,Haloquadratum walsbyi,Haloquadratum walsbyi DSM 16790,
Thermococcus kodakarensis KOD1,AP006878,77,33,44,No,0,tRNA,0,()()(),()()(),--,No,CRW,--,CRW_t_A_14390,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Thermococcus kodakarensis KOD1,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus kodakarensis,,
Haloarcula marismortui ATCC 43049,AY596297,71,27,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_A_14685,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula marismortui,Haloarcula marismortui ATCC 43049,
Pyrococcus horikoshii OT3,BA000001,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_A_14770,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Pyrococcus horikoshii OT3,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus horikoshii,,
Thermoplasma volcanium GSS1,BA000011,72,28,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_14776,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Diaforarchaea group,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma volcanium,Thermoplasma volcanium GSS1,
Sulfolobus acidocaldarius DSM 639,CP000077,72,32,40,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_14863,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Crenarchaeota <phylum>,Sulfolobus acidocaldarius DSM 639,Sulfolobus acidocaldarius
Methanosarcina barkeri str. Fusaro,CP000099,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_14876,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina barkeri,Methanosarcina barkeri str. Fusaro,
Methanosphaera stadtmanae DSM 3091,CP000102,75,31,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_14877,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae,Methanosphaera stadtmanae DSM 3091,
Methanospirillum hungatei JF-1,CP000254,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_14925,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,Methanospirillum hungatei,Methanospirillum hungatei JF-1,
Methanococcoides burtonii DSM 6242,CP000300,75,31,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_A_14941,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides burtonii,Methanococcoides burtonii DSM 6242,
Hyperthermus butylicus DSM 5456,CP000493,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_15016,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Hyperthermus,Crenarchaeota <phylum>,Hyperthermus butylicus DSM 5456,Hyperthermus butylicus
Natronomonas pharaonis DSM 2160,CR936257,71,27,44,No,0,tRNA,0,()()(),()()(),--,No,CRW,--,CRW_t_A_15082,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas pharaonis,Natronomonas pharaonis DSM 2160,
Haloferax volcanii,K02516,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_15349,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax volcanii,,
Halobacterium salinarum,X03198,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_15350,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum,,
Haloferax volcanii,K02516,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_15351,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax volcanii,,
Methanocaldococcus jannaschii,U67517,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_15352,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus jannaschii,,
Methanocaldococcus jannaschii DSM 2661,L77117,72,28,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_15380,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus jannaschii,Methanocaldococcus jannaschii DSM 2661,
Halobacterium salinarum,X03198,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_15415,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum,,
Archaeoglobus fulgidus DSM 4304,AE000782,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_15683,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Archaeoglobus fulgidus DSM 4304,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus fulgidus,,
Methanosarcina mazei Go1,AE008384,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_15722,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Methanosarcina mazei Go1,
Methanosarcina mazei Go1,AE008384,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_15723,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Methanosarcina mazei Go1,
Pyrobaculum aerophilum str. IM2,AE009874,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_15740,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Crenarchaeota <phylum>,Pyrobaculum aerophilum str. IM2,Pyrobaculum aerophilum
Pyrococcus furiosus DSM 3638,AE010198,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_15746,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Pyrococcus furiosus DSM 3638,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus furiosus,,
Methanopyrus kandleri AV19,AE010306,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_15748,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanopyrus kandleri AV19,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,Methanopyrus kandleri,,
uncultured methanogenic archaeon,AM114193,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_17130,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,,,,,,environmental samples <Euryarchaeota>,,uncultured methanogenic archaeon
uncultured methanogenic archaeon,AM114193,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_17131,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,,,,,,environmental samples <Euryarchaeota>,,uncultured methanogenic archaeon
Haloquadratum walsbyi DSM 16790,AM180088,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_17135,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,Haloquadratum walsbyi,Haloquadratum walsbyi DSM 16790,
Thermococcus kodakarensis KOD1,AP006878,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_17243,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Thermococcus kodakarensis KOD1,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus kodakarensis,,
Haloarcula marismortui ATCC 43049,AY596297,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_17656,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula marismortui,Haloarcula marismortui ATCC 43049,
Pyrococcus horikoshii OT3,BA000001,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_18676,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Pyrococcus horikoshii OT3,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus horikoshii,,
Sulfolobus acidocaldarius DSM 639,CP000077,71,31,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_18869,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Crenarchaeota <phylum>,Sulfolobus acidocaldarius DSM 639,Sulfolobus acidocaldarius
Methanosarcina barkeri str. Fusaro,CP000099,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_18900,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina barkeri,Methanosarcina barkeri str. Fusaro,
Methanosarcina barkeri str. Fusaro,CP000099,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_18901,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina barkeri,Methanosarcina barkeri str. Fusaro,
Methanosphaera stadtmanae DSM 3091,CP000102,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_18902,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae,Methanosphaera stadtmanae DSM 3091,
Methanospirillum hungatei JF-1,CP000254,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_18997,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,Methanospirillum hungatei,Methanospirillum hungatei JF-1,
Methanococcoides burtonii DSM 6242,CP000300,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_19032,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides burtonii,Methanococcoides burtonii DSM 6242,
Hyperthermus butylicus DSM 5456,CP000493,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_19188,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Hyperthermus,Crenarchaeota <phylum>,Hyperthermus butylicus DSM 5456,Hyperthermus butylicus
Methanocorpusculum labreanum Z,CP000559,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_19239,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,Methanocorpusculum labreanum,Methanocorpusculum labreanum Z,
Natronomonas pharaonis DSM 2160,CR936257,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_19329,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas pharaonis,Natronomonas pharaonis DSM 2160,
Haloferax volcanii,K00219,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_19844,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax volcanii,,
Haloferax volcanii,K02517,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_19845,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax volcanii,,
Methanocaldococcus jannaschii,U67517,75,31,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_19852,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus jannaschii,,
Haloferax volcanii,K00219,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_19860,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax volcanii,,
Archaeoglobus fulgidus DSM 4304,AE000782,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20252,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Archaeoglobus fulgidus DSM 4304,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus fulgidus,,
Archaeoglobus fulgidus DSM 4304,AE000782,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20253,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Archaeoglobus fulgidus DSM 4304,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus fulgidus,,
Methanosarcina mazei Go1,AE008384,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20296,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Methanosarcina mazei Go1,
Methanosarcina mazei Go1,AE008384,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20297,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Methanosarcina mazei Go1,
Pyrobaculum aerophilum str. IM2,AE009908,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20315,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Crenarchaeota <phylum>,Pyrobaculum aerophilum str. IM2,Pyrobaculum aerophilum
Pyrobaculum aerophilum str. IM2,AE009909,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20316,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Crenarchaeota <phylum>,Pyrobaculum aerophilum str. IM2,Pyrobaculum aerophilum
Pyrococcus furiosus DSM 3638,AE010172,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20325,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Pyrococcus furiosus DSM 3638,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus furiosus,,
Pyrococcus furiosus DSM 3638,AE010250,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20326,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Pyrococcus furiosus DSM 3638,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus furiosus,,
Methanopyrus kandleri AV19,AE010368,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20328,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanopyrus kandleri AV19,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,Methanopyrus kandleri,,
Methanococcus maripaludis,AF108356,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20541,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,,
Thermoplasma acidophilum,AL445063,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20608,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Diaforarchaea group,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma acidophilum,,
Thermoplasma acidophilum,AL445064,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20609,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Diaforarchaea group,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma acidophilum,,
uncultured methanogenic archaeon,AM114193,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20651,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,,,,,,environmental samples <Euryarchaeota>,,uncultured methanogenic archaeon
uncultured methanogenic archaeon,AM114193,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20652,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,,,,,,environmental samples <Euryarchaeota>,,uncultured methanogenic archaeon
Haloquadratum walsbyi DSM 16790,AM180088,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20655,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,Haloquadratum walsbyi,Haloquadratum walsbyi DSM 16790,
Haloquadratum walsbyi DSM 16790,AM180088,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20656,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,Haloquadratum walsbyi,Haloquadratum walsbyi DSM 16790,
Thermococcus kodakarensis KOD1,AP006878,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20718,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Thermococcus kodakarensis KOD1,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus kodakarensis,,
Thermococcus kodakarensis KOD1,AP006878,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20719,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Thermococcus kodakarensis KOD1,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus kodakarensis,,
Haloarcula marismortui ATCC 43049,AY596297,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_20853,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula marismortui,Haloarcula marismortui ATCC 43049,
Haloarcula marismortui ATCC 43049,AY596297,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_20854,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula marismortui,Haloarcula marismortui ATCC 43049,
Pyrococcus horikoshii OT3,BA000001,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20888,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Pyrococcus horikoshii OT3,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus horikoshii,,
Pyrococcus horikoshii OT3,BA000001,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20889,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Pyrococcus horikoshii OT3,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus horikoshii,,
Thermoplasma volcanium GSS1,BA000011,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20901,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Diaforarchaea group,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma volcanium,Thermoplasma volcanium GSS1,
Thermoplasma volcanium GSS1,BA000011,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_20902,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Diaforarchaea group,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma volcanium,Thermoplasma volcanium GSS1,
Sulfolobus acidocaldarius DSM 639,CP000077,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_21095,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Crenarchaeota <phylum>,Sulfolobus acidocaldarius DSM 639,Sulfolobus acidocaldarius
Sulfolobus acidocaldarius DSM 639,CP000077,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_21096,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Crenarchaeota <phylum>,Sulfolobus acidocaldarius DSM 639,Sulfolobus acidocaldarius
Methanosarcina barkeri str. Fusaro,CP000099,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_A_21123,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina barkeri,Methanosarcina barkeri str. Fusaro,
Methanosarcina barkeri str. Fusaro,CP000099,74,30,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_A_21124,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina barkeri,Methanosarcina barkeri str. Fusaro,
Methanosphaera stadtmanae DSM 3091,CP000102,74,30,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_A_21125,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae,Methanosphaera stadtmanae DSM 3091,
Methanospirillum hungatei JF-1,CP000254,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_21225,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,Methanospirillum hungatei,Methanospirillum hungatei JF-1,
Methanospirillum hungatei JF-1,CP000254,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_21226,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,Methanospirillum hungatei,Methanospirillum hungatei JF-1,
Methanococcoides burtonii DSM 6242,CP000300,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_21262,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides burtonii,Methanococcoides burtonii DSM 6242,
