Organism name,Length,Benchmark ID,Taxonomy.join.superkingdom,Taxonomy.join.phylum
uncultured Staphylococcus sp.,895,CRW_16S_B_12469,Bacteria,Firmicutes
uncultured Staphylococcus sp.,884,CRW_16S_B_12470,Bacteria,Firmicutes
uncultured Staphylococcus sp.,887,CRW_16S_B_12471,Bacteria,Firmicutes
uncultured Staphylococcus sp.,889,CRW_16S_B_12472,Bacteria,Firmicutes
uncultured Staphylococcus sp.,873,CRW_16S_B_12473,Bacteria,Firmicutes
uncultured Staphylococcus sp.,877,CRW_16S_B_12474,Bacteria,Firmicutes
uncultured Staphylococcus sp.,877,CRW_16S_B_12475,Bacteria,Firmicutes
uncultured Staphylococcus sp.,886,CRW_16S_B_12476,Bacteria,Firmicutes
uncultured Staphylococcus sp.,887,CRW_16S_B_12477,Bacteria,Firmicutes
uncultured Staphylococcus sp.,887,CRW_16S_B_12478,Bacteria,Firmicutes
uncultured Staphylococcus sp.,887,CRW_16S_B_12479,Bacteria,Firmicutes
uncultured Staphylococcus sp.,873,CRW_16S_B_12480,Bacteria,Firmicutes
uncultured Staphylococcus sp.,889,CRW_16S_B_12481,Bacteria,Firmicutes
uncultured Staphylococcus sp.,887,CRW_16S_B_12483,Bacteria,Firmicutes
uncultured Staphylococcus sp.,887,CRW_16S_B_12484,Bacteria,Firmicutes
uncultured Staphylococcus sp.,855,CRW_16S_B_12485,Bacteria,Firmicutes
uncultured Staphylococcus sp.,806,CRW_16S_B_12487,Bacteria,Firmicutes
uncultured Staphylococcus sp.,886,CRW_16S_B_12488,Bacteria,Firmicutes
uncultured Staphylococcus sp.,850,CRW_16S_B_12489,Bacteria,Firmicutes
uncultured Staphylococcus sp.,844,CRW_16S_B_12490,Bacteria,Firmicutes
uncultured Staphylococcus sp.,883,CRW_16S_B_12491,Bacteria,Firmicutes
uncultured Staphylococcus sp.,801,CRW_16S_B_12492,Bacteria,Firmicutes
uncultured Staphylococcus sp.,814,CRW_16S_B_12493,Bacteria,Firmicutes
uncultured Staphylococcus sp.,839,CRW_16S_B_12494,Bacteria,Firmicutes
uncultured Staphylococcus sp.,847,CRW_16S_B_12495,Bacteria,Firmicutes
uncultured Staphylococcus sp.,809,CRW_16S_B_12496,Bacteria,Firmicutes
uncultured Staphylococcus sp.,831,CRW_16S_B_12497,Bacteria,Firmicutes
uncultured Staphylococcus sp.,825,CRW_16S_B_12498,Bacteria,Firmicutes
uncultured Staphylococcus sp.,832,CRW_16S_B_12499,Bacteria,Firmicutes
uncultured Staphylococcus sp.,807,CRW_16S_B_12500,Bacteria,Firmicutes
uncultured Staphylococcus sp.,833,CRW_16S_B_12501,Bacteria,Firmicutes
uncultured Staphylococcus sp.,802,CRW_16S_B_12502,Bacteria,Firmicutes
uncultured Staphylococcus sp.,844,CRW_16S_B_12503,Bacteria,Firmicutes
uncultured Staphylococcus sp.,833,CRW_16S_B_12504,Bacteria,Firmicutes
uncultured Staphylococcus sp.,814,CRW_16S_B_12506,Bacteria,Firmicutes
uncultured Staphylococcus sp.,804,CRW_16S_B_12507,Bacteria,Firmicutes
uncultured Staphylococcus sp.,825,CRW_16S_B_12508,Bacteria,Firmicutes
uncultured Staphylococcus sp.,813,CRW_16S_B_12510,Bacteria,Firmicutes
uncultured Staphylococcus sp.,816,CRW_16S_B_12511,Bacteria,Firmicutes
uncultured Staphylococcus sp.,802,CRW_16S_B_12512,Bacteria,Firmicutes
uncultured Staphylococcus sp.,841,CRW_16S_B_12514,Bacteria,Firmicutes
uncultured Staphylococcus sp.,830,CRW_16S_B_12515,Bacteria,Firmicutes
uncultured Staphylococcus sp.,828,CRW_16S_B_12516,Bacteria,Firmicutes
uncultured Staphylococcus sp.,828,CRW_16S_B_12517,Bacteria,Firmicutes
uncultured Staphylococcus sp.,804,CRW_16S_B_12520,Bacteria,Firmicutes
uncultured Staphylococcus sp.,844,CRW_16S_B_12523,Bacteria,Firmicutes
uncultured Staphylococcus sp.,819,CRW_16S_B_12524,Bacteria,Firmicutes
uncultured Staphylococcus sp.,821,CRW_16S_B_12525,Bacteria,Firmicutes
uncultured Staphylococcus sp.,840,CRW_16S_B_12527,Bacteria,Firmicutes
uncultured Staphylococcus sp.,837,CRW_16S_B_12528,Bacteria,Firmicutes
uncultured Staphylococcus sp.,807,CRW_16S_B_12529,Bacteria,Firmicutes
uncultured Staphylococcus sp.,833,CRW_16S_B_12531,Bacteria,Firmicutes
uncultured Staphylococcus sp.,841,CRW_16S_B_12533,Bacteria,Firmicutes
uncultured Staphylococcus sp.,848,CRW_16S_B_12536,Bacteria,Firmicutes
uncultured Staphylococcus sp.,837,CRW_16S_B_12537,Bacteria,Firmicutes
uncultured Staphylococcus sp.,826,CRW_16S_B_12545,Bacteria,Firmicutes
uncultured Staphylococcus sp.,805,CRW_16S_B_12547,Bacteria,Firmicutes
uncultured Staphylococcus sp.,813,CRW_16S_B_12550,Bacteria,Firmicutes
uncultured Staphylococcus sp.,828,CRW_16S_B_12552,Bacteria,Firmicutes
uncultured Staphylococcus sp.,820,CRW_16S_B_12553,Bacteria,Firmicutes
uncultured Staphylococcus sp.,835,CRW_16S_B_12556,Bacteria,Firmicutes
uncultured Staphylococcus sp.,849,CRW_16S_B_12557,Bacteria,Firmicutes
uncultured Staphylococcus sp.,807,CRW_16S_B_12560,Bacteria,Firmicutes
uncultured Staphylococcus sp.,845,CRW_16S_B_12562,Bacteria,Firmicutes
uncultured Staphylococcus sp.,843,CRW_16S_B_12563,Bacteria,Firmicutes
uncultured Staphylococcus sp.,816,CRW_16S_B_12567,Bacteria,Firmicutes
uncultured Staphylococcus sp.,825,CRW_16S_B_12568,Bacteria,Firmicutes
uncultured Staphylococcus sp.,825,CRW_16S_B_12572,Bacteria,Firmicutes
uncultured Staphylococcus sp.,844,CRW_16S_B_12573,Bacteria,Firmicutes
uncultured Staphylococcus sp.,849,CRW_16S_B_12574,Bacteria,Firmicutes
uncultured Staphylococcus sp.,806,CRW_16S_B_12577,Bacteria,Firmicutes
uncultured Staphylococcus sp.,850,CRW_16S_B_12578,Bacteria,Firmicutes
uncultured Staphylococcus sp.,807,CRW_16S_B_12579,Bacteria,Firmicutes
uncultured Staphylococcus sp.,843,CRW_16S_B_12580,Bacteria,Firmicutes
uncultured Staphylococcus sp.,837,CRW_16S_B_12581,Bacteria,Firmicutes
uncultured Staphylococcus sp.,837,CRW_16S_B_12583,Bacteria,Firmicutes
uncultured Staphylococcus sp.,827,CRW_16S_B_12584,Bacteria,Firmicutes
uncultured Staphylococcus sp.,830,CRW_16S_B_12586,Bacteria,Firmicutes
uncultured Staphylococcus sp.,841,CRW_16S_B_12587,Bacteria,Firmicutes
uncultured Staphylococcus sp.,827,CRW_16S_B_12588,Bacteria,Firmicutes
uncultured Staphylococcus sp.,810,CRW_16S_B_12589,Bacteria,Firmicutes
uncultured Staphylococcus sp.,812,CRW_16S_B_12590,Bacteria,Firmicutes
uncultured Staphylococcus sp.,814,CRW_16S_B_12591,Bacteria,Firmicutes
uncultured Staphylococcus sp.,818,CRW_16S_B_12593,Bacteria,Firmicutes
uncultured Staphylococcus sp.,831,CRW_16S_B_12597,Bacteria,Firmicutes
uncultured Staphylococcus sp.,834,CRW_16S_B_12599,Bacteria,Firmicutes
uncultured Staphylococcus sp.,835,CRW_16S_B_12604,Bacteria,Firmicutes
uncultured Staphylococcus sp.,820,CRW_16S_B_12612,Bacteria,Firmicutes
uncultured Staphylococcus sp.,818,CRW_16S_B_12629,Bacteria,Firmicutes
uncultured Staphylococcus sp.,835,CRW_16S_B_12631,Bacteria,Firmicutes
uncultured Staphylococcus sp.,814,CRW_16S_B_12634,Bacteria,Firmicutes
uncultured Staphylococcus sp.,846,CRW_16S_B_12640,Bacteria,Firmicutes
uncultured Staphylococcus sp.,827,CRW_16S_B_12643,Bacteria,Firmicutes
uncultured Staphylococcus sp.,825,CRW_16S_B_12647,Bacteria,Firmicutes
uncultured Staphylococcus sp.,803,CRW_16S_B_12648,Bacteria,Firmicutes
uncultured Staphylococcus sp.,827,CRW_16S_B_12649,Bacteria,Firmicutes
uncultured Staphylococcus sp.,817,CRW_16S_B_12650,Bacteria,Firmicutes
uncultured Staphylococcus sp.,802,CRW_16S_B_12657,Bacteria,Firmicutes
uncultured Staphylococcus sp.,817,CRW_16S_B_12658,Bacteria,Firmicutes
uncultured Staphylococcus sp.,819,CRW_16S_B_12663,Bacteria,Firmicutes
uncultured Staphylococcus sp.,813,CRW_16S_B_12664,Bacteria,Firmicutes
uncultured Staphylococcus sp.,815,CRW_16S_B_12665,Bacteria,Firmicutes
uncultured Staphylococcus sp.,813,CRW_16S_B_12669,Bacteria,Firmicutes
uncultured Staphylococcus sp.,801,CRW_16S_B_12672,Bacteria,Firmicutes
uncultured Staphylococcus sp.,817,CRW_16S_B_12675,Bacteria,Firmicutes
uncultured Staphylococcus sp.,817,CRW_16S_B_12676,Bacteria,Firmicutes
uncultured Staphylococcus sp.,824,CRW_16S_B_12678,Bacteria,Firmicutes
uncultured Staphylococcus sp.,841,CRW_16S_B_12680,Bacteria,Firmicutes
uncultured Staphylococcus sp.,816,CRW_16S_B_12686,Bacteria,Firmicutes
uncultured Staphylococcus sp.,815,CRW_16S_B_12687,Bacteria,Firmicutes
uncultured Staphylococcus sp.,824,CRW_16S_B_12690,Bacteria,Firmicutes
uncultured Staphylococcus sp.,813,CRW_16S_B_12691,Bacteria,Firmicutes
uncultured Staphylococcus sp.,834,CRW_16S_B_12692,Bacteria,Firmicutes
uncultured Staphylococcus sp.,808,CRW_16S_B_12722,Bacteria,Firmicutes
uncultured Staphylococcus sp.,803,CRW_16S_B_12725,Bacteria,Firmicutes
uncultured Staphylococcus sp.,803,CRW_16S_B_12726,Bacteria,Firmicutes
uncultured Staphylococcus sp.,808,CRW_16S_B_12733,Bacteria,Firmicutes
uncultured Staphylococcus sp.,855,CRW_16S_B_12737,Bacteria,Firmicutes
uncultured Staphylococcus sp.,824,CRW_16S_B_12738,Bacteria,Firmicutes
uncultured Staphylococcus sp.,827,CRW_16S_B_12740,Bacteria,Firmicutes
uncultured Staphylococcus sp.,807,CRW_16S_B_12741,Bacteria,Firmicutes
uncultured Staphylococcus sp.,804,CRW_16S_B_12746,Bacteria,Firmicutes
uncultured Staphylococcus sp.,808,CRW_16S_B_12747,Bacteria,Firmicutes
uncultured Staphylococcus sp.,802,CRW_16S_B_12750,Bacteria,Firmicutes
uncultured Staphylococcus sp.,804,CRW_16S_B_12757,Bacteria,Firmicutes
uncultured Staphylococcus sp.,814,CRW_16S_B_12764,Bacteria,Firmicutes
uncultured Staphylococcus sp.,834,CRW_16S_B_12765,Bacteria,Firmicutes
uncultured Staphylococcus sp.,835,CRW_16S_B_12766,Bacteria,Firmicutes
uncultured Staphylococcus sp.,816,CRW_16S_B_12767,Bacteria,Firmicutes
Bacillus pumilus,849,CRW_16S_B_12866,Bacteria,Firmicutes
Paenibacillus polymyxa,854,CRW_16S_B_13045,Bacteria,Firmicutes
Paenibacillus polymyxa,923,CRW_16S_B_13046,Bacteria,Firmicutes
Paenibacillus polymyxa,910,CRW_16S_B_13047,Bacteria,Firmicutes
Paenibacillus polymyxa,910,CRW_16S_B_13048,Bacteria,Firmicutes
Staphylococcus pasteuri,929,CRW_16S_B_13049,Bacteria,Firmicutes
Staphylococcus pasteuri,871,CRW_16S_B_13050,Bacteria,Firmicutes
Staphylococcus cohnii,986,CRW_16S_B_13341,Bacteria,Firmicutes
Staphylococcus epidermidis,837,CRW_16S_B_13345,Bacteria,Firmicutes
Staphylococcus epidermidis,877,CRW_16S_B_13347,Bacteria,Firmicutes
Bacillus cereus,925,CRW_16S_B_13463,Bacteria,Firmicutes
Bacillus pumilus,897,CRW_16S_B_13496,Bacteria,Firmicutes
Staphylococcus epidermidis,949,CRW_16S_B_13499,Bacteria,Firmicutes
Bacillus pumilus,967,CRW_16S_B_13797,Bacteria,Firmicutes
Bacillus aquimaris,935,CRW_16S_B_13814,Bacteria,Firmicutes
Bacillus pumilus,886,CRW_16S_B_14864,Bacteria,Firmicutes
Staphylococcus epidermidis,846,CRW_16S_B_14887,Bacteria,Firmicutes
Bacillus cereus,992,CRW_16S_B_14892,Bacteria,Firmicutes
Bacillus licheniformis,813,CRW_16S_B_14988,Bacteria,Firmicutes
Staphylococcus lugdunensis,825,CRW_16S_B_15023,Bacteria,Firmicutes
Staphylococcus lugdunensis,825,CRW_16S_B_15024,Bacteria,Firmicutes
Staphylococcus lugdunensis,825,CRW_16S_B_15025,Bacteria,Firmicutes
Staphylococcus lugdunensis,825,CRW_16S_B_15026,Bacteria,Firmicutes
Staphylococcus lugdunensis,825,CRW_16S_B_15027,Bacteria,Firmicutes
Staphylococcus lugdunensis,825,CRW_16S_B_15028,Bacteria,Firmicutes
Staphylococcus lugdunensis,825,CRW_16S_B_15029,Bacteria,Firmicutes
Staphylococcus lugdunensis,825,CRW_16S_B_15030,Bacteria,Firmicutes
Staphylococcus lugdunensis,825,CRW_16S_B_15031,Bacteria,Firmicutes
Staphylococcus lugdunensis,825,CRW_16S_B_15032,Bacteria,Firmicutes
Streptococcus agalactiae,987,CRW_16S_B_15345,Bacteria,Firmicutes
Streptococcus pneumoniae,986,CRW_16S_B_15381,Bacteria,Firmicutes
Staphylococcus epidermidis,989,CRW_16S_B_15434,Bacteria,Firmicutes
Arthrobacter sp.,902,CRW_16S_B_1724,Bacteria,Actinobacteria
Eubacterium sp.,954,CRW_16S_B_16263,Bacteria,Firmicutes
Lachnospira multipara,977,CRW_16S_B_16343,Bacteria,Firmicutes
Moorella thermoacetica,873,CRW_16S_B_16353,Bacteria,Firmicutes
Thermoanaerobacter thermohydrosulfuricus,868,CRW_16S_B_16442,Bacteria,Firmicutes
Brachybacterium paraconglomeratum,885,CRW_16S_B_1973,Bacteria,Actinobacteria
Brachybacterium paraconglomeratum,885,CRW_16S_B_1974,Bacteria,Actinobacteria
Mycobacterium asiaticum,915,CRW_16S_B_2025,Bacteria,Actinobacteria
Mycobacterium gordonae,917,CRW_16S_B_2027,Bacteria,Actinobacteria
Mycobacterium malmoense,915,CRW_16S_B_2028,Bacteria,Actinobacteria
uncultured actinobacterium,887,CRW_16S_B_2030,Bacteria,Actinobacteria
uncultured actinobacterium,892,CRW_16S_B_2031,Bacteria,Actinobacteria
Corynebacterium xerosis,937,CRW_16S_B_2317,Bacteria,Actinobacteria
uncultured actinobacterium,824,CRW_16S_B_2372,Bacteria,Actinobacteria
uncultured actinobacterium,855,CRW_16S_B_2380,Bacteria,Actinobacteria
uncultured actinobacterium,831,CRW_16S_B_3157,Bacteria,Actinobacteria
uncultured actinobacterium,835,CRW_16S_B_3164,Bacteria,Actinobacteria
uncultured actinobacterium,813,CRW_16S_B_3166,Bacteria,Actinobacteria
uncultured actinobacterium,924,CRW_16S_B_3710,Bacteria,Actinobacteria
uncultured actinobacterium,925,CRW_16S_B_3711,Bacteria,Actinobacteria
uncultured actinobacterium,925,CRW_16S_B_3712,Bacteria,Actinobacteria
uncultured actinobacterium,929,CRW_16S_B_3713,Bacteria,Actinobacteria
uncultured actinobacterium,925,CRW_16S_B_3714,Bacteria,Actinobacteria
uncultured actinobacterium,894,CRW_16S_B_3715,Bacteria,Actinobacteria
uncultured actinobacterium,921,CRW_16S_B_3716,Bacteria,Actinobacteria
uncultured actinobacterium,925,CRW_16S_B_3717,Bacteria,Actinobacteria
Mobiluncus mulieris,878,CRW_16S_B_3927,Bacteria,Actinobacteria
Mycobacterium leprae,820,CRW_16S_B_4051,Bacteria,Actinobacteria
Mycobacterium sp.,813,CRW_16S_B_4078,Bacteria,Actinobacteria
Mycobacterium xenopi,942,CRW_16S_B_4109,Bacteria,Actinobacteria
Rhodococcus sp.,954,CRW_16S_B_4247,Bacteria,Actinobacteria
Rhodococcus sp.,933,CRW_16S_B_4262,Bacteria,Actinobacteria
Rhodococcus sp.,964,CRW_16S_B_4263,Bacteria,Actinobacteria
Rhodococcus sp.,964,CRW_16S_B_4264,Bacteria,Actinobacteria
Rhodococcus sp.,933,CRW_16S_B_4266,Bacteria,Actinobacteria
Rhodococcus sp.,963,CRW_16S_B_4267,Bacteria,Actinobacteria
Anoxybacillus gonensis,1355,CRW_16S_B_10012,Bacteria,Firmicutes
Bacillus subtilis,1344,CRW_16S_B_10015,Bacteria,Firmicutes
Bacillus pumilus,1334,CRW_16S_B_10016,Bacteria,Firmicutes
Bacillus pumilus,1229,CRW_16S_B_10017,Bacteria,Firmicutes
Bacillus pumilus,1346,CRW_16S_B_10019,Bacteria,Firmicutes
Bacillus pumilus,1347,CRW_16S_B_10020,Bacteria,Firmicutes
Bacillus pumilus,1356,CRW_16S_B_10021,Bacteria,Firmicutes
Streptococcus pyogenes,1367,CRW_16S_B_10027,Bacteria,Firmicutes
Bacillus cereus,1366,CRW_16S_B_10046,Bacteria,Firmicutes
Bacillus cereus,1371,CRW_16S_B_10047,Bacteria,Firmicutes
Bacillus cereus,1257,CRW_16S_B_10048,Bacteria,Firmicutes
Bacillus subtilis,1355,CRW_16S_B_10049,Bacteria,Firmicutes
Bacillus subtilis,1392,CRW_16S_B_10050,Bacteria,Firmicutes
Bacillus pumilus,1394,CRW_16S_B_10080,Bacteria,Firmicutes
Bacillus subtilis,1388,CRW_16S_B_10096,Bacteria,Firmicutes
Bacillus licheniformis,1378,CRW_16S_B_10099,Bacteria,Firmicutes
Bacillus subtilis,1390,CRW_16S_B_10100,Bacteria,Firmicutes
Staphylococcus epidermidis,1386,CRW_16S_B_10111,Bacteria,Firmicutes
Bacillus cereus,1037,CRW_16S_B_10118,Bacteria,Firmicutes
uncultured Streptococcus sp.,1180,CRW_16S_B_10132,Bacteria,Firmicutes
Streptococcus anginosus,1024,CRW_16S_B_10189,Bacteria,Firmicutes
Streptococcus mitis,1025,CRW_16S_B_10190,Bacteria,Firmicutes
Bacillus licheniformis,1024,CRW_16S_B_10238,Bacteria,Firmicutes
uncultured Bacillaceae bacterium,1069,CRW_16S_B_10240,Bacteria,Firmicutes
Bacillus licheniformis,1185,CRW_16S_B_10369,Bacteria,Firmicutes
Bacillus licheniformis,1185,CRW_16S_B_10370,Bacteria,Firmicutes
Bacillus licheniformis,1185,CRW_16S_B_10374,Bacteria,Firmicutes
Bacillus licheniformis,1185,CRW_16S_B_10375,Bacteria,Firmicutes
Bacillus licheniformis,1185,CRW_16S_B_10376,Bacteria,Firmicutes
Staphylococcus pasteuri,1212,CRW_16S_B_10416,Bacteria,Firmicutes
Streptococcus iniae,1357,CRW_16S_B_10473,Bacteria,Firmicutes
Streptococcus suis,1013,CRW_16S_B_10478,Bacteria,Firmicutes
Streptococcus suis,1011,CRW_16S_B_10479,Bacteria,Firmicutes
Streptococcus suis,1009,CRW_16S_B_10480,Bacteria,Firmicutes
Streptococcus suis,1010,CRW_16S_B_10481,Bacteria,Firmicutes
Streptococcus suis,1012,CRW_16S_B_10482,Bacteria,Firmicutes
Bacillus cereus,1372,CRW_16S_B_10593,Bacteria,Firmicutes
Bacillus licheniformis,1360,CRW_16S_B_10594,Bacteria,Firmicutes
Bacillus anthracis,1283,CRW_16S_B_10611,Bacteria,Firmicutes
uncultured Streptococcus sp.,1374,CRW_16S_B_10625,Bacteria,Firmicutes
Staphylococcus epidermidis,1372,CRW_16S_B_10765,Bacteria,Firmicutes
Lactobacillus gasseri,1394,CRW_16S_B_10767,Bacteria,Firmicutes
uncultured Staphylococcus sp.,1033,CRW_16S_B_10771,Bacteria,Firmicutes
uncultured Staphylococcus sp.,1018,CRW_16S_B_10772,Bacteria,Firmicutes
Staphylococcus equorum,1370,CRW_16S_B_10777,Bacteria,Firmicutes
Bacillus cereus,1390,CRW_16S_B_10784,Bacteria,Firmicutes
Staphylococcus succinus,1373,CRW_16S_B_10795,Bacteria,Firmicutes
Bacillus licheniformis,1325,CRW_16S_B_10797,Bacteria,Firmicutes
Nocardia elegans,1381,CRW_16S_B_1097,Bacteria,Actinobacteria
uncultured Enterococcus sp.,1174,CRW_16S_B_10937,Bacteria,Firmicutes
Streptococcus gallolyticus,1354,CRW_16S_B_11012,Bacteria,Firmicutes
Streptococcus gallolyticus,1362,CRW_16S_B_11013,Bacteria,Firmicutes
Streptococcus gallolyticus,1393,CRW_16S_B_11014,Bacteria,Firmicutes
Streptococcus gallolyticus,1391,CRW_16S_B_11015,Bacteria,Firmicutes
Streptococcus gallolyticus,1375,CRW_16S_B_11016,Bacteria,Firmicutes
Streptococcus anginosus,1198,CRW_16S_B_11161,Bacteria,Firmicutes
Streptococcus sanguinis,1198,CRW_16S_B_11162,Bacteria,Firmicutes
Streptococcus pyogenes,1198,CRW_16S_B_11164,Bacteria,Firmicutes
Bacillus subtilis,1396,CRW_16S_B_11198,Bacteria,Firmicutes
Bacillus cereus,1205,CRW_16S_B_11219,Bacteria,Firmicutes
Bacillus cereus,1373,CRW_16S_B_11230,Bacteria,Firmicutes
Bacillus cereus,1395,CRW_16S_B_11231,Bacteria,Firmicutes
uncultured Lactobacillus sp.,1365,CRW_16S_B_11260,Bacteria,Firmicutes
uncultured Lactobacillus sp.,1370,CRW_16S_B_11261,Bacteria,Firmicutes
uncultured Lactobacillus sp.,1356,CRW_16S_B_11262,Bacteria,Firmicutes
Streptococcus pyogenes SSI-1,1335,CRW_16S_B_11297,Bacteria,Firmicutes
Streptococcus pyogenes SSI-1,1335,CRW_16S_B_11298,Bacteria,Firmicutes
Streptococcus pyogenes SSI-1,1335,CRW_16S_B_11299,Bacteria,Firmicutes
Streptococcus pyogenes SSI-1,1335,CRW_16S_B_11300,Bacteria,Firmicutes
Streptococcus pyogenes SSI-1,1335,CRW_16S_B_11301,Bacteria,Firmicutes
Brevibacillus brevis,1389,CRW_16S_B_11336,Bacteria,Firmicutes
Bacillus cereus,1340,CRW_16S_B_11357,Bacteria,Firmicutes
Bacillus cereus,1361,CRW_16S_B_11361,Bacteria,Firmicutes
Bacillus cereus,1361,CRW_16S_B_11362,Bacteria,Firmicutes
Sporosarcina globispora,1384,CRW_16S_B_11424,Bacteria,Firmicutes
Streptococcus pyogenes MGAS10270,1231,CRW_16S_B_11721,Bacteria,Firmicutes
Streptococcus pyogenes MGAS10270,1231,CRW_16S_B_11722,Bacteria,Firmicutes
Carnobacterium mobile,1386,CRW_16S_B_11740,Bacteria,Firmicutes
Caryophanon latum,1216,CRW_16S_B_11744,Bacteria,Firmicutes
Dehalobacterium formicoaceticum,1319,CRW_16S_B_11747,Bacteria,Firmicutes
Bacillus subtilis,1337,CRW_16S_B_11768,Bacteria,Firmicutes
Streptomyces olivaceus,1242,CRW_16S_B_1193,Bacteria,Actinobacteria
Paenibacillus polymyxa,1300,CRW_16S_B_11894,Bacteria,Firmicutes
Acidothermus cellulolyticus,1277,CRW_16S_B_1197,Bacteria,Actinobacteria
Bacillus cereus,1366,CRW_16S_B_11914,Bacteria,Firmicutes
Bacillus pumilus,1369,CRW_16S_B_11926,Bacteria,Firmicutes
Actinomyces sp.,1390,CRW_16S_B_1207,Bacteria,Actinobacteria
Actinomyces bovis,1368,CRW_16S_B_1210,Bacteria,Actinobacteria
Actinomyces israelii,1145,CRW_16S_B_1219,Bacteria,Actinobacteria
Actinomyces israelii,1386,CRW_16S_B_1222,Bacteria,Actinobacteria
Actinomyces naeslundii,1378,CRW_16S_B_1224,Bacteria,Actinobacteria
Actinomyces naeslundii,1376,CRW_16S_B_1226,Bacteria,Actinobacteria
Actinomyces slackii,1242,CRW_16S_B_1235,Bacteria,Actinobacteria
Actinomyces viscosus,1351,CRW_16S_B_1239,Bacteria,Actinobacteria
Actinopolyspora mortivallis,1362,CRW_16S_B_1244,Bacteria,Actinobacteria
Bifidobacterium longum NCC2705,1031,CRW_16S_B_1252,Bacteria,Actinobacteria
Streptococcus suis,1258,CRW_16S_B_12770,Bacteria,Firmicutes
Staphylococcus caprae,1400,CRW_16S_B_12773,Bacteria,Firmicutes
Micrococcus luteus,1223,CRW_16S_B_1285,Bacteria,Actinobacteria
Micrococcus luteus,1222,CRW_16S_B_1286,Bacteria,Actinobacteria
Bacillus pumilus,1286,CRW_16S_B_12863,Bacteria,Firmicutes
Bacillus thuringiensis,1393,CRW_16S_B_12943,Bacteria,Firmicutes
Bacillus thuringiensis,1400,CRW_16S_B_12958,Bacteria,Firmicutes
Bacillus thuringiensis,1399,CRW_16S_B_12962,Bacteria,Firmicutes
Bacillus subtilis,1186,CRW_16S_B_12987,Bacteria,Firmicutes
Bacillus cereus,1396,CRW_16S_B_13009,Bacteria,Firmicutes
Bacillus pumilus,1400,CRW_16S_B_13011,Bacteria,Firmicutes
Bacillus pumilus,1397,CRW_16S_B_13014,Bacteria,Firmicutes
Streptococcus equi,1370,CRW_16S_B_13020,Bacteria,Firmicutes
Streptococcus equi,1370,CRW_16S_B_13021,Bacteria,Firmicutes
Streptococcus equi,1370,CRW_16S_B_13022,Bacteria,Firmicutes
Streptococcus equi,1370,CRW_16S_B_13023,Bacteria,Firmicutes
Streptococcus equi,1370,CRW_16S_B_13024,Bacteria,Firmicutes
Enterococcus faecalis,1390,CRW_16S_B_13030,Bacteria,Firmicutes
Bacillus thuringiensis,1391,CRW_16S_B_13162,Bacteria,Firmicutes
Bacillus cereus,1396,CRW_16S_B_13166,Bacteria,Firmicutes
Paenibacillus polymyxa,1228,CRW_16S_B_13285,Bacteria,Firmicutes
uncultured Bacillaceae bacterium,1257,CRW_16S_B_13310,Bacteria,Firmicutes
Bacillus pumilus,1363,CRW_16S_B_13356,Bacteria,Firmicutes
Staphylococcus epidermidis,1300,CRW_16S_B_13381,Bacteria,Firmicutes
Bacillus subtilis,1372,CRW_16S_B_13405,Bacteria,Firmicutes
Bacillus subtilis,1372,CRW_16S_B_13406,Bacteria,Firmicutes
Bacillus subtilis,1372,CRW_16S_B_13407,Bacteria,Firmicutes
Bacillus subtilis,1372,CRW_16S_B_13408,Bacteria,Firmicutes
Bacillus subtilis,1372,CRW_16S_B_13409,Bacteria,Firmicutes
Bacillus subtilis,1372,CRW_16S_B_13410,Bacteria,Firmicutes
Staphylococcus saprophyticus,1384,CRW_16S_B_13424,Bacteria,Firmicutes
Micrococcus luteus,1325,CRW_16S_B_1354,Bacteria,Actinobacteria
Bacillus subtilis,1372,CRW_16S_B_13532,Bacteria,Firmicutes
Bacillus cereus,1024,CRW_16S_B_13766,Bacteria,Firmicutes
Rhodococcus erythropolis,1325,CRW_16S_B_1432,Bacteria,Actinobacteria
Paenibacillus polymyxa,1261,CRW_16S_B_14986,Bacteria,Firmicutes
Staphylococcus schleiferi,1362,CRW_16S_B_15058,Bacteria,Firmicutes
Bacillus licheniformis,1002,CRW_16S_B_15067,Bacteria,Firmicutes
