Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.class,Taxonomy.SILVA.order,Taxonomy.SILVA.family,Taxonomy.SILVA.genus,Taxonomy.SILVA.phylum,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.no rank 0,Taxonomy.SILVA.unknown 4,Taxonomy.SILVA.subphylum,Taxonomy.SILVA.subclass,Taxonomy.SILVA.kingdom,Taxonomy.SILVA.subkingdom,Taxonomy.SILVA.no rank 1,Taxonomy.SILVA.no rank 2,Taxonomy.SILVA.unknown 5,Taxonomy.SILVA.no rank 3,Taxonomy.SILVA.unknown 6,Taxonomy.SILVA.infraclass,Taxonomy.SILVA.no rank 4,Taxonomy.SILVA.no rank 5,Taxonomy.SILVA.superclass,Taxonomy.SILVA.unknown 7,Taxonomy.SILVA.suborder,Taxonomy.SILVA.superorder,Taxonomy.SILVA.no rank 6
Xylella fastidiosa 9a5c,AE003861,118,40,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_98,--,Yes,Bacteria,,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas aeruginosa PAO1,AE004091,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_99,--,Yes,Bacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas aeruginosa PAO1,AE004091,120,42,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_100,--,Yes,Bacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas aeruginosa PAO1,AE004091,120,42,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_101,--,Yes,Bacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas aeruginosa PAO1,AE004091,120,42,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_102,--,Yes,Bacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio cholerae O1 biovar eltor str. N16961,AE004097,118,40,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_103,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio cholerae O1 biovar eltor str. N16961,AE004106,118,40,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_104,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio cholerae O1 biovar eltor str. N16961,AE004120,118,40,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_105,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio cholerae O1 biovar eltor str. N16961,AE004127,118,40,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_106,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio cholerae O1 biovar eltor str. N16961,AE004158,118,40,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_107,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio cholerae O1 biovar eltor str. N16961,AE004319,118,40,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_108,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio cholerae O1 biovar eltor str. N16961,AE004340,118,40,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_109,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio cholerae O1 biovar eltor str. N16961,AE004341,118,40,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_110,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas aeruginosa PAO1,AE004502,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_111,--,Yes,Bacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas aeruginosa PAO1,AE004843,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_112,--,Yes,Bacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas aeruginosa PAO1,AE004883,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_113,--,Yes,Bacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas aeruginosa PAO1,AE004949,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_114,--,Yes,Bacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shigella flexneri 2a str. 301,AE005674,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_115,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shigella flexneri 2a str. 301,AE005674,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_116,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shigella flexneri 2a str. 301,AE005674,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_117,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shigella flexneri 2a str. 301,AE005674,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_118,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shigella flexneri 2a str. 301,AE005674,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_119,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shigella flexneri 2a str. 301,AE005674,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_120,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shigella flexneri 2a str. 301,AE005674,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_121,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shigella flexneri 2a str. 301,AE005674,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_122,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Clostridium acetobutylicum,AE007543,117,41,76,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_123,--,Yes,Bacteria,Clostridium sensu stricto 1,Clostridia,Clostridiales,Clostridiaceae,,Firmicutes,,,,,,,,,,,,,,,,,,,,,,
Clostridium acetobutylicum,AE007544,117,41,76,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_124,--,Yes,Bacteria,Clostridium sensu stricto 1,Clostridia,Clostridiales,Clostridiaceae,,Firmicutes,,,,,,,,,,,,,,,,,,,,,,
Agrobacterium tumefaciens str. C58,AE008265,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_125,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrobacterium tumefaciens str. C58,AE008289,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_126,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrobacterium tumefaciens str. C58,AE008980,123,45,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_127,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrobacterium tumefaciens str. C58,AE009200,123,53,70,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_128,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrobacterium tumefaciens str. C58,AE009325,123,45,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_129,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrobacterium tumefaciens str. C58,AE009348,123,45,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_130,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xylella fastidiosa Temecula1,AE009442,118,40,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_131,--,Yes,Bacteria,,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Xylella fastidiosa Temecula1,AE009442,118,40,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_132,--,Yes,Bacteria,,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Brucella melitensis 16M,AE009462,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_133,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brucella melitensis 16M,AE009481,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_134,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brucella melitensis 16M,AE009657,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_135,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pestis KIM,AE009952,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_136,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pestis KIM,AE009952,115,39,76,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_137,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pestis KIM,AE009952,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_138,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pestis KIM,AE009952,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_139,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pestis KIM,AE009952,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_140,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pestis KIM,AE009952,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_141,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pestis KIM,AE009952,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_142,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pestis KIM,AE009952,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_143,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leptospira interrogans serovar Lai str. 56601,AE010300,117,39,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_144,--,Yes,Bacteria,Spirochaetota,,Leptospirales,Leptospiraceae,Leptospira,,Leptospirae,,,,,,,,,,,,,,,,,,,,,
Xanthomonas axonopodis pv. citri str. 306,AE012038,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_145,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xanthomonas axonopodis pv. citri str. 306,AE012082,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_146,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xanthomonas campestris pv. campestris str. ATCC 33,AE012504,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_147,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xanthomonas campestris pv. campestris str. ATCC 33,AE012540,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_148,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xylella fastidiosa Temecula1,AE012553,118,40,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_149,--,Yes,Bacteria,,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Xylella fastidiosa Temecula1,AE012553,118,40,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_150,--,Yes,Bacteria,,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Thermoanaerobacter tengcongensis,AE012979,73,43,30,No,0,5S,0,(),(((()))),--,No,CRW,--,CRW_5S_B_151,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermoanaerobacter tengcongensis,AE012982,73,43,30,No,0,5S,0,(),(((()))),--,No,CRW,--,CRW_5S_B_152,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermoanaerobacter tengcongensis,AE013109,73,43,30,No,0,5S,0,(),(((()))),--,No,CRW,--,CRW_5S_B_153,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermoanaerobacter tengcongensis,AE013169,73,43,30,No,0,5S,0,(),(((()))),--,No,CRW,--,CRW_5S_B_154,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xanthomonas oryzae pv. oryzae KACC10331,AE013598,117,41,76,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_155,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xanthomonas oryzae pv. oryzae KACC10331,AE013598,117,41,76,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_156,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pestis KIM,AE013602,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_157,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pestis KIM,AE013602,115,39,76,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_158,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pestis KIM,AE013632,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_159,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pestis KIM,AE013648,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_160,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pestis KIM,AE013651,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_161,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pestis KIM,AE013694,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_162,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pestis KIM,AE013911,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_163,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pestis KIM,AE013984,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_164,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella flexneri 2a str. 2457T,AE014073,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_165,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shigella flexneri 2a str. 2457T,AE014073,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_166,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shigella flexneri 2a str. 2457T,AE014073,113,39,74,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_167,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shigella flexneri 2a str. 2457T,AE014073,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_168,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shigella flexneri 2a str. 2457T,AE014073,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_169,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shigella flexneri 2a str. 2457T,AE014073,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_170,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shigella flexneri 2a str. 2457T,AE014073,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_171,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shigella flexneri 2a str. 2457T,AE014073,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_172,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Escherichia coli CFT073,AE014075,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_173,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Escherichia coli CFT073,AE014075,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_174,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Escherichia coli CFT073,AE014075,113,39,74,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_175,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Escherichia coli CFT073,AE014075,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_176,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Escherichia coli CFT073,AE014075,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_177,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Escherichia coli CFT073,AE014075,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_178,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Escherichia coli CFT073,AE014075,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_179,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Tropheryma whipplei str. Twist,AE014184,120,42,78,No,0,5S,0,(()()),(((((())))(()))),--,No,CRW,--,CRW_5S_B_180,--,Yes,Bacteria,Actinobacteriota,,Micrococcales,Cellulomonadaceae,Tropheryma,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Shewanella oneidensis MR-1,AE014299,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_181,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shewanella oneidensis MR-1,AE014299,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_182,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shewanella oneidensis MR-1,AE014299,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_183,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shewanella oneidensis MR-1,AE014299,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_184,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shewanella oneidensis MR-1,AE014299,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_185,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shewanella oneidensis MR-1,AE014299,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_186,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shewanella oneidensis MR-1,AE014299,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_187,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shewanella oneidensis MR-1,AE014299,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_188,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shewanella oneidensis MR-1,AE014299,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_189,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Brucella suis 1330,AE014603,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_190,--,Yes,Bacteria,,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AE014613,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_191,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AE014613,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_192,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AE014613,113,39,74,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_193,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AE014613,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_194,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AE014613,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_195,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AE014613,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_196,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AE014613,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_197,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AE014613,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_198,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shigella flexneri 2a str. 301,AE015056,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_199,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Shigella flexneri 2a str. 301,AE015280,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_200,--,Yes,Bacteria,Escherichia-Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
