Organism name,Length,Benchmark ID,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order
Pyrobaculum aerophilum str. IM2,79,CRW_t_A_11255,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales
Pyrobaculum aerophilum str. IM2,76,CRW_t_A_11256,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales
Pyrococcus furiosus DSM 3638,78,CRW_t_A_11268,Archaea,Euryarchaeota,Thermococci,Thermococcales
Pyrococcus furiosus DSM 3638,78,CRW_t_A_11269,Archaea,Euryarchaeota,Thermococci,Thermococcales
Pyrococcus furiosus DSM 3638,78,CRW_t_A_11270,Archaea,Euryarchaeota,Thermococci,Thermococcales
Methanopyrus kandleri AV19,76,CRW_t_A_11273,Archaea,Euryarchaeota,Methanopyri,Methanopyrales
Methanopyrus kandleri AV19,76,CRW_t_A_11274,Archaea,Euryarchaeota,Methanopyri,Methanopyrales
uncultured methanogenic archaeon,72,CRW_t_A_11772,Archaea,,,
uncultured methanogenic archaeon,72,CRW_t_A_11773,Archaea,,,
Haloquadratum walsbyi DSM 16790,71,CRW_t_A_11778,Archaea,,Halobacteria,
Haloquadratum walsbyi DSM 16790,71,CRW_t_A_11779,Archaea,,Halobacteria,
Haloquadratum walsbyi DSM 16790,71,CRW_t_A_11780,Archaea,,Halobacteria,
Thermococcus kodakarensis KOD1,78,CRW_t_A_11876,Archaea,Euryarchaeota,Thermococci,Thermococcales
Thermococcus kodakarensis KOD1,78,CRW_t_A_11877,Archaea,Euryarchaeota,Thermococci,Thermococcales
Thermococcus kodakarensis KOD1,77,CRW_t_A_11878,Archaea,Euryarchaeota,Thermococci,Thermococcales
Haloarcula marismortui ATCC 43049,71,CRW_t_A_12066,Archaea,,Halobacteria,
Haloarcula marismortui ATCC 43049,71,CRW_t_A_12067,Archaea,,Halobacteria,
Haloarcula marismortui ATCC 43049,72,CRW_t_A_12068,Archaea,,Halobacteria,
Pyrococcus horikoshii OT3,78,CRW_t_A_12139,Archaea,Euryarchaeota,Thermococci,Thermococcales
Pyrococcus horikoshii OT3,78,CRW_t_A_12140,Archaea,Euryarchaeota,Thermococci,Thermococcales
Pyrococcus horikoshii OT3,78,CRW_t_A_12141,Archaea,Euryarchaeota,Thermococci,Thermococcales
Sulfolobus acidocaldarius DSM 639,73,CRW_t_A_12481,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales
Methanosarcina barkeri str. Fusaro,72,CRW_t_A_12523,Archaea,,,
Methanosarcina barkeri str. Fusaro,72,CRW_t_A_12524,Archaea,,,
Methanosphaera stadtmanae DSM 3091,74,CRW_t_A_12525,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales
Methanospirillum hungatei JF-1,72,CRW_t_A_12679,Archaea,,Methanomicrobia,Methanomicrobiales
Methanospirillum hungatei JF-1,71,CRW_t_A_12680,Archaea,,Methanomicrobia,Methanomicrobiales
Methanococcoides burtonii DSM 6242,71,CRW_t_A_12737,Archaea,,,
Methanococcoides burtonii DSM 6242,72,CRW_t_A_12738,Archaea,,,
Hyperthermus butylicus DSM 5456,79,CRW_t_A_13018,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales
Hyperthermus butylicus DSM 5456,78,CRW_t_A_13019,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales
Hyperthermus butylicus DSM 5456,79,CRW_t_A_13020,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales
Methanocorpusculum labreanum Z,71,CRW_t_A_13098,Archaea,,Methanomicrobia,Methanomicrobiales
Natronomonas pharaonis DSM 2160,71,CRW_t_A_13230,Archaea,,Halobacteria,
Natronomonas pharaonis DSM 2160,71,CRW_t_A_13231,Archaea,,Halobacteria,
Natronomonas pharaonis DSM 2160,71,CRW_t_A_13232,Archaea,,Halobacteria,
Haloferax volcanii,74,CRW_t_A_13464,Archaea,,Halobacteria,
Thermofilum pendens,77,CRW_t_A_13465,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales
Haloferax volcanii,74,CRW_t_A_13471,Archaea,,Halobacteria,
Methanothermobacter thermautotrophicus,78,CRW_t_A_13473,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales
Haloferax volcanii,74,CRW_t_A_13494,Archaea,,Halobacteria,
Haloferax volcanii,74,CRW_t_A_13513,Archaea,,Halobacteria,
Haloferax volcanii,74,CRW_t_A_13514,Archaea,,Halobacteria,
Haloferax volcanii,74,CRW_t_A_13515,Archaea,,Halobacteria,
Haloferax volcanii,74,CRW_t_A_13516,Archaea,,Halobacteria,
Methanocaldococcus jannaschii DSM 2661,73,CRW_t_A_13527,Archaea,Euryarchaeota,Methanococci,Methanococcales
Methanocaldococcus jannaschii DSM 2661,73,CRW_t_A_13528,Archaea,Euryarchaeota,Methanococci,Methanococcales
Thermofilum pendens,77,CRW_t_A_13559,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales
Halobacterium salinarum,74,CRW_t_A_13597,Archaea,,Halobacteria,
Methanothermobacter thermautotrophicus,78,CRW_t_A_13612,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales
Archaeoglobus fulgidus DSM 4304,72,CRW_t_A_13920,Archaea,,Archaeoglobi,Archaeoglobales
Methanosarcina mazei Go1,73,CRW_t_A_13940,Archaea,,,
Pyrococcus furiosus DSM 3638,77,CRW_t_A_13951,Archaea,Euryarchaeota,Thermococci,Thermococcales
Methanopyrus kandleri AV19,78,CRW_t_A_13953,Archaea,Euryarchaeota,Methanopyri,Methanopyrales
Thermoplasma acidophilum,72,CRW_t_A_14254,Archaea,,Thermoplasmata,Thermoplasmatales
uncultured methanogenic archaeon,73,CRW_t_A_14285,Archaea,,,
Haloquadratum walsbyi DSM 16790,72,CRW_t_A_14297,Archaea,,Halobacteria,
Thermococcus kodakarensis KOD1,77,CRW_t_A_14390,Archaea,Euryarchaeota,Thermococci,Thermococcales
Haloarcula marismortui ATCC 43049,71,CRW_t_A_14685,Archaea,,Halobacteria,
Pyrococcus horikoshii OT3,77,CRW_t_A_14770,Archaea,Euryarchaeota,Thermococci,Thermococcales
Thermoplasma volcanium GSS1,72,CRW_t_A_14776,Archaea,,Thermoplasmata,Thermoplasmatales
Sulfolobus acidocaldarius DSM 639,72,CRW_t_A_14863,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales
Methanosarcina barkeri str. Fusaro,72,CRW_t_A_14876,Archaea,,,
Methanosphaera stadtmanae DSM 3091,75,CRW_t_A_14877,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales
Methanospirillum hungatei JF-1,72,CRW_t_A_14925,Archaea,,Methanomicrobia,Methanomicrobiales
Methanococcoides burtonii DSM 6242,75,CRW_t_A_14941,Archaea,,,
Hyperthermus butylicus DSM 5456,76,CRW_t_A_15016,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales
Natronomonas pharaonis DSM 2160,71,CRW_t_A_15082,Archaea,,Halobacteria,
Haloferax volcanii,77,CRW_t_A_15349,Archaea,,Halobacteria,
Halobacterium salinarum,76,CRW_t_A_15350,Archaea,,Halobacteria,
Haloferax volcanii,76,CRW_t_A_15351,Archaea,,Halobacteria,
Methanocaldococcus jannaschii,75,CRW_t_A_15352,Archaea,Euryarchaeota,Methanococci,Methanococcales
Methanocaldococcus jannaschii DSM 2661,72,CRW_t_A_15380,Archaea,Euryarchaeota,Methanococci,Methanococcales
Halobacterium salinarum,77,CRW_t_A_15415,Archaea,,Halobacteria,
Archaeoglobus fulgidus DSM 4304,75,CRW_t_A_15683,Archaea,,Archaeoglobi,Archaeoglobales
Methanosarcina mazei Go1,77,CRW_t_A_15722,Archaea,,,
Methanosarcina mazei Go1,74,CRW_t_A_15723,Archaea,,,
Pyrobaculum aerophilum str. IM2,75,CRW_t_A_15740,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales
Pyrococcus furiosus DSM 3638,78,CRW_t_A_15746,Archaea,Euryarchaeota,Thermococci,Thermococcales
Methanopyrus kandleri AV19,78,CRW_t_A_15748,Archaea,Euryarchaeota,Methanopyri,Methanopyrales
uncultured methanogenic archaeon,76,CRW_t_A_17130,Archaea,,,
uncultured methanogenic archaeon,76,CRW_t_A_17131,Archaea,,,
Haloquadratum walsbyi DSM 16790,77,CRW_t_A_17135,Archaea,,Halobacteria,
Thermococcus kodakarensis KOD1,78,CRW_t_A_17243,Archaea,Euryarchaeota,Thermococci,Thermococcales
Haloarcula marismortui ATCC 43049,74,CRW_t_A_17656,Archaea,,Halobacteria,
Pyrococcus horikoshii OT3,78,CRW_t_A_18676,Archaea,Euryarchaeota,Thermococci,Thermococcales
Sulfolobus acidocaldarius DSM 639,71,CRW_t_A_18869,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales
Methanosarcina barkeri str. Fusaro,77,CRW_t_A_18900,Archaea,,,
Methanosarcina barkeri str. Fusaro,77,CRW_t_A_18901,Archaea,,,
Methanosphaera stadtmanae DSM 3091,75,CRW_t_A_18902,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales
Methanospirillum hungatei JF-1,74,CRW_t_A_18997,Archaea,,Methanomicrobia,Methanomicrobiales
Methanococcoides burtonii DSM 6242,74,CRW_t_A_19032,Archaea,,,
Hyperthermus butylicus DSM 5456,77,CRW_t_A_19188,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales
Methanocorpusculum labreanum Z,74,CRW_t_A_19239,Archaea,,Methanomicrobia,Methanomicrobiales
Natronomonas pharaonis DSM 2160,75,CRW_t_A_19329,Archaea,,Halobacteria,
Haloferax volcanii,77,CRW_t_A_19844,Archaea,,Halobacteria,
Haloferax volcanii,78,CRW_t_A_19845,Archaea,,Halobacteria,
Methanocaldococcus jannaschii,75,CRW_t_A_19852,Archaea,Euryarchaeota,Methanococci,Methanococcales
Haloferax volcanii,77,CRW_t_A_19860,Archaea,,Halobacteria,
Archaeoglobus fulgidus DSM 4304,74,CRW_t_A_20252,Archaea,,Archaeoglobi,Archaeoglobales
Archaeoglobus fulgidus DSM 4304,74,CRW_t_A_20253,Archaea,,Archaeoglobi,Archaeoglobales
Methanosarcina mazei Go1,74,CRW_t_A_20296,Archaea,,,
Methanosarcina mazei Go1,77,CRW_t_A_20297,Archaea,,,
Pyrobaculum aerophilum str. IM2,74,CRW_t_A_20315,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales
Pyrobaculum aerophilum str. IM2,78,CRW_t_A_20316,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales
Pyrococcus furiosus DSM 3638,78,CRW_t_A_20325,Archaea,Euryarchaeota,Thermococci,Thermococcales
Pyrococcus furiosus DSM 3638,78,CRW_t_A_20326,Archaea,Euryarchaeota,Thermococci,Thermococcales
Methanopyrus kandleri AV19,78,CRW_t_A_20328,Archaea,Euryarchaeota,Methanopyri,Methanopyrales
Methanococcus maripaludis,74,CRW_t_A_20541,Archaea,Euryarchaeota,Methanococci,Methanococcales
Thermoplasma acidophilum,74,CRW_t_A_20608,Archaea,,Thermoplasmata,Thermoplasmatales
Thermoplasma acidophilum,74,CRW_t_A_20609,Archaea,,Thermoplasmata,Thermoplasmatales
uncultured methanogenic archaeon,77,CRW_t_A_20651,Archaea,,,
uncultured methanogenic archaeon,74,CRW_t_A_20652,Archaea,,,
Haloquadratum walsbyi DSM 16790,76,CRW_t_A_20655,Archaea,,Halobacteria,
Haloquadratum walsbyi DSM 16790,76,CRW_t_A_20656,Archaea,,Halobacteria,
Thermococcus kodakarensis KOD1,78,CRW_t_A_20718,Archaea,Euryarchaeota,Thermococci,Thermococcales
Thermococcus kodakarensis KOD1,78,CRW_t_A_20719,Archaea,Euryarchaeota,Thermococci,Thermococcales
Haloarcula marismortui ATCC 43049,74,CRW_t_A_20853,Archaea,,Halobacteria,
Haloarcula marismortui ATCC 43049,74,CRW_t_A_20854,Archaea,,Halobacteria,
Pyrococcus horikoshii OT3,78,CRW_t_A_20888,Archaea,Euryarchaeota,Thermococci,Thermococcales
Pyrococcus horikoshii OT3,78,CRW_t_A_20889,Archaea,Euryarchaeota,Thermococci,Thermococcales
Thermoplasma volcanium GSS1,74,CRW_t_A_20901,Archaea,,Thermoplasmata,Thermoplasmatales
Thermoplasma volcanium GSS1,74,CRW_t_A_20902,Archaea,,Thermoplasmata,Thermoplasmatales
Sulfolobus acidocaldarius DSM 639,73,CRW_t_A_21095,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales
Sulfolobus acidocaldarius DSM 639,73,CRW_t_A_21096,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales
Methanosarcina barkeri str. Fusaro,77,CRW_t_A_21123,Archaea,,,
Methanosarcina barkeri str. Fusaro,74,CRW_t_A_21124,Archaea,,,
Methanosphaera stadtmanae DSM 3091,74,CRW_t_A_21125,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales
Methanospirillum hungatei JF-1,74,CRW_t_A_21225,Archaea,,Methanomicrobia,Methanomicrobiales
Methanospirillum hungatei JF-1,73,CRW_t_A_21226,Archaea,,Methanomicrobia,Methanomicrobiales
Methanococcoides burtonii DSM 6242,74,CRW_t_A_21262,Archaea,,,
Methanococcoides burtonii DSM 6242,77,CRW_t_A_21263,Archaea,,,
Hyperthermus butylicus DSM 5456,77,CRW_t_A_21453,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales
Methanocorpusculum labreanum Z,74,CRW_t_A_21507,Archaea,,Methanomicrobia,Methanomicrobiales
Methanocorpusculum labreanum Z,74,CRW_t_A_21508,Archaea,,Methanomicrobia,Methanomicrobiales
Natronomonas pharaonis DSM 2160,74,CRW_t_A_21562,Archaea,,Halobacteria,
Natronomonas pharaonis DSM 2160,74,CRW_t_A_21563,Archaea,,Halobacteria,
Haloferax volcanii,77,CRW_t_A_21800,Archaea,,Halobacteria,
Haloferax volcanii,77,CRW_t_A_21801,Archaea,,Halobacteria,
Haloferax volcanii,77,CRW_t_A_21818,Archaea,,Halobacteria,
Methanococcus maripaludis,74,CRW_t_A_21821,Archaea,Euryarchaeota,Methanococci,Methanococcales
Methanocaldococcus jannaschii DSM 2661,74,CRW_t_A_21841,Archaea,Euryarchaeota,Methanococci,Methanococcales
Methanococcus vannielii,74,CRW_t_A_21899,Archaea,Euryarchaeota,Methanococci,Methanococcales
Methanococcus vannielii,74,CRW_t_A_21900,Archaea,Euryarchaeota,Methanococci,Methanococcales
Halococcus morrhuae,74,CRW_t_A_21942,Archaea,,Halobacteria,
Archaeoglobus fulgidus DSM 4304,75,CRW_t_A_22036,Archaea,,Archaeoglobi,Archaeoglobales
Archaeoglobus fulgidus DSM 4304,74,CRW_t_A_22037,Archaea,,Archaeoglobi,Archaeoglobales
Methanosarcina mazei Go1,75,CRW_t_A_22073,Archaea,,,
Methanosarcina mazei Go1,75,CRW_t_A_22074,Archaea,,,
Methanosarcina mazei Go1,75,CRW_t_A_22075,Archaea,,,
Pyrococcus furiosus DSM 3638,78,CRW_t_A_22097,Archaea,Euryarchaeota,Thermococci,Thermococcales
Methanopyrus kandleri AV19,75,CRW_t_A_22098,Archaea,Euryarchaeota,Methanopyri,Methanopyrales
uncultured methanogenic archaeon,75,CRW_t_A_22508,Archaea,,,
Haloquadratum walsbyi DSM 16790,75,CRW_t_A_22512,Archaea,,Halobacteria,
Thermococcus kodakarensis KOD1,78,CRW_t_A_22585,Archaea,Euryarchaeota,Thermococci,Thermococcales
Haloarcula marismortui ATCC 43049,75,CRW_t_A_22658,Archaea,,Halobacteria,
Pyrococcus horikoshii OT3,78,CRW_t_A_22678,Archaea,Euryarchaeota,Thermococci,Thermococcales
Thermoplasma volcanium GSS1,75,CRW_t_A_22697,Archaea,,Thermoplasmata,Thermoplasmatales
Thermoplasma volcanium GSS1,74,CRW_t_A_22698,Archaea,,Thermoplasmata,Thermoplasmatales
Sulfolobus acidocaldarius DSM 639,74,CRW_t_A_22927,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales
Sulfolobus acidocaldarius DSM 639,73,CRW_t_A_22928,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales
Methanosarcina barkeri str. Fusaro,75,CRW_t_A_22965,Archaea,,,
Methanosarcina barkeri str. Fusaro,75,CRW_t_A_22966,Archaea,,,
Methanosarcina barkeri str. Fusaro,75,CRW_t_A_22967,Archaea,,,
Methanosarcina barkeri str. Fusaro,75,CRW_t_A_22968,Archaea,,,
Methanosphaera stadtmanae DSM 3091,74,CRW_t_A_22969,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales
Methanospirillum hungatei JF-1,73,CRW_t_A_23096,Archaea,,Methanomicrobia,Methanomicrobiales
Methanococcoides burtonii DSM 6242,75,CRW_t_A_23139,Archaea,,,
Methanococcoides burtonii DSM 6242,75,CRW_t_A_23140,Archaea,,,
Hyperthermus butylicus DSM 5456,77,CRW_t_A_23376,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales
Hyperthermus butylicus DSM 5456,80,CRW_t_A_23377,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales
Thermofilum pendens Hrk 5,79,CRW_t_A_23386,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales
Methanocorpusculum labreanum Z,72,CRW_t_A_23435,Archaea,,Methanomicrobia,Methanomicrobiales
Methanocorpusculum labreanum Z,74,CRW_t_A_23436,Archaea,,Methanomicrobia,Methanomicrobiales
Methanocaldococcus jannaschii DSM 2661,75,CRW_t_A_23625,Archaea,Euryarchaeota,Methanococci,Methanococcales
Thermoplasma acidophilum,76,CRW_t_A_23626,Archaea,,Thermoplasmata,Thermoplasmatales
Thermofilum pendens,79,CRW_t_A_23627,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales
Thermofilum pendens,74,CRW_t_A_23628,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales
Thermofilum pendens,77,CRW_t_A_23629,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales
Thermoplasma acidophilum,76,CRW_t_A_23687,Archaea,,Thermoplasmata,Thermoplasmatales
Thermoplasma acidophilum,77,CRW_t_A_23718,Archaea,,Thermoplasmata,Thermoplasmatales
Thermofilum pendens,79,CRW_t_A_23731,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales
Thermoplasma acidophilum,74,CRW_t_A_23742,Archaea,,Thermoplasmata,Thermoplasmatales
Pyrobaculum aerophilum str. IM2,75,CRW_t_A_24361,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales
Pyrococcus furiosus DSM 3638,77,CRW_t_A_24367,Archaea,Euryarchaeota,Thermococci,Thermococcales
Methanopyrus kandleri AV19,79,CRW_t_A_24369,Archaea,Euryarchaeota,Methanopyri,Methanopyrales
uncultured methanogenic archaeon,73,CRW_t_A_27023,Archaea,,,
Haloquadratum walsbyi DSM 16790,74,CRW_t_A_27031,Archaea,,Halobacteria,
Thermococcus kodakarensis KOD1,77,CRW_t_A_27207,Archaea,Euryarchaeota,Thermococci,Thermococcales
Haloarcula marismortui ATCC 43049,74,CRW_t_A_28981,Archaea,,Halobacteria,
Pyrococcus horikoshii OT3,77,CRW_t_A_29920,Archaea,Euryarchaeota,Thermococci,Thermococcales
Thermoplasma volcanium GSS1,73,CRW_t_A_29927,Archaea,,Thermoplasmata,Thermoplasmatales
Methanosphaera stadtmanae DSM 3091,73,CRW_t_A_30059,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales
Methanosphaera stadtmanae DSM 3091,73,CRW_t_A_30060,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales
Methanospirillum hungatei JF-1,74,CRW_t_A_30116,Archaea,,Methanomicrobia,Methanomicrobiales
Hyperthermus butylicus DSM 5456,75,CRW_t_A_30235,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales
Methanocorpusculum labreanum Z,73,CRW_t_A_30262,Archaea,,Methanomicrobia,Methanomicrobiales
Natronomonas pharaonis DSM 2160,74,CRW_t_A_30315,Archaea,,Halobacteria,
Haloferax volcanii,77,CRW_t_A_31213,Archaea,,Halobacteria,
Methanocaldococcus jannaschii,74,CRW_t_A_31214,Archaea,Euryarchaeota,Methanococci,Methanococcales
Haloferax volcanii,77,CRW_t_A_31247,Archaea,,Halobacteria,
Methanocaldococcus jannaschii DSM 2661,74,CRW_t_A_31255,Archaea,Euryarchaeota,Methanococci,Methanococcales
Archaeoglobus fulgidus DSM 4304,74,CRW_t_A_31479,Archaea,,Archaeoglobi,Archaeoglobales
Archaeoglobus fulgidus DSM 4304,73,CRW_t_A_31480,Archaea,,Archaeoglobi,Archaeoglobales
Archaeoglobus fulgidus DSM 4304,74,CRW_t_A_31481,Archaea,,Archaeoglobi,Archaeoglobales
Methanosarcina mazei Go1,78,CRW_t_A_31521,Archaea,,,
Methanosarcina mazei Go1,75,CRW_t_A_31522,Archaea,,,
Methanosarcina mazei Go1,75,CRW_t_A_31523,Archaea,,,
Pyrobaculum aerophilum str. IM2,74,CRW_t_A_31539,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales
Pyrococcus furiosus DSM 3638,78,CRW_t_A_31546,Archaea,Euryarchaeota,Thermococci,Thermococcales
Pyrococcus furiosus DSM 3638,77,CRW_t_A_31547,Archaea,Euryarchaeota,Thermococci,Thermococcales
Pyrococcus furiosus DSM 3638,78,CRW_t_A_31548,Archaea,Euryarchaeota,Thermococci,Thermococcales
Methanopyrus kandleri AV19,78,CRW_t_A_31551,Archaea,Euryarchaeota,Methanopyri,Methanopyrales
Picrophilus torridus DSM 9790,65,CRW_t_A_31659,Archaea,,Thermoplasmata,Thermoplasmatales
Thermoplasma acidophilum,73,CRW_t_A_31767,Archaea,,Thermoplasmata,Thermoplasmatales
uncultured methanogenic archaeon,75,CRW_t_A_31799,Archaea,,,
uncultured methanogenic archaeon,78,CRW_t_A_31800,Archaea,,,
uncultured methanogenic archaeon,78,CRW_t_A_31801,Archaea,,,
Haloquadratum walsbyi DSM 16790,73,CRW_t_A_31803,Archaea,,Halobacteria,
Haloquadratum walsbyi DSM 16790,71,CRW_t_A_31804,Archaea,,Halobacteria,
Thermococcus kodakarensis KOD1,78,CRW_t_A_31854,Archaea,Euryarchaeota,Thermococci,Thermococcales
Thermococcus kodakarensis KOD1,78,CRW_t_A_31855,Archaea,Euryarchaeota,Thermococci,Thermococcales
Thermococcus kodakarensis KOD1,78,CRW_t_A_31856,Archaea,Euryarchaeota,Thermococci,Thermococcales
Haloarcula marismortui ATCC 43049,73,CRW_t_A_31949,Archaea,,Halobacteria,
Haloarcula marismortui ATCC 43049,73,CRW_t_A_31950,Archaea,,Halobacteria,
Haloarcula marismortui ATCC 43049,71,CRW_t_A_31951,Archaea,,Halobacteria,
Pyrococcus horikoshii OT3,78,CRW_t_A_31963,Archaea,Euryarchaeota,Thermococci,Thermococcales
Pyrococcus horikoshii OT3,77,CRW_t_A_31964,Archaea,Euryarchaeota,Thermococci,Thermococcales
Pyrococcus horikoshii OT3,78,CRW_t_A_31965,Archaea,Euryarchaeota,Thermococci,Thermococcales
Thermoplasma volcanium GSS1,73,CRW_t_A_31973,Archaea,,Thermoplasmata,Thermoplasmatales
Thermoplasma volcanium GSS1,73,CRW_t_A_31974,Archaea,,Thermoplasmata,Thermoplasmatales
Thermoplasma volcanium GSS1,73,CRW_t_A_31975,Archaea,,Thermoplasmata,Thermoplasmatales
Methanosarcina barkeri str. Fusaro,75,CRW_t_A_32168,Archaea,,,
Methanosarcina barkeri str. Fusaro,78,CRW_t_A_32169,Archaea,,,
Methanosarcina barkeri str. Fusaro,75,CRW_t_A_32170,Archaea,,,
Methanospirillum hungatei JF-1,75,CRW_t_A_32283,Archaea,,Methanomicrobia,Methanomicrobiales
Methanospirillum hungatei JF-1,75,CRW_t_A_32284,Archaea,,Methanomicrobia,Methanomicrobiales
Methanospirillum hungatei JF-1,73,CRW_t_A_32285,Archaea,,Methanomicrobia,Methanomicrobiales
Methanococcoides burtonii DSM 6242,75,CRW_t_A_32311,Archaea,,,
Methanococcoides burtonii DSM 6242,77,CRW_t_A_32312,Archaea,,,
Natronomonas pharaonis DSM 2160,71,CRW_t_A_32569,Archaea,,Halobacteria,
Natronomonas pharaonis DSM 2160,71,CRW_t_A_32570,Archaea,,Halobacteria,
Natronomonas pharaonis DSM 2160,73,CRW_t_A_32571,Archaea,,Halobacteria,
Haloferax volcanii,76,CRW_t_A_32650,Archaea,,Halobacteria,
Haloferax volcanii,74,CRW_t_A_32651,Archaea,,Halobacteria,
Haloferax volcanii DS2,76,CRW_t_A_32652,Archaea,,Halobacteria,
Methanocaldococcus jannaschii DSM 2661,74,CRW_t_A_32660,Archaea,Euryarchaeota,Methanococci,Methanococcales
Methanocaldococcus jannaschii DSM 2661,75,CRW_t_A_32661,Archaea,Euryarchaeota,Methanococci,Methanococcales
Haloferax volcanii,74,CRW_t_A_32679,Archaea,,Halobacteria,
Haloferax volcanii,76,CRW_t_A_32691,Archaea,,Halobacteria,
Methanocaldococcus jannaschii,77,CRW_t_A_32692,Archaea,Euryarchaeota,Methanococci,Methanococcales
Methanococcus vannielii,78,CRW_t_A_32694,Archaea,Euryarchaeota,Methanococci,Methanococcales
Methanococcus vannielii,78,CRW_t_A_32755,Archaea,Euryarchaeota,Methanococci,Methanococcales
Pyrobaculum aerophilum str. IM2,77,CRW_t_A_32884,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales
uncultured methanogenic archaeon,74,CRW_t_A_33038,Archaea,,,
Haloarcula marismortui ATCC 43049,74,CRW_t_A_33124,Archaea,,Halobacteria,
Sulfolobus acidocaldarius DSM 639,73,CRW_t_A_33242,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales
Methanospirillum hungatei JF-1,74,CRW_t_A_33304,Archaea,,Methanomicrobia,Methanomicrobiales
Hyperthermus butylicus DSM 5456,79,CRW_t_A_33389,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales
Pyrobaculum islandicum DSM 4184,77,CRW_t_A_33391,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales
Haloferax volcanii DS2,74,CRW_t_A_33503,Archaea,,Halobacteria,
Haloferax volcanii,77,CRW_t_A_33504,Archaea,,Halobacteria,
Haloferax volcanii,74,CRW_t_A_33539,Archaea,,Halobacteria,
Pyrococcus furiosus DSM 3638,78,CRW_t_A_33663,Archaea,Euryarchaeota,Thermococci,Thermococcales
Haloquadratum walsbyi DSM 16790,74,CRW_t_A_33676,Archaea,,Halobacteria,
Thermococcus kodakarensis KOD1,78,CRW_t_A_33677,Archaea,Euryarchaeota,Thermococci,Thermococcales
Haloarcula marismortui ATCC 43049,74,CRW_t_A_33680,Archaea,,Halobacteria,
Pyrococcus horikoshii OT3,78,CRW_t_A_33681,Archaea,Euryarchaeota,Thermococci,Thermococcales
Natronomonas pharaonis DSM 2160,74,CRW_t_A_33694,Archaea,,Halobacteria,
Haloferax volcanii,77,CRW_t_A_33703,Archaea,,Halobacteria,
Methanocaldococcus jannaschii DSM 2661,74,CRW_t_A_33712,Archaea,Euryarchaeota,Methanococci,Methanococcales
Thermococcus celer,78,CRW_t_A_33715,Archaea,Euryarchaeota,Thermococci,Thermococcales
Methanococcus vannielii,74,CRW_t_A_33722,Archaea,Euryarchaeota,Methanococci,Methanococcales
Haloferax volcanii,77,CRW_t_A_33767,Archaea,,Halobacteria,
Methanococcus vannielii,74,CRW_t_A_33768,Archaea,Euryarchaeota,Methanococci,Methanococcales
