Organism name,Length,Benchmark ID,Taxonomy.LTP.superkingdom,Taxonomy.LTP.class,Taxonomy.LTP.order
Acholeplasma granularum,73,CRW_t_B_4222,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma granularum,73,CRW_t_B_4223,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma granularum,73,CRW_t_B_4224,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma oculi,73,CRW_t_B_4225,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma oculi,73,CRW_t_B_4226,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma oculi,73,CRW_t_B_4227,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma pleciae,73,CRW_t_B_4228,Bacteria,Mollicutes,Acholeplasmatales
Bartonella bacilliformis,73,CRW_t_B_4247,Bacteria,Alphaproteobacteria,
Bartonella bacilliformis,73,CRW_t_B_4248,Bacteria,Alphaproteobacteria,
Bartonella bacilliformis,73,CRW_t_B_4249,Bacteria,Alphaproteobacteria,
Bartonella bacilliformis,73,CRW_t_B_4250,Bacteria,Alphaproteobacteria,
Bartonella bacilliformis,73,CRW_t_B_4251,Bacteria,Alphaproteobacteria,
Bartonella bacilliformis,73,CRW_t_B_4252,Bacteria,Alphaproteobacteria,
Bartonella bacilliformis,73,CRW_t_B_4253,Bacteria,Alphaproteobacteria,
Leuconostoc mesenteroides subsp. mesenteroides,73,CRW_t_B_4265,Bacteria,Bacilli,Lactobacillales
Lactococcus lactis subsp. lactis,73,CRW_t_B_4266,Bacteria,Bacilli,Lactobacillales
Vibrio vulnificus,73,CRW_t_B_4280,Bacteria,Gammaproteobacteria,Vibrionales
Acidiphilium multivorum,73,CRW_t_B_4348,Bacteria,Alphaproteobacteria,Rhodospirillales
Enterococcus faecalis,73,CRW_t_B_4355,Bacteria,Bacilli,Lactobacillales
Oenococcus oeni,73,CRW_t_B_4378,Bacteria,Bacilli,Lactobacillales
Neisseria meningitidis,73,CRW_t_B_4385,Bacteria,Betaproteobacteria,Neisseriales
Streptococcus pneumoniae,73,CRW_t_B_4418,Bacteria,Bacilli,Lactobacillales
Streptococcus pneumoniae,73,CRW_t_B_4419,Bacteria,Bacilli,Lactobacillales
Streptococcus intermedius,72,CRW_t_B_4423,Bacteria,Bacilli,Lactobacillales
Streptococcus intermedius,72,CRW_t_B_4424,Bacteria,Bacilli,Lactobacillales
Pseudomonas aeruginosa,71,CRW_t_B_4473,Bacteria,Gammaproteobacteria,Pseudomonadales
Escherichia coli,73,CRW_t_B_4486,Bacteria,Gammaproteobacteria,Enterobacterales
Mycobacterium leprae,73,CRW_t_B_4553,Bacteria,,
Lactobacillus acidophilus,73,CRW_t_B_4555,Bacteria,Bacilli,Lactobacillales
Lactobacillus helveticus,73,CRW_t_B_4558,Bacteria,Bacilli,Lactobacillales
Leuconostoc mesenteroides subsp. dextranicum,73,CRW_t_B_4560,Bacteria,Bacilli,Lactobacillales
Leuconostoc lactis,73,CRW_t_B_4561,Bacteria,Bacilli,Lactobacillales
Leuconostoc mesenteroides subsp. cremoris,73,CRW_t_B_4562,Bacteria,Bacilli,Lactobacillales
Mycobacterium smegmatis,72,CRW_t_B_4828,Bacteria,,
Mycobacterium leprae,73,CRW_t_B_4895,Bacteria,,
Listeria monocytogenes,73,CRW_t_B_4902,Bacteria,Bacilli,
Listeria monocytogenes,73,CRW_t_B_4903,Bacteria,Bacilli,
Listeria innocua,73,CRW_t_B_4906,Bacteria,Bacilli,
Bacillus subtilis,72,CRW_t_B_5124,Bacteria,Bacilli,
Lactobacillus delbrueckii,72,CRW_t_B_5713,Bacteria,Bacilli,Lactobacillales
Staphylococcus epidermidis,72,CRW_t_B_5716,Bacteria,Bacilli,
Staphylococcus epidermidis,71,CRW_t_B_5717,Bacteria,Bacilli,
Lactobacillus delbrueckii,72,CRW_t_B_5772,Bacteria,Bacilli,Lactobacillales
Listeria monocytogenes,73,CRW_t_B_6173,Bacteria,Bacilli,
Listeria innocua,73,CRW_t_B_6176,Bacteria,Bacilli,
Staphylococcus saprophyticus subsp. saprophyticus,73,CRW_t_B_6297,Bacteria,Bacilli,
Chlamydia trachomatis,73,CRW_t_B_7046,Bacteria,Chlamydiia,Chlamydiales
Lactobacillus delbrueckii,73,CRW_t_B_7054,Bacteria,Bacilli,Lactobacillales
Lactobacillus delbrueckii,73,CRW_t_B_7195,Bacteria,Bacilli,Lactobacillales
Lactobacillus delbrueckii,73,CRW_t_B_7196,Bacteria,Bacilli,Lactobacillales
Bacillus cereus,71,CRW_t_B_7479,Bacteria,Bacilli,
Bacillus subtilis,71,CRW_t_B_7561,Bacteria,Bacilli,
Micrococcus luteus,71,CRW_t_B_7956,Bacteria,,Micrococcales
Bacillus subtilis,71,CRW_t_B_7984,Bacteria,Bacilli,
Mycobacterium leprae,71,CRW_t_B_7985,Bacteria,,
Bacillus subtilis,72,CRW_t_B_7993,Bacteria,Bacilli,
Bacillus subtilis,69,CRW_t_B_7995,Bacteria,Bacilli,
Bacillus subtilis,72,CRW_t_B_8325,Bacteria,Bacilli,
Actinobacillus seminis,69,CRW_t_B_8326,Bacteria,Gammaproteobacteria,Pasteurellales
Streptococcus pneumoniae,72,CRW_t_B_8370,Bacteria,Bacilli,Lactobacillales
Oenococcus oeni,72,CRW_t_B_8516,Bacteria,Bacilli,Lactobacillales
Mycobacterium leprae,73,CRW_t_B_8546,Bacteria,,
Listeria monocytogenes,72,CRW_t_B_8555,Bacteria,Bacilli,
Listeria monocytogenes,72,CRW_t_B_8556,Bacteria,Bacilli,
Listeria monocytogenes,72,CRW_t_B_8557,Bacteria,Bacilli,
Listeria monocytogenes,72,CRW_t_B_8558,Bacteria,Bacilli,
Listeria innocua,72,CRW_t_B_8559,Bacteria,Bacilli,
Listeria innocua,72,CRW_t_B_8560,Bacteria,Bacilli,
Listeria innocua,72,CRW_t_B_8561,Bacteria,Bacilli,
Listeria innocua,72,CRW_t_B_8562,Bacteria,Bacilli,
Staphylococcus saprophyticus subsp. saprophyticus,72,CRW_t_B_8759,Bacteria,Bacilli,
Staphylococcus saprophyticus subsp. saprophyticus,72,CRW_t_B_8761,Bacteria,Bacilli,
Bacillus cereus,72,CRW_t_B_8773,Bacteria,Bacilli,
Bacillus cereus,72,CRW_t_B_8774,Bacteria,Bacilli,
Streptococcus gordonii,72,CRW_t_B_8775,Bacteria,Bacilli,Lactobacillales
Vibrio parahaemolyticus,70,CRW_t_B_8789,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,70,CRW_t_B_8793,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,70,CRW_t_B_8796,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,73,CRW_t_B_8814,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,73,CRW_t_B_8815,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,73,CRW_t_B_8816,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,73,CRW_t_B_8817,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,73,CRW_t_B_8821,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,73,CRW_t_B_8822,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,73,CRW_t_B_8823,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,73,CRW_t_B_8824,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,73,CRW_t_B_8825,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,73,CRW_t_B_8826,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,73,CRW_t_B_8827,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,73,CRW_t_B_8828,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,73,CRW_t_B_8829,Bacteria,Gammaproteobacteria,Vibrionales
Streptococcus gordonii,72,CRW_t_B_8837,Bacteria,Bacilli,Lactobacillales
Streptococcus gordonii,72,CRW_t_B_8838,Bacteria,Bacilli,Lactobacillales
Streptococcus gordonii,72,CRW_t_B_8839,Bacteria,Bacilli,Lactobacillales
Photobacterium phosphoreum,73,CRW_t_B_8892,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium phosphoreum,73,CRW_t_B_8893,Bacteria,Gammaproteobacteria,Vibrionales
Bacillus subtilis,72,CRW_t_B_8970,Bacteria,Bacilli,
Bacillus subtilis,68,CRW_t_B_8971,Bacteria,Bacilli,
Bacillus subtilis,72,CRW_t_B_8972,Bacteria,Bacilli,
Bacillus subtilis,72,CRW_t_B_8973,Bacteria,Bacilli,
Bacillus subtilis,72,CRW_t_B_8974,Bacteria,Bacilli,
Buchnera aphidicola,73,CRW_t_B_8975,Bacteria,Gammaproteobacteria,Enterobacterales
Buchnera aphidicola,73,CRW_t_B_8977,Bacteria,Gammaproteobacteria,Enterobacterales
Buchnera aphidicola,70,CRW_t_B_8982,Bacteria,Gammaproteobacteria,Enterobacterales
Vibrio vulnificus,73,CRW_t_B_9655,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,73,CRW_t_B_9656,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,73,CRW_t_B_9657,Bacteria,Gammaproteobacteria,Vibrionales
Lactobacillus delbrueckii,68,CRW_t_B_9722,Bacteria,Bacilli,Lactobacillales
Thermus aquaticus,72,CRW_t_B_9776,Bacteria,Deinococci,Thermales
Bacillus subtilis,72,CRW_t_B_9812,Bacteria,Bacilli,
Lactobacillus delbrueckii,67,CRW_t_B_9829,Bacteria,Bacilli,Lactobacillales
Plesiomonas shigelloides,73,CRW_t_B_9843,Bacteria,Gammaproteobacteria,Enterobacterales
Bacillus subtilis,72,CRW_t_B_9866,Bacteria,Bacilli,
Bacillus subtilis,72,CRW_t_B_9882,Bacteria,Bacilli,
Mycobacterium leprae,73,CRW_t_B_9891,Bacteria,,
Bacillus subtilis,63,CRW_t_B_9894,Bacteria,Bacilli,
Bradyrhizobium japonicum,60,CRW_t_B_9942,Bacteria,Alphaproteobacteria,
Mycobacterium leprae,72,CRW_t_B_10217,Bacteria,,
Listeria monocytogenes,72,CRW_t_B_10227,Bacteria,Bacilli,
Listeria innocua,72,CRW_t_B_10229,Bacteria,Bacilli,
Staphylococcus saprophyticus subsp. saprophyticus,72,CRW_t_B_10328,Bacteria,Bacilli,
Bacillus subtilis,72,CRW_t_B_10416,Bacteria,Bacilli,
Bacillus subtilis,72,CRW_t_B_10972,Bacteria,Bacilli,
Bacillus subtilis,72,CRW_t_B_11073,Bacteria,Bacilli,
Mycobacterium leprae,72,CRW_t_B_11078,Bacteria,,
Helicobacter pylori,72,CRW_t_B_11568,Bacteria,,Campylobacterales
Thermotoga petrophila,73,CRW_t_B_11660,Bacteria,,Thermotogales
Mycobacterium leprae,71,CRW_t_B_11698,Bacteria,,
Listeria monocytogenes,72,CRW_t_B_11708,Bacteria,Bacilli,
Listeria monocytogenes,71,CRW_t_B_11709,Bacteria,Bacilli,
Listeria monocytogenes,71,CRW_t_B_11710,Bacteria,Bacilli,
Listeria monocytogenes,72,CRW_t_B_11712,Bacteria,Bacilli,
Listeria innocua,72,CRW_t_B_11713,Bacteria,Bacilli,
Listeria innocua,71,CRW_t_B_11714,Bacteria,Bacilli,
Listeria innocua,71,CRW_t_B_11715,Bacteria,Bacilli,
Listeria innocua,72,CRW_t_B_11717,Bacteria,Bacilli,
Bacillus cereus,72,CRW_t_B_11984,Bacteria,Bacilli,
Bacillus cereus,71,CRW_t_B_11985,Bacteria,Bacilli,
Bacillus cereus,71,CRW_t_B_11989,Bacteria,Bacilli,
Mycobacterium smegmatis,71,CRW_t_B_13533,Bacteria,,
Mycoplasma pneumoniae,73,CRW_t_B_13538,Bacteria,Mollicutes,Mycoplasmatales
Lactobacillus delbrueckii,71,CRW_t_B_13621,Bacteria,Bacilli,Lactobacillales
Lactobacillus delbrueckii,71,CRW_t_B_13622,Bacteria,Bacilli,Lactobacillales
Mycobacterium leprae,73,CRW_t_B_13714,Bacteria,,
Streptococcus agalactiae,72,CRW_t_B_14053,Bacteria,Bacilli,Lactobacillales
Streptococcus agalactiae,71,CRW_t_B_14054,Bacteria,Bacilli,Lactobacillales
Mycoplasma hominis,64,CRW_t_B_14210,Bacteria,Mollicutes,Mycoplasmatales
Thermotoga petrophila,73,CRW_t_B_14220,Bacteria,,Thermotogales
Listeria monocytogenes,73,CRW_t_B_14258,Bacteria,Bacilli,
Listeria monocytogenes,73,CRW_t_B_14259,Bacteria,Bacilli,
Listeria innocua,73,CRW_t_B_14260,Bacteria,Bacilli,
Listeria innocua,73,CRW_t_B_14261,Bacteria,Bacilli,
Mycobacterium leprae,73,CRW_t_B_15482,Bacteria,,
Pseudomonas tolaasii,72,CRW_t_B_16043,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas tolaasii,72,CRW_t_B_16044,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,72,CRW_t_B_16048,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,72,CRW_t_B_16049,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,72,CRW_t_B_16050,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,72,CRW_t_B_16051,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,72,CRW_t_B_16052,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,69,CRW_t_B_16053,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,69,CRW_t_B_16054,Bacteria,Gammaproteobacteria,Pseudomonadales
Alcanivorax borkumensis,71,CRW_t_B_16172,Bacteria,Gammaproteobacteria,Pseudomonadales
Listeria monocytogenes,68,CRW_t_B_16700,Bacteria,Bacilli,
Listeria monocytogenes,63,CRW_t_B_16701,Bacteria,Bacilli,
Listeria monocytogenes,71,CRW_t_B_16702,Bacteria,Bacilli,
Listeria monocytogenes,72,CRW_t_B_16703,Bacteria,Bacilli,
Weissella halotolerans,60,CRW_t_B_17447,Bacteria,Bacilli,Lactobacillales
Ralstonia solanacearum,69,CRW_t_B_17459,Bacteria,Betaproteobacteria,Burkholderiales
Weissella paramesenteroides,73,CRW_t_B_17494,Bacteria,Bacilli,Lactobacillales
Alcanivorax dieselolei,71,CRW_t_B_17699,Bacteria,Gammaproteobacteria,Pseudomonadales
Alcanivorax dieselolei,72,CRW_t_B_17700,Bacteria,Gammaproteobacteria,Pseudomonadales
Escherichia coli,73,CRW_t_B_19787,Bacteria,Gammaproteobacteria,Enterobacterales
Listeria monocytogenes,64,CRW_t_B_19933,Bacteria,Bacilli,
Escherichia coli,73,CRW_t_B_20017,Bacteria,Gammaproteobacteria,Enterobacterales
Bradyrhizobium japonicum,68,CRW_t_B_20213,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,68,CRW_t_B_20214,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,67,CRW_t_B_20215,Bacteria,Alphaproteobacteria,
Coxiella burnetii,73,CRW_t_B_20558,Bacteria,Gammaproteobacteria,Legionellales
Mycobacterium leprae,73,CRW_t_B_20611,Bacteria,,
Listeria monocytogenes,73,CRW_t_B_20620,Bacteria,Bacilli,
Listeria monocytogenes,73,CRW_t_B_20621,Bacteria,Bacilli,
Listeria monocytogenes,73,CRW_t_B_20622,Bacteria,Bacilli,
Listeria monocytogenes,73,CRW_t_B_20623,Bacteria,Bacilli,
Listeria innocua,73,CRW_t_B_20624,Bacteria,Bacilli,
Listeria innocua,73,CRW_t_B_20625,Bacteria,Bacilli,
Listeria innocua,73,CRW_t_B_20626,Bacteria,Bacilli,
Listeria innocua,73,CRW_t_B_20627,Bacteria,Bacilli,
Staphylococcus saprophyticus subsp. saprophyticus,73,CRW_t_B_20760,Bacteria,Bacilli,
Staphylococcus saprophyticus subsp. saprophyticus,73,CRW_t_B_20761,Bacteria,Bacilli,
Bacillus cereus,73,CRW_t_B_20786,Bacteria,Bacilli,
Vibrio parahaemolyticus,73,CRW_t_B_20807,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,73,CRW_t_B_20808,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,73,CRW_t_B_20809,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,73,CRW_t_B_20815,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,73,CRW_t_B_20816,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,73,CRW_t_B_20817,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium phosphoreum,73,CRW_t_B_20882,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium phosphoreum,73,CRW_t_B_20883,Bacteria,Gammaproteobacteria,Vibrionales
Chlamydia muridarum,73,CRW_t_B_21588,Bacteria,Chlamydiia,Chlamydiales
Mycobacterium leprae,73,CRW_t_B_21844,Bacteria,,
Mycobacterium leprae,73,CRW_t_B_21983,Bacteria,,
Mycoplasma pneumoniae,73,CRW_t_B_23662,Bacteria,Mollicutes,Mycoplasmatales
Bradyrhizobium japonicum,63,CRW_t_B_24310,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,63,CRW_t_B_24311,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,63,CRW_t_B_24312,Bacteria,Alphaproteobacteria,
Streptococcus agalactiae,72,CRW_t_B_25129,Bacteria,Bacilli,Lactobacillales
Streptococcus agalactiae,73,CRW_t_B_25130,Bacteria,Bacilli,Lactobacillales
Listeria monocytogenes,73,CRW_t_B_26967,Bacteria,Bacilli,
Listeria monocytogenes,73,CRW_t_B_26968,Bacteria,Bacilli,
Listeria innocua,73,CRW_t_B_26969,Bacteria,Bacilli,
Listeria innocua,73,CRW_t_B_26970,Bacteria,Bacilli,
Staphylococcus saprophyticus subsp. saprophyticus,73,CRW_t_B_27236,Bacteria,Bacilli,
Staphylococcus saprophyticus subsp. saprophyticus,73,CRW_t_B_27237,Bacteria,Bacilli,
Bacillus subtilis,73,CRW_t_B_29954,Bacteria,Bacilli,
Escherichia coli,69,CRW_t_B_30367,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,67,CRW_t_B_30368,Bacteria,Gammaproteobacteria,Enterobacterales
Bradyrhizobium japonicum,62,CRW_t_B_31417,Bacteria,Alphaproteobacteria,
Lactobacillus delbrueckii,73,CRW_t_B_32783,Bacteria,Bacilli,Lactobacillales
Corynebacterium glutamicum,73,CRW_t_B_32986,Bacteria,,
Streptococcus agalactiae,69,CRW_t_B_32993,Bacteria,Bacilli,Lactobacillales
Streptococcus agalactiae,70,CRW_t_B_32994,Bacteria,Bacilli,Lactobacillales
Rickettsia rickettsii,72,CRW_t_B_32997,Bacteria,Alphaproteobacteria,Rickettsiales
Rickettsia sibirica,72,CRW_t_B_32998,Bacteria,Alphaproteobacteria,Rickettsiales
Rickettsia rhipicephali,73,CRW_t_B_32999,Bacteria,Alphaproteobacteria,Rickettsiales
Rickettsia montanensis,73,CRW_t_B_33000,Bacteria,Alphaproteobacteria,Rickettsiales
Rickettsia typhi,72,CRW_t_B_33002,Bacteria,Alphaproteobacteria,Rickettsiales
Mycobacterium leprae,73,CRW_t_B_33023,Bacteria,,
Bacillus cereus,71,CRW_t_B_33114,Bacteria,Bacilli,
Chlamydia trachomatis,73,CRW_t_B_33210,Bacteria,Chlamydiia,Chlamydiales
Spiroplasma citri,73,CRW_t_B_33521,Bacteria,Mollicutes,Entomoplasmatales
Micrococcus luteus,72,CRW_t_B_33583,Bacteria,,Micrococcales
Streptomyces griseus,72,CRW_t_B_33593,Bacteria,,Streptomycetales
Bacillus subtilis,72,RFAM_t_B_34415,Bacteria,Bacilli,
Bacillus subtilis,73,RFAM_t_B_34480,Bacteria,Bacilli,
Bacillus subtilis,73,RFAM_t_B_34481,Bacteria,Bacilli,
Bacillus subtilis,73,RFAM_t_B_34488,Bacteria,Bacilli,
Bacillus subtilis,73,RFAM_t_B_34489,Bacteria,Bacilli,
Bacillus subtilis,72,RFAM_t_B_34491,Bacteria,Bacilli,
Bacillus subtilis,72,RFAM_t_B_34493,Bacteria,Bacilli,
Yersinia pestis,73,RFAM_t_B_34503,Bacteria,Gammaproteobacteria,Enterobacterales
Campylobacter coli,73,RFAM_t_B_34504,Bacteria,,Campylobacterales
Azotobacter salinestris,73,RFAM_t_B_34506,Bacteria,Gammaproteobacteria,Pseudomonadales
Staphylococcus epidermidis,72,RFAM_t_B_34532,Bacteria,Bacilli,
Thermus thermophilus,73,RFAM_t_B_34636,Bacteria,Deinococci,Thermales
Escherichia coli,73,RFAM_t_B_34650,Bacteria,Gammaproteobacteria,Enterobacterales
Raoultella ornithinolytica,72,RFAM_t_B_34657,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,73,RFAM_t_B_34719,Bacteria,Gammaproteobacteria,Enterobacterales
Bacillus subtilis,73,RFAM_t_B_34731,Bacteria,Bacilli,
Bacillus subtilis,73,RFAM_t_B_34739,Bacteria,Bacilli,
Caulobacter vibrioides,72,RFAM_t_B_34749,Bacteria,Alphaproteobacteria,Caulobacterales
Escherichia coli,73,RFAM_t_B_34833,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,73,RFAM_t_B_34863,Bacteria,Gammaproteobacteria,Enterobacterales
Spiroplasma citri,73,RFAM_t_B_34926,Bacteria,Mollicutes,Entomoplasmatales
Spiroplasma citri,72,RFAM_t_B_34927,Bacteria,Mollicutes,Entomoplasmatales
Acidithiobacillus ferrooxidans,73,RFAM_t_B_34931,Bacteria,Acidithiobacillia,Acidithiobacillales
Escherichia coli,73,RFAM_t_B_34948,Bacteria,Gammaproteobacteria,Enterobacterales
Spiroplasma melliferum,73,RFAM_t_B_35024,Bacteria,Mollicutes,Entomoplasmatales
Spiroplasma melliferum,73,RFAM_t_B_35025,Bacteria,Mollicutes,Entomoplasmatales
Spiroplasma melliferum,73,RFAM_t_B_35028,Bacteria,Mollicutes,Entomoplasmatales
Spiroplasma melliferum,73,RFAM_t_B_35032,Bacteria,Mollicutes,Entomoplasmatales
Photobacterium phosphoreum,73,RFAM_t_B_35105,Bacteria,Gammaproteobacteria,Vibrionales
Lactobacillus delbrueckii,72,RFAM_t_B_35136,Bacteria,Bacilli,Lactobacillales
Lactobacillus delbrueckii,73,RFAM_t_B_35138,Bacteria,Bacilli,Lactobacillales
Lactobacillus delbrueckii,73,RFAM_t_B_35139,Bacteria,Bacilli,Lactobacillales
Lactobacillus delbrueckii,72,RFAM_t_B_35141,Bacteria,Bacilli,Lactobacillales
Acholeplasma laidlawii,72,RFAM_t_B_35143,Bacteria,Mollicutes,Acholeplasmatales
Escherichia coli,73,RFAM_t_B_35192,Bacteria,Gammaproteobacteria,Enterobacterales
Thermus thermophilus,73,RFAM_t_B_35202,Bacteria,Deinococci,Thermales
Escherichia coli,73,RFAM_t_B_35224,Bacteria,Gammaproteobacteria,Enterobacterales
Streptomyces rimosus,72,RFAM_t_B_35229,Bacteria,,Streptomycetales
Streptomyces rimosus,72,RFAM_t_B_35230,Bacteria,,Streptomycetales
Streptomyces rimosus,73,RFAM_t_B_35231,Bacteria,,Streptomycetales
Acholeplasma laidlawii,70,RFAM_t_B_35278,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma laidlawii,73,RFAM_t_B_35279,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma laidlawii,73,RFAM_t_B_35280,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma laidlawii,73,RFAM_t_B_35283,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma laidlawii,72,RFAM_t_B_35284,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma laidlawii,73,RFAM_t_B_35288,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma laidlawii,73,RFAM_t_B_35290,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma laidlawii,73,RFAM_t_B_35291,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma laidlawii,73,RFAM_t_B_35292,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma laidlawii,72,RFAM_t_B_35294,Bacteria,Mollicutes,Acholeplasmatales
Bacillus subtilis,71,RFAM_t_B_35365,Bacteria,Bacilli,
Taylorella asinigenitalis,75,CRW_t_B_159,Bacteria,Betaproteobacteria,Burkholderiales
Taylorella asinigenitalis,75,CRW_t_B_160,Bacteria,Betaproteobacteria,Burkholderiales
Taylorella asinigenitalis,75,CRW_t_B_161,Bacteria,Betaproteobacteria,Burkholderiales
Taylorella asinigenitalis,75,CRW_t_B_162,Bacteria,Betaproteobacteria,Burkholderiales
Taylorella asinigenitalis,75,CRW_t_B_163,Bacteria,Betaproteobacteria,Burkholderiales
Taylorella asinigenitalis,75,CRW_t_B_164,Bacteria,Betaproteobacteria,Burkholderiales
Taylorella asinigenitalis,75,CRW_t_B_165,Bacteria,Betaproteobacteria,Burkholderiales
Taylorella asinigenitalis,75,CRW_t_B_166,Bacteria,Betaproteobacteria,Burkholderiales
Taylorella asinigenitalis,75,CRW_t_B_167,Bacteria,Betaproteobacteria,Burkholderiales
Pseudomonas fluorescens,74,CRW_t_B_652,Bacteria,Gammaproteobacteria,Pseudomonadales
Treponema denticola,74,CRW_t_B_751,Bacteria,Spirochaetia,Spirochaetales
Treponema phagedenis,74,CRW_t_B_752,Bacteria,Spirochaetia,Spirochaetales
Neisseria gonorrhoeae,74,CRW_t_B_783,Bacteria,Betaproteobacteria,Neisseriales
Neisseria gonorrhoeae,74,CRW_t_B_784,Bacteria,Betaproteobacteria,Neisseriales
Neisseria gonorrhoeae,74,CRW_t_B_785,Bacteria,Betaproteobacteria,Neisseriales
Neisseria gonorrhoeae,74,CRW_t_B_786,Bacteria,Betaproteobacteria,Neisseriales
Pectobacterium wasabiae,75,CRW_t_B_789,Bacteria,Gammaproteobacteria,Enterobacterales
Fusobacterium necrophorum subsp. necrophorum,74,CRW_t_B_949,Bacteria,Fusobacteriia,
Carnobacterium gallinarum,74,CRW_t_B_952,Bacteria,Bacilli,Lactobacillales
Carnobacterium mobile,74,CRW_t_B_953,Bacteria,Bacilli,Lactobacillales
Treponema medium,74,CRW_t_B_960,Bacteria,Spirochaetia,Spirochaetales
Fusobacterium necrophorum subsp. necrophorum,74,CRW_t_B_1029,Bacteria,Fusobacteriia,
Fusobacterium necrophorum subsp. necrophorum,74,CRW_t_B_1030,Bacteria,Fusobacteriia,
Fusobacterium necrophorum subsp. necrophorum,74,CRW_t_B_1031,Bacteria,Fusobacteriia,
