Organism name,Length,Benchmark ID,Taxonomy.GTDB.domain,Taxonomy.GTDB.phylum,Taxonomy.GTDB.class,Taxonomy.GTDB.order
Pyrococcus abyssi GE5,76,CRW_t_A_10193,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Pyrococcus abyssi GE5,76,CRW_t_A_10194,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Haloquadratum walsbyi DSM 16790,73,CRW_t_A_10251,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloquadratum walsbyi DSM 16790,73,CRW_t_A_10252,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Thermococcus kodakarensis KOD1,76,CRW_t_A_10294,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Thermococcus kodakarensis KOD1,76,CRW_t_A_10295,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Haloarcula marismortui ATCC 43049,73,CRW_t_A_10349,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloarcula marismortui ATCC 43049,73,CRW_t_A_10350,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Pyrococcus horikoshii OT3,76,CRW_t_A_10363,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Pyrococcus horikoshii OT3,76,CRW_t_A_10364,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Aeropyrum pernix K1,76,CRW_t_A_10365,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Aeropyrum pernix K1,76,CRW_t_A_10366,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Thermoplasma volcanium GSS1,73,CRW_t_A_10377,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales
Thermoplasma volcanium GSS1,73,CRW_t_A_10378,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales
Methanococcus maripaludis S2,76,CRW_t_A_10458,Archaea,Methanobacteriota_A,Methanococci,Methanococcales
Sulfolobus acidocaldarius DSM 639,70,CRW_t_A_10517,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Sulfolobus acidocaldarius DSM 639,70,CRW_t_A_10518,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Methanosarcina barkeri str. Fusaro,73,CRW_t_A_10532,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanosarcina barkeri str. Fusaro,73,CRW_t_A_10533,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanosphaera stadtmanae DSM 3091,72,CRW_t_A_10534,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales
Methanosphaera stadtmanae DSM 3091,75,CRW_t_A_10535,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales
Methanospirillum hungatei JF-1,73,CRW_t_A_10609,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales
Methanospirillum hungatei JF-1,73,CRW_t_A_10610,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales
Hyperthermus butylicus DSM 5456,76,CRW_t_A_10764,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Hyperthermus butylicus DSM 5456,78,CRW_t_A_10765,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Methanocorpusculum labreanum Z,73,CRW_t_A_10796,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales
Methanocorpusculum labreanum Z,73,CRW_t_A_10797,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales
Natronomonas pharaonis DSM 2160,73,CRW_t_A_10845,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Natronomonas pharaonis DSM 2160,73,CRW_t_A_10846,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloferax volcanii,76,CRW_t_A_10945,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Methanocaldococcus jannaschii DSM 2661,73,CRW_t_A_10948,Archaea,Methanobacteriota_A,Methanococci,Methanococcales
Halobacterium salinarum,76,CRW_t_A_10959,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloferax volcanii,76,CRW_t_A_10960,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Methanocaldococcus jannaschii,73,CRW_t_A_10971,Archaea,Methanobacteriota_A,Methanococci,Methanococcales
Halobacterium salinarum,76,CRW_t_A_11013,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Archaeoglobus fulgidus DSM 4304,71,CRW_t_A_11152,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales
Archaeoglobus fulgidus DSM 4304,71,CRW_t_A_11153,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales
Archaeoglobus fulgidus DSM 4304,73,CRW_t_A_11154,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales
Methanosarcina mazei Go1,72,CRW_t_A_11227,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanosarcina mazei Go1,72,CRW_t_A_11228,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Pyrobaculum aerophilum str. IM2,79,CRW_t_A_11255,Archaea,Thermoproteota,Thermoproteia,Thermoproteales
Pyrobaculum aerophilum str. IM2,76,CRW_t_A_11256,Archaea,Thermoproteota,Thermoproteia,Thermoproteales
Pyrococcus furiosus DSM 3638,78,CRW_t_A_11268,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Pyrococcus furiosus DSM 3638,78,CRW_t_A_11269,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Pyrococcus furiosus DSM 3638,78,CRW_t_A_11270,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Methanopyrus kandleri AV19,76,CRW_t_A_11273,Archaea,Methanobacteriota_A,Methanopyri,Methanopyrales
Methanopyrus kandleri AV19,76,CRW_t_A_11274,Archaea,Methanobacteriota_A,Methanopyri,Methanopyrales
Pyrococcus abyssi GE5,78,CRW_t_A_11615,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Pyrococcus abyssi GE5,78,CRW_t_A_11616,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Pyrococcus abyssi GE5,78,CRW_t_A_11617,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Haloquadratum walsbyi DSM 16790,71,CRW_t_A_11778,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloquadratum walsbyi DSM 16790,71,CRW_t_A_11779,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloquadratum walsbyi DSM 16790,71,CRW_t_A_11780,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Thermococcus kodakarensis KOD1,78,CRW_t_A_11876,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Thermococcus kodakarensis KOD1,78,CRW_t_A_11877,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Thermococcus kodakarensis KOD1,77,CRW_t_A_11878,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Haloarcula marismortui ATCC 43049,71,CRW_t_A_12066,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloarcula marismortui ATCC 43049,71,CRW_t_A_12067,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloarcula marismortui ATCC 43049,72,CRW_t_A_12068,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Pyrococcus horikoshii OT3,78,CRW_t_A_12139,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Pyrococcus horikoshii OT3,78,CRW_t_A_12140,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Pyrococcus horikoshii OT3,78,CRW_t_A_12141,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Aeropyrum pernix K1,79,CRW_t_A_12142,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Aeropyrum pernix K1,79,CRW_t_A_12143,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Aeropyrum pernix K1,79,CRW_t_A_12144,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Methanococcus maripaludis S2,73,CRW_t_A_12347,Archaea,Methanobacteriota_A,Methanococci,Methanococcales
Sulfolobus acidocaldarius DSM 639,73,CRW_t_A_12481,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Methanosarcina barkeri str. Fusaro,72,CRW_t_A_12523,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanosarcina barkeri str. Fusaro,72,CRW_t_A_12524,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanosphaera stadtmanae DSM 3091,74,CRW_t_A_12525,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales
Methanospirillum hungatei JF-1,72,CRW_t_A_12679,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales
Methanospirillum hungatei JF-1,71,CRW_t_A_12680,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales
Methanococcoides burtonii DSM 6242,71,CRW_t_A_12737,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanococcoides burtonii DSM 6242,72,CRW_t_A_12738,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Hyperthermus butylicus DSM 5456,79,CRW_t_A_13018,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Hyperthermus butylicus DSM 5456,78,CRW_t_A_13019,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Hyperthermus butylicus DSM 5456,79,CRW_t_A_13020,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Methanocorpusculum labreanum Z,71,CRW_t_A_13098,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales
Natronomonas pharaonis DSM 2160,71,CRW_t_A_13230,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Natronomonas pharaonis DSM 2160,71,CRW_t_A_13231,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Natronomonas pharaonis DSM 2160,71,CRW_t_A_13232,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloferax volcanii,74,CRW_t_A_13464,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Thermofilum pendens,77,CRW_t_A_13465,Archaea,Thermoproteota,Thermoproteia,Thermofilales
Haloferax volcanii,74,CRW_t_A_13471,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Methanothermobacter thermautotrophicus,78,CRW_t_A_13473,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales
Haloferax volcanii,74,CRW_t_A_13494,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloferax volcanii,74,CRW_t_A_13513,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloferax volcanii,74,CRW_t_A_13514,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloferax volcanii,74,CRW_t_A_13515,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloferax volcanii,74,CRW_t_A_13516,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Methanocaldococcus jannaschii DSM 2661,73,CRW_t_A_13527,Archaea,Methanobacteriota_A,Methanococci,Methanococcales
Methanocaldococcus jannaschii DSM 2661,73,CRW_t_A_13528,Archaea,Methanobacteriota_A,Methanococci,Methanococcales
Thermofilum pendens,77,CRW_t_A_13559,Archaea,Thermoproteota,Thermoproteia,Thermofilales
Halobacterium salinarum,74,CRW_t_A_13597,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Methanothermobacter thermautotrophicus,78,CRW_t_A_13612,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales
Archaeoglobus fulgidus DSM 4304,72,CRW_t_A_13920,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales
Methanosarcina mazei Go1,73,CRW_t_A_13940,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Pyrococcus furiosus DSM 3638,77,CRW_t_A_13951,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Methanopyrus kandleri AV19,78,CRW_t_A_13953,Archaea,Methanobacteriota_A,Methanopyri,Methanopyrales
Pyrococcus abyssi GE5,77,CRW_t_A_14187,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Haloquadratum walsbyi DSM 16790,72,CRW_t_A_14297,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Thermococcus kodakarensis KOD1,77,CRW_t_A_14390,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Haloarcula marismortui ATCC 43049,71,CRW_t_A_14685,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Pyrococcus horikoshii OT3,77,CRW_t_A_14770,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Aeropyrum pernix K1,78,CRW_t_A_14771,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Thermoplasma volcanium GSS1,72,CRW_t_A_14776,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales
Methanococcus maripaludis S2,75,CRW_t_A_14828,Archaea,Methanobacteriota_A,Methanococci,Methanococcales
Sulfolobus acidocaldarius DSM 639,72,CRW_t_A_14863,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Methanosarcina barkeri str. Fusaro,72,CRW_t_A_14876,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanosphaera stadtmanae DSM 3091,75,CRW_t_A_14877,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales
Methanospirillum hungatei JF-1,72,CRW_t_A_14925,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales
Methanococcoides burtonii DSM 6242,75,CRW_t_A_14941,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Hyperthermus butylicus DSM 5456,76,CRW_t_A_15016,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Natronomonas pharaonis DSM 2160,71,CRW_t_A_15082,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloferax volcanii,77,CRW_t_A_15349,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Halobacterium salinarum,76,CRW_t_A_15350,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloferax volcanii,76,CRW_t_A_15351,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Methanocaldococcus jannaschii,75,CRW_t_A_15352,Archaea,Methanobacteriota_A,Methanococci,Methanococcales
Methanocaldococcus jannaschii DSM 2661,72,CRW_t_A_15380,Archaea,Methanobacteriota_A,Methanococci,Methanococcales
Halobacterium salinarum,77,CRW_t_A_15415,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Archaeoglobus fulgidus DSM 4304,75,CRW_t_A_15683,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales
Methanosarcina mazei Go1,77,CRW_t_A_15722,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanosarcina mazei Go1,74,CRW_t_A_15723,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Pyrobaculum aerophilum str. IM2,75,CRW_t_A_15740,Archaea,Thermoproteota,Thermoproteia,Thermoproteales
Pyrococcus furiosus DSM 3638,78,CRW_t_A_15746,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Methanopyrus kandleri AV19,78,CRW_t_A_15748,Archaea,Methanobacteriota_A,Methanopyri,Methanopyrales
Pyrococcus abyssi GE5,78,CRW_t_A_16785,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Haloquadratum walsbyi DSM 16790,77,CRW_t_A_17135,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Thermococcus kodakarensis KOD1,78,CRW_t_A_17243,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Haloarcula marismortui ATCC 43049,74,CRW_t_A_17656,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Pyrococcus horikoshii OT3,78,CRW_t_A_18676,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Aeropyrum pernix K1,77,CRW_t_A_18677,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Sulfolobus acidocaldarius DSM 639,71,CRW_t_A_18869,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Methanosarcina barkeri str. Fusaro,77,CRW_t_A_18900,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanosarcina barkeri str. Fusaro,77,CRW_t_A_18901,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanosphaera stadtmanae DSM 3091,75,CRW_t_A_18902,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales
Methanospirillum hungatei JF-1,74,CRW_t_A_18997,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales
Methanococcoides burtonii DSM 6242,74,CRW_t_A_19032,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Hyperthermus butylicus DSM 5456,77,CRW_t_A_19188,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Methanocorpusculum labreanum Z,74,CRW_t_A_19239,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales
Natronomonas pharaonis DSM 2160,75,CRW_t_A_19329,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloferax volcanii,77,CRW_t_A_19844,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloferax volcanii,78,CRW_t_A_19845,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Methanocaldococcus jannaschii,75,CRW_t_A_19852,Archaea,Methanobacteriota_A,Methanococci,Methanococcales
Haloferax volcanii,77,CRW_t_A_19860,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Archaeoglobus fulgidus DSM 4304,74,CRW_t_A_20252,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales
Archaeoglobus fulgidus DSM 4304,74,CRW_t_A_20253,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales
Methanosarcina mazei Go1,74,CRW_t_A_20296,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanosarcina mazei Go1,77,CRW_t_A_20297,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Pyrobaculum aerophilum str. IM2,74,CRW_t_A_20315,Archaea,Thermoproteota,Thermoproteia,Thermoproteales
Pyrobaculum aerophilum str. IM2,78,CRW_t_A_20316,Archaea,Thermoproteota,Thermoproteia,Thermoproteales
Pyrococcus furiosus DSM 3638,78,CRW_t_A_20325,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Pyrococcus furiosus DSM 3638,78,CRW_t_A_20326,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Methanopyrus kandleri AV19,78,CRW_t_A_20328,Archaea,Methanobacteriota_A,Methanopyri,Methanopyrales
Methanococcus maripaludis,74,CRW_t_A_20541,Archaea,Methanobacteriota_A,Methanococci,Methanococcales
Pyrococcus abyssi GE5,78,CRW_t_A_20564,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Pyrococcus abyssi GE5,78,CRW_t_A_20565,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Haloquadratum walsbyi DSM 16790,76,CRW_t_A_20655,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloquadratum walsbyi DSM 16790,76,CRW_t_A_20656,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Thermococcus kodakarensis KOD1,78,CRW_t_A_20718,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Thermococcus kodakarensis KOD1,78,CRW_t_A_20719,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Haloarcula marismortui ATCC 43049,74,CRW_t_A_20853,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloarcula marismortui ATCC 43049,74,CRW_t_A_20854,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Pyrococcus horikoshii OT3,78,CRW_t_A_20888,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Pyrococcus horikoshii OT3,78,CRW_t_A_20889,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Aeropyrum pernix K1,77,CRW_t_A_20890,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Aeropyrum pernix K1,77,CRW_t_A_20891,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Thermoplasma volcanium GSS1,74,CRW_t_A_20901,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales
Thermoplasma volcanium GSS1,74,CRW_t_A_20902,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales
Methanococcus maripaludis S2,74,CRW_t_A_21012,Archaea,Methanobacteriota_A,Methanococci,Methanococcales
Methanococcus maripaludis S2,74,CRW_t_A_21013,Archaea,Methanobacteriota_A,Methanococci,Methanococcales
Sulfolobus acidocaldarius DSM 639,73,CRW_t_A_21095,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Sulfolobus acidocaldarius DSM 639,73,CRW_t_A_21096,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Methanosarcina barkeri str. Fusaro,77,CRW_t_A_21123,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanosarcina barkeri str. Fusaro,74,CRW_t_A_21124,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanosphaera stadtmanae DSM 3091,74,CRW_t_A_21125,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales
Methanospirillum hungatei JF-1,74,CRW_t_A_21225,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales
Methanospirillum hungatei JF-1,73,CRW_t_A_21226,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales
Methanococcoides burtonii DSM 6242,74,CRW_t_A_21262,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanococcoides burtonii DSM 6242,77,CRW_t_A_21263,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Hyperthermus butylicus DSM 5456,77,CRW_t_A_21453,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Methanocorpusculum labreanum Z,74,CRW_t_A_21507,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales
Methanocorpusculum labreanum Z,74,CRW_t_A_21508,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales
Natronomonas pharaonis DSM 2160,74,CRW_t_A_21562,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Natronomonas pharaonis DSM 2160,74,CRW_t_A_21563,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloferax volcanii,77,CRW_t_A_21800,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloferax volcanii,77,CRW_t_A_21801,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Haloferax volcanii,77,CRW_t_A_21818,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Methanococcus maripaludis,74,CRW_t_A_21821,Archaea,Methanobacteriota_A,Methanococci,Methanococcales
Methanocaldococcus jannaschii DSM 2661,74,CRW_t_A_21841,Archaea,Methanobacteriota_A,Methanococci,Methanococcales
Archaeoglobus fulgidus DSM 4304,75,CRW_t_A_22036,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales
Archaeoglobus fulgidus DSM 4304,74,CRW_t_A_22037,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales
Methanosarcina mazei Go1,75,CRW_t_A_22073,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanosarcina mazei Go1,75,CRW_t_A_22074,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanosarcina mazei Go1,75,CRW_t_A_22075,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Pyrococcus furiosus DSM 3638,78,CRW_t_A_22097,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Methanopyrus kandleri AV19,75,CRW_t_A_22098,Archaea,Methanobacteriota_A,Methanopyri,Methanopyrales
Pyrococcus abyssi GE5,78,CRW_t_A_22316,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Haloquadratum walsbyi DSM 16790,75,CRW_t_A_22512,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Thermococcus kodakarensis KOD1,78,CRW_t_A_22585,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Haloarcula marismortui ATCC 43049,75,CRW_t_A_22658,Archaea,Halobacteriota,Halobacteria,Halobacteriales
Pyrococcus horikoshii OT3,78,CRW_t_A_22678,Archaea,Methanobacteriota_B,Thermococci,Thermococcales
Aeropyrum pernix K1,77,CRW_t_A_22679,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Aeropyrum pernix K1,77,CRW_t_A_22680,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Thermoplasma volcanium GSS1,75,CRW_t_A_22697,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales
Thermoplasma volcanium GSS1,74,CRW_t_A_22698,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales
Methanococcus maripaludis S2,75,CRW_t_A_22821,Archaea,Methanobacteriota_A,Methanococci,Methanococcales
Sulfolobus acidocaldarius DSM 639,74,CRW_t_A_22927,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Sulfolobus acidocaldarius DSM 639,73,CRW_t_A_22928,Archaea,Thermoproteota,Thermoproteia,Sulfolobales
Methanosarcina barkeri str. Fusaro,75,CRW_t_A_22965,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanosarcina barkeri str. Fusaro,75,CRW_t_A_22966,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanosarcina barkeri str. Fusaro,75,CRW_t_A_22967,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanosarcina barkeri str. Fusaro,75,CRW_t_A_22968,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales
Methanosphaera stadtmanae DSM 3091,74,CRW_t_A_22969,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales
