Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.ENA.Classified,Taxonomy.ENA.superkingdom,Taxonomy.ENA.kingdom,Taxonomy.ENA.no rank 0,Taxonomy.ENA.phylum,Taxonomy.ENA.subphylum,Taxonomy.ENA.class,Taxonomy.ENA.subclass,Taxonomy.ENA.infraclass,Taxonomy.ENA.unknown 0,Taxonomy.ENA.order,Taxonomy.ENA.suborder,Taxonomy.ENA.infraorder,Taxonomy.ENA.superfamily,Taxonomy.ENA.family,Taxonomy.ENA.genus,Taxonomy.ENA.subgenus,Taxonomy.ENA.no rank 1,Taxonomy.ENA.no rank 2,Taxonomy.ENA.superorder,Taxonomy.ENA.parvorder,Taxonomy.ENA.no rank 3,Taxonomy.ENA.no rank 4,Taxonomy.ENA.no rank 5,Taxonomy.ENA.no rank 6,Taxonomy.ENA.no rank 7,Taxonomy.ENA.subfamily,Taxonomy.ENA.tribe,Taxonomy.ENA.unknown 1,Taxonomy.ENA.subtribe,Taxonomy.ENA.subkingdom,Taxonomy.ENA.superclass,Taxonomy.ENA.subcohort,Taxonomy.ENA.section,Taxonomy.ENA.no rank 8,Taxonomy.ENA.no rank 9,Taxonomy.ENA.no rank 10,Taxonomy.ENA.cohort
Oryza nivara,AP006728,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1761,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Liliopsida,,,Magnoliophyta,Poales,,,,Poaceae,Oryza,,Tracheophyta,Spermatophyta,,,BOP clade,,,,,Oryzoideae,Oryzeae,,Oryzinae,,,,,,,,
Aspergillus oryzae,AP007151,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1773,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,,,Eurotiales,,,,Aspergillaceae,Aspergillus,,,,,,,,,,,,,,,Dikarya,,,,,,,
Lactuca sativa,AP007232,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1774,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Asterales,,,,Asteraceae,Lactuca,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,Cichorioideae,Cichorieae,,Lactucinae,,,,,,,,
Lactuca sativa,AP007232,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1775,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Asterales,,,,Asteraceae,Lactuca,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,Cichorioideae,Cichorieae,,Lactucinae,,,,,,,,
Populus alba,AP008956,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1837,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Malpighiales,,,,Salicaceae,Populus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,,Saliceae,,,,,,,,,,
Populus alba,AP008956,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1838,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Malpighiales,,,,Salicaceae,Populus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,,Saliceae,,,,,,,,,,
Cyanophora paradoxa,M19493.1,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1863,--,Yes,Eukaryota,,,,,Glaucocystophyceae,,,,,,,,Cyanophoraceae,Cyanophora,,,,,,,,,,,,,,,,,,,,,,
Pylaiella littoralis,X14875.1,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1866,--,Yes,Eukaryota,,Stramenopiles,,,Phaeophyceae,,,,Ectocarpales,,,,Acinetosporaceae,Pylaiella,,PX clade,,,,,,,,,,,,,,,,,,,,
Anthoceros punctatus,AF393576,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1871,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Anthocerotopsida,Anthocerotidae,,,Anthocerotales,,,,Anthocerotaceae,Anthoceros,,Anthocerotophyta,,,,,,,,,,,,,,,,,,,,
Chara sp. CL-2002-2,AF393586,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1872,--,Yes,Eukaryota,Viridiplantae,unclassified Chara,Streptophyta,,Charophyceae,,,,Charales,,,,Characeae,Chara,,,,,,,,,,,,,,,,,,,,,,
Chlamydomonas reinhardtii,J01395,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1873,--,Yes,Eukaryota,Viridiplantae,,Chlorophyta,,Chlorophyceae,,,,Chlamydomonadales,,,,Chlamydomonadaceae,Chlamydomonas,,,,,,,,,,,,,,,,,,,,,,
Chaetosphaeridium globosum,AF393581,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1875,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Coleochaetophyceae,,,,Coleochaetales,,,,Chaetosphaeridiaceae,Chaetosphaeridium,,,,,,,,,,,,,,,,,,,,,,
Coleochaete orbicularis,AF393593,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1876,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Coleochaetophyceae,,,,Coleochaetales,,,,Coleochaetaceae,Coleochaete,,,,,,,,,,,,,,,,,,,,,,
Euglena gracilis,X70810,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1877,--,Yes,Eukaryota,,Euglenozoa,Euglenida,,,,,,Euglenales,,,,Euglenaceae,Euglena,,,,,,,,,,,,,,,,,,,,,,
Klebsormidium flaccidum,AF393598,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1878,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Klebsormidiophyceae,,,,Klebsormidiales,,,,Klebsormidiaceae,Klebsormidium,,,,,,,,,,,,,,,,,,,,,,
Staurastrum punctulatum,AF393614,49,27,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1880,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Zygnemophyceae,,,,Desmidiales,,,,Desmidiaceae,Staurastrum,,,,,,,,,,,,,,,,,,,,,,
Saccharum hybrid cultivar,AY082604,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1905,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Liliopsida,,,Magnoliophyta,Poales,,,,Poaceae,Saccharum,,Tracheophyta,Spermatophyta,,,PACMAD clade,Andropogonodae,Saccharum officinarum complex,,,Panicoideae,Andropogoneae,,Saccharinae,,,,,,,,
Adiantum capillus-veneris,AY178864,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1918,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Polypodiopsida,,,,Polypodiales,Pteridineae,,,Pteridaceae,Adiantum,,Tracheophyta,,,,,,,,,Vittarioideae,,,,,,,,,,,
Adiantum capillus-veneris,AY178864,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_1919,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Polypodiopsida,,,,Polypodiales,Pteridineae,,,Pteridaceae,Adiantum,,Tracheophyta,,,,,,,,,Vittarioideae,,,,,,,,,,,
Pinus koraiensis,AY228468,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_2063,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,Pinidae,,,Pinales,,,,Pinaceae,Pinus,Strobus,Tracheophyta,Spermatophyta,,,,,,,,,,,,,,,,,,,
Panax ginseng,AY582139,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_2277,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Apiales,,,,Araliaceae,Panax,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,,,,,,,,,,,,
Panax ginseng,AY582139,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_2278,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Apiales,,,,Araliaceae,Panax,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,,,,,,,,,,,,
Gracilaria tenuistipitata var. liui,AY673996,76,32,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_E_2336,--,Yes,Eukaryota,,,Rhodophyta,,Florideophyceae,Rhodymeniophycidae,,,Gracilariales,,,,Gracilariaceae,Gracilaria,,,,,,,,,,,,,,,,,,,,,,
Emiliania huxleyi,AY741371,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_2369,--,Yes,Eukaryota,,,,,Haptophyceae,,,,Isochrysidales,,,,Noelaerhabdaceae,Emiliania,,,,,,,,,,,,,,,,,,,,,,
Emiliania huxleyi,AY741371,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_2370,--,Yes,Eukaryota,,,,,Haptophyceae,,,,Isochrysidales,,,,Noelaerhabdaceae,Emiliania,,,,,,,,,,,,,,,,,,,,,,
Phalaenopsis aphrodite subsp. formosana,AY916449,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_2457,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Liliopsida,,,Magnoliophyta,Asparagales,,,,Orchidaceae,Phalaenopsis,,Tracheophyta,Spermatophyta,,,,,,,,Epidendroideae,Vandeae,,Aeridinae,,,,,,,,
Phalaenopsis aphrodite subsp. formosana,AY916449,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_2458,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Liliopsida,,,Magnoliophyta,Asparagales,,,,Orchidaceae,Phalaenopsis,,Tracheophyta,Spermatophyta,,,,,,,,Epidendroideae,Vandeae,,Aeridinae,,,,,,,,
Staurastrum punctulatum,AY958085,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_2987,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Zygnemophyceae,,,,Desmidiales,,,,Desmidiaceae,Staurastrum,,,,,,,,,,,,,,,,,,,,,,
Zygnema circumcarinatum,AY958086,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_2988,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Zygnemophyceae,,,,Zygnematales,,,,Zygnemataceae,Zygnema,,,,,,,,,,,,,,,,,,,,,,
Cyanophora paradoxa,M19493,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3861,--,Yes,Eukaryota,,,,,Glaucocystophyceae,,,,,,,,Cyanophoraceae,Cyanophora,,,,,,,,,,,,,,,,,,,,,,
Cyanophora paradoxa,U30821,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3862,--,Yes,Eukaryota,,,,,Glaucocystophyceae,,,,,,,,Cyanophoraceae,Cyanophora,,,,,,,,,,,,,,,,,,,,,,
Cyanophora paradoxa,U30821,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3863,--,Yes,Eukaryota,,,,,Glaucocystophyceae,,,,,,,,Cyanophoraceae,Cyanophora,,,,,,,,,,,,,,,,,,,,,,
Ostreococcus tauri,CR954199,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3913,--,Yes,Eukaryota,Viridiplantae,,Chlorophyta,,Mamiellophyceae,,,prasinophytes,Mamiellales,,,,Bathycoccaceae,Ostreococcus,,,,,,,,,,,,,,,,,,,,,,
Ostreococcus tauri,CR954199,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3914,--,Yes,Eukaryota,Viridiplantae,,Chlorophyta,,Mamiellophyceae,,,prasinophytes,Mamiellales,,,,Bathycoccaceae,Ostreococcus,,,,,,,,,,,,,,,,,,,,,,
Chlamydomonas reinhardtii,J01395,73,31,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3923,--,Yes,Eukaryota,Viridiplantae,,Chlorophyta,,Chlorophyceae,,,,Chlamydomonadales,,,,Chlamydomonadaceae,Chlamydomonas,,,,,,,,,,,,,,,,,,,,,,
Lolium perenne,DQ001732,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3945,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Liliopsida,,,Magnoliophyta,Poales,,,,Poaceae,Lolium,,Tracheophyta,Spermatophyta,,,BOP clade,Poodae,Poeae Chloroplast Group 2 (Poeae type),,,Pooideae,Poeae,,Loliinae,,,,,,,,
Lactuca sativa,DQ001738,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3951,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Asterales,,,,Asteraceae,Lactuca,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,Cichorioideae,Cichorieae,,Lactucinae,,,,,,,,
Lactuca sativa,DQ001739,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3952,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Asterales,,,,Asteraceae,Lactuca,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,Cichorioideae,Cichorieae,,Lactucinae,,,,,,,,
Cucurbita pepo,DQ001749,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3962,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Cucurbitales,,,,Cucurbitaceae,Cucurbita,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,,Cucurbiteae,,,,,,,,,,
Cucurbita pepo,DQ001750,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3963,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Cucurbitales,,,,Cucurbitaceae,Cucurbita,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,,Cucurbiteae,,,,,,,,,,
Physcomitrella patens,DQ001755,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3967,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Bryopsida,Funariidae,,,Funariales,,,,Funariaceae,Physcomitrella,,Bryophyta,Bryophytina,,,,,,,,,,,,,,,,,,,
Teleaulax amphioxeia,DQ003609,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3968,--,Yes,Eukaryota,,,Cryptophyta,,,,,,Pyrenomonadales,,,,Geminigeraceae,Teleaulax,,,,,,,,,,,,,,,,,,,,,,
Dinophysis norvegica,DQ004845,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3969,--,Yes,Eukaryota,,Alveolata,,,Dinophyceae,,,,Dinophysiales,,,,Dinophysiaceae,Dinophysis,,,,,,,,,,,,,,,,,,,,,,
Lactuca sativa,DQ013044,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3973,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Asterales,,,,Asteraceae,Lactuca,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,Cichorioideae,Cichorieae,,Lactucinae,,,,,,,,
Megalobrama amblycephala,DQ075946,56,32,24,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3992,--,Yes,Eukaryota,Metazoa,Vertebrata,Chordata,Craniata,,Neopterygii,Teleostei,,Cypriniformes,,,,Cyprinidae,Megalobrama,,Euteleostomi,,,,,,,,,,,,,,Actinopterygii,Ostariophysi,,,,,
Phaeodactylum tricornutum,DQ174248,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4025,--,Yes,Eukaryota,,Stramenopiles,Bacillariophyta,,Bacillariophyceae,,,,Naviculales,,,,Phaeodactylaceae,Phaeodactylum,,Bacillariophycidae,,,,,,,,,,,,,,,,,,,,
Morus indica,DQ226511,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4073,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Rosales,,,,Moraceae,Morus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,,,,,,,,,,,,
Morus indica,DQ226511,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4074,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Rosales,,,,Moraceae,Morus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,,,,,,,,,,,,
Chara vulgaris,DQ229107,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4091,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Charophyceae,,,,Charales,,,,Characeae,Chara,,,,,,,,,,,,,,,,,,,,,,
Chara vulgaris,DQ229107,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4092,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Charophyceae,,,,Charales,,,,Characeae,Chara,,,,,,,,,,,,,,,,,,,,,,
Oltmannsiellopsis viridis,DQ291132,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4104,--,Yes,Eukaryota,Viridiplantae,Ulvophyceae incertae sedis,Chlorophyta,,Ulvophyceae,,,,,,,,,Oltmannsiellopsis,,,,,,,,,,,,,,,,,,,,,,
Oltmannsiellopsis viridis,DQ291132,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_E_4105,--,Yes,Eukaryota,Viridiplantae,Ulvophyceae incertae sedis,Chlorophyta,,Ulvophyceae,,,,,,,,,Oltmannsiellopsis,,,,,,,,,,,,,,,,,,,,,,
Solanum bulbocastanum,DQ347958,35,25,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4126,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Solanales,,,,Solanaceae,Solanum,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanoideae,Solaneae,,,,,,,,,,
Solanum bulbocastanum,DQ347958,38,30,8,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4127,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Solanales,,,,Solanaceae,Solanum,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanoideae,Solaneae,,,,,,,,,,
Ranunculus macranthus,DQ359689,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4172,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Ranunculales,,,,Ranunculaceae,Ranunculus,,Tracheophyta,Spermatophyta,,,eudicotyledons,,,,,Ranunculoideae,Ranunculeae,,,,,,,,,,
Ranunculus macranthus,DQ359689,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4173,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Ranunculales,,,,Ranunculaceae,Ranunculus,,Tracheophyta,Spermatophyta,,,eudicotyledons,,,,,Ranunculoideae,Ranunculeae,,,,,,,,,,
Lactuca sativa,DQ383816,38,30,8,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4187,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Asterales,,,,Asteraceae,Lactuca,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,Cichorioideae,Cichorieae,,Lactucinae,,,,,,,,
Lactuca sativa,DQ383816,35,25,10,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_E_4188,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Asterales,,,,Asteraceae,Lactuca,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,Cichorioideae,Cichorieae,,Lactucinae,,,,,,,,
Lactuca sativa,DQ383816,35,25,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4189,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Asterales,,,,Asteraceae,Lactuca,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,Cichorioideae,Cichorieae,,Lactucinae,,,,,,,,
Lactuca sativa,DQ383816,38,30,8,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4190,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Asterales,,,,Asteraceae,Lactuca,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,Cichorioideae,Cichorieae,,Lactucinae,,,,,,,,
Chlorokybus atmophyticus,DQ422812,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4236,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Chlorokybophyceae,,,,Chlorokybales,,,,Chlorokybaceae,Chlorokybus,,,,,,,,,,,,,,,,,,,,,,
Chlorokybus atmophyticus,DQ422812,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4237,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Chlorokybophyceae,,,,Chlorokybales,,,,Chlorokybaceae,Chlorokybus,,,,,,,,,,,,,,,,,,,,,,
Stigeoclonium helveticum,DQ630521,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4260,--,Yes,Eukaryota,Viridiplantae,Chaetophorales incertae sedis,Chlorophyta,,Chlorophyceae,,,,Chaetophorales,,,,,Stigeoclonium,,,,,,,,,,,,,,,,,,,,,,
Jasminum nudiflorum,DQ673255,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4261,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Lamiales,,,,Oleaceae,Jasminum,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,,Jasmineae,,,,,,,,,,
Jasminum nudiflorum,DQ673255,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4262,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Lamiales,,,,Oleaceae,Jasminum,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,,Jasmineae,,,,,,,,,,
Angiopteris evecta,DQ821119,37,29,8,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4267,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Polypodiopsida,Marattiidae,,,Marattiales,,,,Marattiaceae,Angiopteris,,Tracheophyta,,,,,,,,,,,,,,,,,,,,
Angiopteris evecta,DQ821119,36,26,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4268,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Polypodiopsida,Marattiidae,,,Marattiales,,,,Marattiaceae,Angiopteris,,Tracheophyta,,,,,,,,,,,,,,,,,,,,
Angiopteris evecta,DQ821119,36,26,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4269,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Polypodiopsida,Marattiidae,,,Marattiales,,,,Marattiaceae,Angiopteris,,Tracheophyta,,,,,,,,,,,,,,,,,,,,
Angiopteris evecta,DQ821119,37,29,8,No,0,tRNA,0,(()()()),(()()(())),--,No,CRW,--,CRW_t_E_4270,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Polypodiopsida,Marattiidae,,,Marattiales,,,,Marattiaceae,Angiopteris,,Tracheophyta,,,,,,,,,,,,,,,,,,,,
Bigelowiella natans,DQ851108,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4278,--,Yes,Eukaryota,,Rhizaria,Cercozoa,,Chlorarachniophyceae,,,,,,,,,Bigelowiella,,,,,,,,,,,,,,,,,,,,,,
Bigelowiella natans,DQ851108,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4279,--,Yes,Eukaryota,,Rhizaria,Cercozoa,,Chlorarachniophyceae,,,,,,,,,Bigelowiella,,,,,,,,,,,,,,,,,,,,,,
Drimys granadensis,DQ887676,38,30,8,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_4286,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Canellales,,,,Winteraceae,Drimys,,Tracheophyta,Spermatophyta,,,Magnoliidae,,,,,,,,,,,,,,,,
Drimys granadensis,DQ887676,35,25,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4287,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Canellales,,,,Winteraceae,Drimys,,Tracheophyta,Spermatophyta,,,Magnoliidae,,,,,,,,,,,,,,,,
Drimys granadensis,DQ887676,35,25,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4288,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Canellales,,,,Winteraceae,Drimys,,Tracheophyta,Spermatophyta,,,Magnoliidae,,,,,,,,,,,,,,,,
Drimys granadensis,DQ887676,32,24,8,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_4289,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Canellales,,,,Winteraceae,Drimys,,Tracheophyta,Spermatophyta,,,Magnoliidae,,,,,,,,,,,,,,,,
